game,grid,targetPosition,chitchat,role,message
8,1,6,,D,"Yeah, I guess there's a little hand on the right side sticking out."
8,1,6,,M,And is the hand out further than the leg?
8,1,6,,D,Yes.
8,1,6,x,D,OK.
8,1,7,,D,The one that looks like a rabbit sitting and facing the right-hand side.
8,1,7,x,M,Okay.
8,1,8,,D,The one that looks like the podium image that you were describing with the diamond head.
8,1,8,x,M,"Okay, got it."
8,1,9,,D,"Uh, it looks like there's a little, like, head on top of a dog."
8,1,9,,D,"The dog is facing towards the left, and it has a tail on the right."
8,1,9,x,M,"Hold on, uh..."
8,1,9,,D,The dog is facing which direction?
8,1,9,,D,"It looks like they're facing the left, and it looks like they have a little tail on the right hand side, but there's like a small figure on its back."
8,1,9,x,M,Okay.
8,1,9,x,M,"Hold on, give me a second."
8,1,9,,M,"It looks like something is riding that dog, right?"
8,1,9,,D,"Yeah, it looks like there's a square and a... Another rectangle."
8,1,9,x,D,Yeah.
8,1,10,,D,"Um, the one that looks like, uh, an animal without a tail."
8,1,10,,D,It's with a long back.
8,1,10,,D,"Okay, so it looks like a dog, no tail, um, the head and... Yeah, the head, head is facing the left, is pointing to the left, uh, side."
8,1,10,x,M,"Okay, okay, I think I've got this."
8,1,11,,D,um this one looks like uh the closest to a pineapple almost and there's like uh yeah um 
8,1,12,,D,this one has a triangle as the head um and it's pointed to the left side and it's like holding a square and the square is below right okay yeah i got that 
8,1,13,,D,"this one looks like the uh Like a phone, almost, where you could fit a square inside."
8,1,13,x,M,Hold on.
8,1,13,,M,This is like a space where it looks like a square could fit.
8,1,13,x,D,"I guess, what do you mean?"
8,1,14,,D,This one is like a submarine image with a diamond at the top.
8,1,15,,D,"This looks like a person, the diamond head, and it looks like they're facing the left hand side and they have their hands out to the left."
8,1,15,,D,It looks like they're wearing the graduation robe.
8,1,16,,D,The one that looks like a blow dryer.
8,1,17,,D,This one looks like a dog with their front legs facing the right and then their smaller back legs are on the left side and there's a diamond head.
8,1,17,,M,"Wait, there's a diamond head?"
8,1,17,,D,yeah diamond head and it looks like the front legs are facing the right side
8,1,17,,D,and it's like bigger and they have like back legs on the left well it looks like they have a tail as well
8,1,17,,D,this is just a triangle oh okay okay yeah
8,1,18,,D,"Uh, this one looks like a banana shape, and there's a diamond at the top."
8,1,18,x,E,"Oh, oh, okay."
8,1,18,x,E,I just got weird.
8,1,18,x,E,Feeling good?
8,1,18,x,E,Yeah.
8,1,18,,E,"Okay, cool."
8,1,18,,E,"Yep, fine."
8,2,1,,D,"Okay, so this is like the graduate in a gown facing the left in their graduation robes."
8,2,2,,D,"Okay, so this is the one thing there with the triangle head and it's holding a square in its head."
8,2,2,x,M,Okay.
8,2,3,,D,"So this is a picture of a man, like, leaning against the wall with his legs outstretched towards the left."
8,2,3,,D,"His back is leaning against the wall, his head is slanted slightly forward."
8,2,3,x,M,Okay.
8,2,3,,D,"The wall's on the, yeah."
8,2,4,,D,"Okay, this is the man on the podium, like, giving, like,"
8,2,4,,D,a speech or something.
8,2,4,,D,There's a mini triangle on the right hand side.
8,2,4,x,D,Alright.
8,2,5,,D,So this is the picture of a woman.
8,2,5,x,M,"Actually, I have a question."
8,2,5,x,M,Can you describe the bottom right picture for you?
8,2,5,x,D,What?
8,2,5,,M,Can you describe the bottom right picture for you?
8,2,5,,D,The bottom right is a man on the floor with his legs to the left.
8,2,5,,M,And the hands are outstretched to the right?
8,2,5,,D,"Oh, hands are outstretched to the right."
8,2,5,,M,"Yeah, so are they kneeling?"
8,2,5,x,D,"Uh, yeah."
8,2,5,,M,And the legs are pointed upwards?
8,2,5,x,D,Yes.
8,2,5,x,D,"Yeah, it's that."
8,2,5,x,D,Okay.
8,2,6,,D,"Okay, banana with a diamond on top."
8,2,6,x,M,"Oh, right."
8,2,7,,D,So this is a dog without a tail facing the left.
8,2,8,,D,"So this is a dog with another animal on top of it, like riding."
8,2,8,,D,This other animal has a square on top of it and a rectangle.
8,2,8,,D,But it's a dog.
8,2,8,,D,It has a tail.
8,2,9,,D,So this thing is also like a dog.
8,2,9,,D,It has a diamond head.
8,2,9,,D,The front legs are bigger.
8,2,9,,D,It's like sort of resting on them as a triangle.
8,2,9,,D,"It has a tail, which is a triangle on the left."
8,2,10,,D,So this is a rabbit.
8,2,10,x,M,OK.
8,2,11,,D,Cactus.
8,2,11,x,M,"Oh, it's..."
8,2,12,,D,"Uh, this is for submarine."
8,2,12,x,M,Okay.
8,2,12,x,M,Okay.
8,2,13,,D,So this is the picture I struggled with a lot last rap.
8,2,13,x,M,Alright.
8,2,14,,D,Pineapple.
8,2,15,,D,"So this is a picture of, uh, it has a diamond head, it's a person standing on one leg, uh, as if they're doing a yoga pose."
8,2,15,x,M,Okay.
8,2,16,,D,"So this is, uh, this thing has a diamond head, uh, it has a flat surface on the left-hand side, and immediately below the head,"
8,2,16,,D,"And on the right hand side, it is like a hand outstretched."
8,2,16,,D,"And there's a leg as well, but the hand is further out than the leg."
8,2,16,x,M,Okay.
8,2,17,,D,"So this is the hand dryer, the blow dryer."
8,2,18,,D,The phone.
8,2,18,x,M,What?
8,2,18,x,D,The phone.
8,2,18,x,E,Okay.
8,2,18,x,E,"A little bit, but generally it's fine."
8,2,18,,E,Okay.
8,2,18,,E,A little bit higher is good.
8,2,18,,E,Right.
8,2,18,,E,"Okay, cool."
8,2,18,,E,Sounds good.
8,3,1,,D,The cactus.
8,3,2,,D,The one that you struggled with last time.
8,3,4,,D,The dog with the larger frontal legs to the right.
8,3,5,,D,The hair dryer.
8,3,6,,D,The yoga pose person.
8,3,7,,D,The pineapple.
8,3,8,,D,The submarine.
8,3,9,,D,The person in a graduation robe.
8,3,10,,D,"The person kneeling and praying, uh, facing the right."
8,3,10,x,M,"Oh, uh."
8,3,10,x,M,"Oh, wait, what?"
8,3,10,x,M,"Oh, no, no."
8,3,10,x,M,"Sorry, sorry."
8,3,10,x,M,I accidentally pressed.
8,3,10,x,M,My bad.
8,3,11,,D,The telephone.
8,3,12,,D,The dog with the long body.
8,3,12,,D,No tail.
8,3,13,,D,The banana.
8,3,14,,D,The person holding a square.
8,3,15,,D,The rabbit.
8,3,16,,D,The figure riding on top of the dog.
8,3,17,,D,The person sitting on the floor leaning back against the wall.
8,3,17,,D,Legs are extended to the left.
8,3,18,,D,The figure with a hand sticking to the right.
8,3,18,,D,uh which is sticking out farther than the the foot and the left side is is flat a straight line
8,3,18,x,E,Thank you.
8,4,1,,D,"Uh, the one I struggled with."
8,4,1,x,M,Okay.
8,4,2,,D,"Um, the woman, uh, like praying, kneeling, with the legs pointed upwards."
8,4,3,,D,Blow dryer.
8,4,4,,D,A man leaning the back against the wall.
8,4,4,x,M,Okay.
8,4,5,,D,A dog with big front legs.
8,4,5,x,M,Okay.
8,4,6,,D,Pineapple 
8,4,7,,D,Dog with low tail
8,4,8,,D,Submarine
8,4,9,,D,Rabbit
8,4,10,,D,"Uh, diamond head holding square."
8,4,10,x,M,Okay.
8,4,11,,D,"Uh, yoga pose."
8,4,12,,D,A dog riding a dog.
8,4,13,,D,The phone.
8,4,13,,D,The telephone.
8,4,15,,D,"Uh, then graduate."
8,4,15,,D,"Like, uh, like in the Gavs."
8,4,16,,D,A banana with a diamond on top.
8,4,16,x,M,What was that?
8,4,16,x,D,A banana with a diamond on top.
8,4,16,x,M,"Oh, odd."
8,4,16,x,M,Sorry.
8,4,16,x,M,Clicked the wrong one.
8,4,16,x,M,Don't worry.
8,4,17,,D,A podium.
8,4,17,x,M,Okay.
8,4,18,,D,This is a diamond head.
8,4,18,,D,The left side is straight.
8,4,18,,D,The top immediately below the diamond is straight.
8,4,18,,D,The hands are out further than the legs.
8,4,18,x,M,Yeah.
8,4,18,x,M,Yep.
8,5,1,,D,The dog riding on top of the other dog.
8,5,2,,D,The one that you struggled with.
8,5,3,,D,The diamond head with the straight line back on the left.
8,5,3,,D,The right hand sticking out farther.
8,5,4,,D,The graduate robe person.
8,5,5,,D,The cactus.
8,5,6,,D,"The dog with no tail, long body."
8,5,7,,D,"Uh, the, the figure praying, facing the right, kneeling."
8,5,9,,D,The banana.
8,5,9,,D,The figure holding the square.
8,5,10,,D,The pineapple.
8,5,11,,D,The person sitting on the floor back against the wall.
8,5,12,,D,The yoga pose.
8,5,13,,D,The telephone.
8,5,14,,D,The dog with the large frontal legs.
8,5,15,,D,The rabbit.
8,5,16,,D,The blow dryer.
8,5,17,,D,The podium.
8,5,18,,D,The submarine.
8,6,1,,D,Banana?
8,6,2,,D,"Uh, graduate in robes?"
8,6,3,,D,Triangle head holding a square.
8,6,4,,D,Dog with bigger frontal legs and triangle tail.
8,6,5,,D,The phone.
8,6,5,,M,The phone?
8,6,5,x,D,Yeah.
8,6,6,,D,Yoga pose.
8,6,7,,D,A woman praying.
8,6,8,,D,"Um, diamond hat, uh, a square which is full on both sides."
8,6,9,,D,"Uh, hats are outstretched further than the legs to the right side."
8,6,10,,D,"Uh, podium die."
8,6,11,,D,Blow dryer.
8,6,12,,D,Cactus.
8,6,13,,D,Dog on a dog.
8,6,14,,D,A man leaning against a wall.
8,6,15,,D,Dog without a tail.
8,6,16,,D,Long body.
8,6,16,x,E,"Bye now, Paul."
8,6,17,,D,Rabbit.
8,6,17,x,M,Which one?
8,6,17,x,D,Rabbit.
8,6,17,x,M,Okay.
8,6,18,,D,The one I struggled with.
8,7,1,,D, Pineapple.
8,7,1,x,M,Hold on.
8,7,1,,D,The pineapple.
8,7,1,x,M,"Yeah, no, I just misplaced my..."
8,7,1,x,M,"Okay, wait, wait, I found it."
8,7,2,,D,The dog with the large frontal legs.
8,7,3,,D, The yoga pose.
8,7,4,,D,The one with the three spikes at the top.
8,7,4,,M,Like the Batman one?
8,7,4,,D,It's like three spikes at the top.
8,7,4,,D,It looks like a tulip.
8,7,4,,D," Yeah, Batman 1, I guess."
8,7,4,,M,And it has like a tail or something to the right side?
8,7,4,,D,Yeah.
8,7,4,x,D,Okay.
8,7,5,,D,It's a submarine.
8,7,6,,D, The man on the floor with the legs extended to the left.
8,7,7,,D,The one that you struggled with.
8,7,8,,D, um the woman um kneeling almost with the knees extended to the right and her arms to the right as well the diamond head right um figure of the diamond head
8,7,9,,D," There's a leg extended to the right, and there's a curved leg on the left, and the body is a straight line on the left at the top."
8,7,9,x,M,Okay.
8,7,10,,D,The rabbit...
8,7,11,,D, The dog with no tail and long body.
8,7,12,,D,The diamond head with the straight line back on the left.
8,7,13,,D, The cactus.
8,7,14,,D,The house with the chimney on the right.
8,7,15,,D, The dog with the figure on its back.
8,7,15,,M,The dog with what?
8,7,15,,D,A figure on its back and has a tail on the right.
8,7,16,,D,The diamond head with two arms stretched towards the top.
8,7,16,,D, and is leaning diagonally to the left.
8,7,16,x,M,Hold on.
8,7,16,,M,"Uh, the two arms that are open?"
8,7,16,,D,"Yeah, there's two arms open, so it looks like their arms are raised to the sky."
8,7,16,,M,"And the body is diagonal, it's from the right to the left, is it?"
8,7,16,,D,"Yeah, they're leaning to the left."
8,7,16,x,D,Okay.
8,7,16,x,D,Okay.
8,7,17,,D," Um, the, the hexagon, half a hexagon."
8,7,17,,D,The hexagon with something removed.
8,7,17,,D,"Um, there's like a space at the top."
8,7,17,,M,A triangle.
8,7,17,,D,"Uh, yeah, you could fit a triangle."
8,7,18,,D,The banana.
8,7,20,,D, The house with the tree on the left hand side.
8,7,21,,D," Um, the, it's like a llama with a tail on the right side."
8,7,21,x,M,"Wait, what?"
8,7,21,,D,"Uh, it looks like a, like a llama, and it has, um, legs."
8,7,21,,D,It's like facing the left-hand side.
8,7,21,,D,"There's a tail on the right, and it has two legs."
8,7,21,,D,"The, the frontal leg is facing the left."
8,7,21,,M,Is it bigger?
8,7,21,,D,"Uh, yeah, it's bigger."
8,7,22,,D, The woman kneeling and praying.
8,7,23,,D,The telephone.
8,7,24,,D, The figure holding a square.
8,7,25,,D,"The dog with like two feet in the air, two triangles at the top, and there's a square on top of"
8,7,25,,D, A triangle at the bottom.
8,7,26,,D,The figure with diamond head kneeling on the ground and it has two triangle arms pointed upwards or out.
8,7,26,,D,And it's facing the right hand side.
8,7,26,,M, It's facing the right hand side?
8,7,26,,D,"Yeah, it's facing the right."
8,7,26,,D,And it looks like it's nailing on the floor.
8,7,26,,D,And it has two triangle arms pointed out.
8,7,26,,D,Diamond head.
8,7,26,x,M,I'm not getting this.
8,7,26,,D,There's like a small white sliver between the two arms.
8,7,26,,M," Wait, which, okay, can you describe its position to me on your side?"
8,7,26,x,M,Like row and column.
8,7,26,x,D,I think it's different columns and rows for each of us.
8,7,26,x,M,"Well, I know, but describe your row and column to me."
8,7,26,x,M,"Okay, it's on the top row and it's in the fifth column."
8,7,26,,D, It has a diamond head and it looks like it's like two arms and they're triangles and they're like sticking outward.
8,7,26,,D,It almost has like a V chest shape.
8,7,26,,D,A downward V chest shape.
8,7,26,,M,"This is not the bat, is it?"
8,7,26,x,D,What?
8,7,26,,M,This is not the bat.
8,7,26,,D,"No, not the bat."
8,7,26,x,D,"Um,"
8,7,26,,M, There's only one thing with two hands to me.
8,7,26,,M,The only thing I can see there with two hands is the thing which is diagonal and the two hands are outstretched.
8,7,26,,D,"So this one, it looks like it has a V as a chest."
8,7,26,,D,It's like a diamond head and it's supported on a V shape.
8,7,26,x,D,Do you see that?
8,7,26,x,M, Hold on.
8,7,26,,M,Does it have two triangles?
8,7,26,,D,Yeah.
8,7,26,,D,"Yeah, and it forms like a V. No, wait."
8,7,26,,M,It has two triangles as legs?
8,7,26,,M,Uh...
8,7,26,,M,The legs are kind of lumped together to create a sort of...
8,7,26,,D,"Yeah, I guess it could be seen as two triangles?"
8,7,26,,M,"No, there's only one thing there with two triangles."
8,7,26,,M,It's very clear it's two triangles.
8,7,26,,D,okay no no no it's not it's not two triangles
8,7,26,,D,the head is a diamond the head is a diamond and there's a uh like a a triangle on the right that could be like a hand
8,7,26,,D,and there's next to that there's a triangle on the left and it is for it looks like uh a v
8,7,26,,D, like the letter V almost like sticking out.
8,7,26,x,D,Okay.
8,7,26,x,M,"I think I, okay."
8,7,26,,M,"Let's, let's describe this in the future as the, like, uh, the square head and this woman with her hair, like, like that's the title."
8,7,26,,M,Her hair.
8,7,26,x,M,Okay.
8,7,26,x,M,Got it.
8,7,27,x,D,"Um, it looks like the,"
8,7,27,,D," There's a square head, and it looks like it's falling off to the right."
8,7,27,,D,And there's two legs.
8,7,27,,D,One of the legs is at the top.
8,7,27,x,M,Yeah.
8,7,28,,D,The dog on top of the other dog.
8,7,29,,D," Um, there's two legs."
8,7,29,,D,One of them is stretched out to the left.
8,7,29,,D,There's a diamond head.
8,7,29,,D,"And, uh, there's like a point facing the left side."
8,7,29,,M,So does it look like this person is running?
8,7,29,x,D,"Uh, yes."
8,7,29,x,D,Yes.
8,7,30,,D, the podium.
8,7,31,,D,It's like a square head and there's a long left leg.
8,7,31,,D, And there's a smaller triangle for the right foot.
8,7,31,x,D,Yeah.
8,7,32,,D,The graduate student.
8,7,33,,D,The blow dryer.
8,7,34,,D," Um, it looks like an L. Like it's an L shape."
8,7,34,,M,"It's a thick L. Okay, that's what I thought when you said a sloth before."
8,7,34,x,D,Yeah.
8,7,35,,D,"Um, it looks like a person walking."
8,7,35,,D,It has two triangles as the feet.
8,7,35,,D,And like an arm facing the right.
8,7,35,x,D,Yeah.
8,7,36,,D,um the strange looking uh diagonal figure with the two arms outstriped
8,7,36,,D,um no it's like it looks like a line almost but like a diagonal line
8,7,36,,D,um to the left it's it's like it's uh and it could look like a like sunglasses almost like
8,7,36,x,E, Yeah.
8,7,36,x,E, So we're not talking this round?
8,7,36,x,E,Okay.
8,7,36,,E,"Right, yeah, sure."
8,7,36,,E,Okay.
9,0,1,x,D," Okay, um, I'm the speaker, can you hear me?"
9,0,1,x,M,Yeah.
9,0,1,,D,"Okay, it's the trust fall one."
9,0,1,,D,He looks like he's doing a trust fall.
9,0,1,x,M,"Oh, okay."
9,0,1,x,M,Yeah.
9,0,1,x,M,"Yeah, let's go."
9,0,1,x,M,I killed that.
9,0,1,x,M,"Good, okay."
9,0,1,x,M,"Um, okay."
9,0,2,,D, This kind of looks like a horse.
9,0,2,,D,"Look, you know how when you, like, kick a horse and its front legs, like, go up, and it, like, bends its feet, and it, like, neighs?"
9,0,2,,D,"It kind of looks like that, and, like,"
9,0,2,,D,"the head of the horse is, like, a square box,"
9,0,2,,D,"and its body is kind of, like, the rest of the back half of its body is kind of, like, laying on the ground,"
9,0,2,,D,"but its two front legs are kind of, like, stuck in the air and, like, bent."
9,0,2,x,D,Does that make sense?
9,0,2,x,M,No.
9,0,2,x,D,"No, okay."
9,0,2,x,D, I'll try this again.
9,0,2,x,D,"Okay, so you got, like..."
9,0,2,x,M,Okay.
9,0,2,x,M,"Wait, wait, wait."
9,0,2,,M,Which way is the horse facing?
9,0,2,,D,"Oh, it's facing the right."
9,0,2,,D,Its legs are sticking up towards the right.
9,0,2,,D,And its head is kind of tilted back a little bit.
9,0,2,,D,"It looks like it's, like, in pain."
9,0,2,x,D,Does that help?
9,0,2,x,M,"Um, okay."
9,0,2,x,M,"Okay, okay, yeah."
9,0,2,x,M,"Oh, okay."
9,0,2,x,M,"Okay, I think that one."
9,0,2,x,M,We'll see.
9,0,2,x,M,Okay.
9,0,2,x,M,Let's go.
9,0,2,x,M,"Okay, kill that."
9,0,3,,D, This guy looks like...
9,0,3,,D,"So you know how in, like, the end of a tango, the guy, like, dips the girl?"
9,0,3,,M,Tango?
9,0,3,x,M,What the fuck?
9,0,3,x,M,Sorry.
9,0,3,,D,"Like the dance where they're, like, wearing red and black and the guy, like, dips the girl?"
9,0,3,x,M,"Oh, oh, oh, I got it, I got it."
9,0,3,,D,He looks like he's dipping her.
9,0,3,,D,"So he's facing towards the left, and one of his legs, his right leg is stuck out really long, and his left one is like that."
9,0,3,x,M,"Okay, I got it, I got it."
9,0,3,x,M,"Okay, cool."
9,0,3,x,M,"Yeah, you killed that."
9,0,3,x,M,"Yeah, let's go."
9,0,4,,D," Okay, this is just, like, a dog jumping in the air."
9,0,4,,D,"This is a dog, and its legs are off the ground."
9,0,4,,M,"Um, are his back legs on the ground-ish?"
9,0,4,,D,"Everything's off the ground, and his feet are, like, pointed for some reason, like, his legs are pointed."
9,0,4,x,M, I'm sorry.
9,0,4,,D,And he has a weird hat.
9,0,4,,D,He has a weird shaped hat.
9,0,4,x,E,Stop your- I'm sorry.
9,0,4,x,E,I'm sorry.
9,0,4,x,E,I can't move.
9,0,4,x,E,You're making me laugh.
9,0,4,x,E,"Oh no, my head, my head."
9,0,4,x,E,I'm trying to do it.
9,0,4,x,E,Fuck.
9,0,4,x,E,"I'm sorry, I'm laughing."
9,0,4,x,E,Did you get it?
9,0,4,x,E,"No, no."
9,0,4,x,E,I won't be funny.
9,0,4,x,E,"No, you're being dumb."
9,0,4,x,E,"Okay, I have to do it again?"
9,0,4,x,E,I have to explain?
9,0,4,x,E,"Oh my god, I moved so much."
9,0,4,x,E,"I'm so sorry, guys."
9,0,4,,D,"Okay, so the dog's facing the left."
9,0,4,,M, They're all facing- all the dogs are facing left.
9,0,4,,M,There's so many dogs!
9,0,4,,D,"Okay, this dog has got a pointy head, it's jumping in the air, its legs are straight down,"
9,0,4,,D,"its legs are two triangles, the same size as its- the same kind of shape as its head, its tail is a long rectangle."
9,0,4,x,M,"Ugh, I think I'm gonna get this one wrong, but I'm going, I'm going."
9,0,4,,D,"And it's, like, really skinny, like, it's, it's, uh, stomach is, like, bent in."
9,0,4,x,E, Let's go!
9,0,4,x,E,Okay.
9,0,4,x,E,"Sophia, I'm moving so much."
9,0,4,x,E,You have to be normal.
9,0,4,x,E,Okay.
9,0,5,,D,"Um, this just looks like a boomerang if you threw it in the air."
9,0,5,,M,"Um, does it look like a gun also?"
9,0,5,,D,Yes.
9,0,5,,M,"Okay, you could have said that."
9,0,5,x,E,Violent.
9,0,5,x,E,What?
9,0,5,x,E,Violent.
9,0,5,x,E,Very violent.
9,0,5,x,E,Oh.
9,0,5,x,E,I didn't laugh.
9,0,5,x,E,"Okay, I got it, I got it."
9,0,5,x,E," I'm doing a good job, okay?"
9,0,5,x,E,"I think I'm the one doing the good job, okay?"
9,0,5,x,E,"Nope, nope."
9,0,6,,D,"Okay, so this guy looks like, um... He- okay."
9,0,6,,D,"You know how, like, in Thriller, they do this, like, zombie dance?"
9,0,6,x,M,"Eh, oh my god."
9,0,6,x,E,What the fuck did you just do?
9,0,6,x,E,"I tried to- I was- Hey, that doesn't count."
9,0,6,x,E,"I was, like, scrolling and I accidentally hit- Then don't be stupid!"
9,0,6,x,E,Oh my god.
9,0,7,,D,This looks like Yoda.
9,0,7,,D,"He's, like- he's, like, tiny kid."
9,0,7,,D,"His hands are out, he's facing the left."
9,0,7,,D,It looks like Yoda.
9,0,7,,D,Wearing a robe.
9,0,7,,M, Does it look like a pope?
9,0,7,,D,Yes.
9,0,7,x,E,"Yeah, I killed that."
9,0,7,x,E,"Hey, I got one wrong, but that doesn't- No, that doesn't count."
9,0,7,x,E,I was excited to try that one.
9,0,7,x,E,I think we're dumb.
9,0,7,x,E,"Yeah, ow."
9,0,7,x,E,"Oh my god, I'm so sorry."
9,0,7,x,E,Yeah.
9,0,7,x,E,"That was a mistake, though."
9,0,8,,D,Is this just like a pole with two things sticking out on the other side?
9,0,8,x,M,"Oh, yeah, yeah, I know, I know, I know."
9,0,8,x,M,"Yeah, okay."
9,0,8,x,M,"Oh, wait, wait, wait, wait."
9,0,8,x,M," No, no, no."
9,0,8,x,M,Say it again.
9,0,8,,D,A pole with two things sticking out on either side.
9,0,8,,D,They look like speakers.
9,0,8,x,E,"Oh my god, I did it again!"
9,0,8,x,E,You stupid!
9,0,8,x,E,"Okay, this is confusing me."
9,0,8,x,E,I'm not dumb.
9,0,8,x,E,I know what she's saying.
9,0,8,x,E,I know what she's saying.
9,0,8,x,E,"Okay, my brain's gonna show that I know the answer."
9,0,9,,D,This is a house with a tree that's on the left.
9,0,9,,D,The tree is bigger than the house.
9,0,9,x,E,"Yeah, this is so easy."
9,0,9,x,E,"I'm going, I'm going."
9,0,9,x,E," Wow, surprised you didn't get that wrong."
9,0,9,x,E,"Okay, honestly, shut the fuck up."
9,0,9,x,E,Okay.
9,0,9,x,E,"Okay, go."
9,0,9,x,E,Yes.
9,0,10,,D,"Um, this looks like... Um, it's kind of just like a dog with no legs, only hind legs, no front legs."
9,0,10,,D,it's like a dog jumping and his back legs are still on the floor
9,0,10,x,D,yeah okay you don't have to describe it
9,0,10,x,D,honestly i'm not even gonna say it okay
9,0,10,x,D,i don't but you know it's gonna make me move s
9,0,10,x,D,o okay this is like um i don't think i know how to okay
9,0,10,x,M," Well, you have to."
9,0,10,x,D,I'm trying.
9,0,11,,D,"So, it's like, um, it's kind of like a dustpan."
9,0,11,,D,"Like, the thing that you put on the ground and you sweep, like, dust into with a mop."
9,0,11,x,M,I know what that is.
9,0,11,x,D,"Do you see what I'm talking about, though?"
9,0,11,x,M,"No, I don't."
9,0,11,,D,"It's like, um, if you were holding it and putting it, it's kind of just like, it has, like, a handle and then it has, like, a long flat part and two side things."
9,0,11,,D, It's facing the right.
9,0,11,,D,"Um... Or it kinda looks like, um... Like, you know those short hairbrushes that have, like, handles in the back, and they're kinda like..."
9,0,11,,D,"It's like a skinny rectangle connected to, like, a long, fat rectangle?"
9,0,11,x,E,You're sucking.
9,0,11,x,E,What's wrong with you?
9,0,11,x,E,Be better.
9,0,11,x,E,This one is hard.
9,0,11,x,E,Um...
9,0,11,,M,or like okay it's definitely not one of the people right
9,0,11,,D,no it doesn't look like a person at all so that should rule some out okay
9,0,11,,D,which one looks the most like a dustpan
9,0,11,,D,i'm talking um
9,0,11,,M,it's not the claw facing up right
9,0,11,,M,no okay this is if it's this you're stupid this is not a dustpan
9,0,11,,D,don't be mean to me i'm trying my hardest
9,0,11,,M, Dustpan on this shit?
9,0,11,x,D,What is it?
9,0,11,x,D,"What is it, then?"
9,0,11,x,M,"Well, something else."
9,0,12,,D,"Okay, this guy's doing a handstand."
9,0,12,x,D,That's it.
9,0,12,,D,"Um... And his feet are, like, flailing in the air."
9,0,12,x,D,There you go.
9,0,12,x,D,Kill that.
9,0,12,x,D,Um...
9,0,12,x,D,"This guy's, like, um..."
9,0,12,x,D, It's like...
9,0,13,,D,Imagine if you have one leg on the ground and your back leg is sticking out straight behind you and your arms are to the sides.
9,0,13,x,M,Yeah.
9,0,13,,D,He's doing yoga.
9,0,13,x,D,That's what he's doing.
9,0,13,x,M,Um...
9,0,14,,D," It's just like a guy, it kind of looks like the Yoda one, but he's more of a rectangle, but it's not the one where he has no arms or legs."
9,0,14,,D,"It's just like the Yoda one, but he's kind of like a rectangle for a body with the right side kind of cut off."
9,0,14,x,M,"Oh, you're making me laugh again."
9,0,14,x,M,"I can't really hear you, so I'm just gonna... Um..."
9,0,14,,D," Okay, it's a square head, and it's like a diamond, and his shoulders are completely flat and straight."
9,0,14,,D,"The left side of his body is a complete rectangle, and the right side has some stuff come out and cut out of it."
9,0,14,x,E,"Sophia, can you hear me?"
9,0,14,x,E,I can hear you.
9,0,14,x,E,You can?
9,0,14,x,E,"Like, just barely."
9,0,14,x,E,"Like, I can't make out your words, really."
9,0,14,x,E,"Well, that's a problem."
9,0,14,x,E,"Okay, it's the truss ball one."
9,0,15,,D,He looks like he's doing a truss ball.
9,0,15,x,M,"Kill that, kill that, kill that."
9,0,16,,D," Um, this is a dog, and it's sitting down."
9,0,16,,D,It kinda looks like a dog is waiting for a tree or waiting for a command.
9,0,16,,D,It's hind legs are bent down.
9,0,16,,D,And it's front legs are sticking out and on the ground.
9,0,16,x,M,"Oh my god, I did it again!"
9,0,16,x,M,"Guys, I knew it was that one, obviously."
9,0,16,x,M,That's the only dog.
9,0,16,x,M,Oh my god.
9,0,16,x,M,I'm getting confused with this scrolling shit.
9,0,16,x,M,I'm so sorry.
9,0,16,x,M, I know that.
9,0,16,x,M,"Sorry, I can hear someone talking, but I don't know if you're talking to me, because I can't... Well, can you describe what you're supposed to describe?"
9,0,16,x,M,Let's go.
9,0,16,x,M,Um...
9,0,17,,D,"This is just, like, a person sitting on the ground."
9,0,17,x,D,Um...
9,0,17,x,D,"They have, like..."
9,0,17,x,D," Like, kind of imagine..."
9,0,17,x,D,I don't know.
9,0,17,,D,"Yeah, they're kind of just, like, sitting."
9,0,17,,D,"They have, like, a weird body."
9,0,17,,D,One of their legs is stuck out on the left.
9,0,17,,D,And they have a weird triangle.
9,0,17,x,M,"Yeah, yeah, yeah."
9,0,17,x,M,"Got it, got it, got it, got it."
9,0,18,,D,"Um, this looks kind of like a toilet facing the left."
9,0,18,x,M,"Oh, yeah, yeah."
9,0,18,x,M,"Got it, got it, got it."
9,0,18,,D,With a diamond on top.
9,0,18,x,M,"Yeah, yeah."
9,0,18,,D,Or maybe a piano.
9,0,18,x,D,Yeah.
9,0,18,,D," No, it was a toilet, definitely."
9,0,19,,D,"This looks like a person sitting on the ground, facing the left, their knees are bent, and they're looking down."
9,0,19,,D,"And, like, they kind of look like they're, like, a Minecraft character, because their head is, like, a square, and it looks, like, attached to their body this time."
9,0,19,,D,they're sitting on the ground their back is like curved and their knees are bent and they're facing the left and they kind of look like they're looking down at their chest
9,0,20,,D,yeah um this kind of looks like a rose or a claw sticking up
9,0,20,,M,oh why the one you're talking about before
9,0,20,x,D,oh yeah
9,0,21,,D," This is the one you accidentally picked the last time, it's like- Oh yeah, I remember exactly which one, what?"
9,0,21,,D,It's like two squares overlapping attached to like a top little part.
9,0,21,x,D,"Um, kinda like, uh..."
9,0,21,,D,"It's like a cherry, but instead of two cherries being next to each other, they're one below the other."
9,0,21,x,M,"Ah, yeah."
9,0,21,x,M,Okay.
9,0,21,x,M, Um...
9,0,22,x,D,This kind of looks like...
