game,grid,target_position,role,message_id_num,message
50.0,4.0,6.0,describer,998.0,6 is the bunny with the triangle body
50.0,4.0,7.0,describer,999.0,7 is the square head with the straight left and right futher out on top
50.0,4.0,8.0,describer,1000.0,8 is the square ear and triangle ear with the narrow head
50.0,4.0,9.0,describer,1001.0,9 is the mouse
50.0,4.0,10.0,describer,1002.0,10 is the person facing right with the arms up with the triangle piece in back
50.0,4.0,11.0,describer,1003.0,11 is the robed man facing left with the box
50.0,4.0,12.0,describer,1004.0,12 is the straight body with the angle to the right at the bottom
50.0,4.0,12.0,matcher,1005.0,k. you're good
50.0,5.0,1.0,describer,1006.0,1 is the praying man with the straight back
50.0,5.0,2.0,describer,1007.0,2 is the straight body with the angle to the right at the bottom
50.0,5.0,3.0,describer,1008.0,3 is the straight left with the right further at the top
50.0,5.0,4.0,describer,1009.0,4 is the guy with his knees bent
50.0,5.0,5.0,describer,1010.0,5 is the guy with his arms out to his sides
50.0,5.0,6.0,describer,1011.0,6 is the person facing right with the triangle piece in back
50.0,5.0,7.0,describer,1012.0,7 is the bird man
50.0,5.0,8.0,describer,1013.0,8 is the bunny
50.0,5.0,9.0,describer,1014.0,9 is the figure skater
50.0,5.0,10.0,describer,1015.0,10 is the robed man with the box
50.0,5.0,11.0,describer,1016.0,11 is the square ear with the narrow head
50.0,5.0,12.0,describer,1017.0,12 is the mouse
50.0,5.0,chitchat,describer,1018.0,You're doing well too!
50.0,5.0,chitchat,matcher,1019.0,thanks. submitting
50.0,6.0,1.0,describer,1020.0,1 is the figure skater
50.0,6.0,2.0,describer,1021.0,2 is the mouse
50.0,6.0,3.0,describer,1022.0,3 is the guy with his arms at his sides
50.0,6.0,4.0,describer,1023.0,4 is the robed man with the box
50.0,6.0,5.0,describer,1024.0,5 is the bunny
50.0,6.0,6.0,describer,1025.0,6 is the man sitting with legs bent
50.0,6.0,7.0,describer,1026.0,7 is the person facing right with the triangle piece in back
50.0,6.0,8.0,describer,1027.0,8 is the square ear and narrow head
50.0,6.0,9.0,describer,1028.0,9 is the straight body that angles right at the bottom
50.0,6.0,10.0,describer,1029.0,10 is the praying man with the straight back
50.0,6.0,11.0,describer,1030.0,11 is bird man
50.0,6.0,12.0,describer,1031.0,12 is the straight back and right further at the top
50.0,6.0,12.0,matcher,1032.0,k
77.0,1.0,chitchat,describer,1033.0,Hi?
77.0,1.0,chitchat,matcher,1034.0,"hi, I'm ready to do this!"
77.0,1.0,chitchat,describer,1035.0,Awesome!
77.0,1.0,1.0,describer,1036.0,So the first block has two visible triangles located on the right side
77.0,1.0,1.0,describer,1037.0,A somewhat lopsided square next to the top triangle
77.0,1.0,1.0,describer,1038.0,Bottom triangle is pointed downwards but diagonally
77.0,1.0,1.0,describer,1039.0,You think you got it?
77.0,1.0,1.0,matcher,1040.0,yes
77.0,1.0,2.0,describer,1041.0,Okay. The second one kinda looks like a guy standing on one foot
77.0,1.0,2.0,describer,1042.0,With two arms stretched out
77.0,1.0,2.0,matcher,1043.0,got it
77.0,1.0,3.0,describer,1044.0,Third block looks like he's just sitting
77.0,1.0,3.0,describer,1045.0,It's practically one figure
77.0,1.0,3.0,describer,1046.0,No triangles
77.0,1.0,3.0,matcher,1047.0,ok
77.0,1.0,4.0,describer,1048.0,It is also the 'roundest one'
77.0,1.0,4.0,describer,1049.0,Fourth block looks like he's taking flight. No tringles
77.0,1.0,4.0,describer,1050.0,Lopsided square inbetween the wings
77.0,1.0,4.0,matcher,1051.0,ok
77.0,1.0,5.0,describer,1052.0,Fifth block is kinda weird. Looks like a somewhat kneeling person. But the simplest way I can put it
77.0,1.0,5.0,describer,1053.0,is the square bock is touching the top of the triangle
77.0,1.0,5.0,matcher,1054.0,ok
77.0,1.0,5.0,describer,1055.0,There seems to be something portruding out of his back
77.0,1.0,5.0,describer,1056.0,You can set that aside if it is difficult to understand
77.0,1.0,5.0,matcher,1057.0,got it
77.0,1.0,5.0,describer,1058.0,Awesome!
77.0,1.0,6.0,describer,1059.0,Sixth block
77.0,1.0,6.0,describer,1060.0,Looks like a guy pacing
77.0,1.0,6.0,describer,1061.0,head facing right? but body walking to the left
77.0,1.0,6.0,describer,1062.0,Or looks like he's about to fall backwards with his arms stretched out
77.0,1.0,6.0,matcher,1063.0,got itt
77.0,1.0,6.0,describer,1064.0,Alright
77.0,1.0,7.0,describer,1065.0,Seventh block. Looks the most like a guy doing a prayer or looking upwards while slightly bending his knees
77.0,1.0,7.0,matcher,1066.0,ok
77.0,1.0,8.0,describer,1067.0,Eighth block looks like a guy sitting down with his legs bended in frnot of him
77.0,1.0,8.0,matcher,1068.0,yes
77.0,1.0,9.0,describer,1069.0,Ninth block is just like seventh
77.0,1.0,9.0,describer,1070.0,except imagine him wearing a robe
77.0,1.0,9.0,describer,1071.0,Doing a prayer
77.0,1.0,9.0,matcher,1072.0,i think i got it
77.0,1.0,9.0,describer,1073.0,"So in other words, it has a little bit more shapes included in it, but generally looks very similar to the seventh"
77.0,1.0,9.0,describer,1074.0,"Square 'head' is on the same spot, and 'arms' are too"
77.0,1.0,9.0,matcher,1075.0,ok
77.0,1.0,10.0,describer,1076.0,The tenth one looks like just a guy standing possibly holding a platter or something in front of him.
77.0,1.0,10.0,describer,1077.0,You have the lopsided square on top. A bigger figure on bottom
77.0,1.0,10.0,describer,1078.0,In the middle of the figure are shapes portruding out to YOUR left
77.0,1.0,10.0,describer,1079.0,"To the right, it's just a straight line down"
77.0,1.0,10.0,matcher,1080.0,got it
77.0,1.0,11.0,describer,1081.0,Awesome. Next one is kinda weird
77.0,1.0,11.0,describer,1082.0,You have the square on top
77.0,1.0,11.0,describer,1083.0,YOUR left is completely straight down
77.0,1.0,11.0,describer,1084.0,And a bit pointing on the top-right of the figure below the square
77.0,1.0,11.0,matcher,1085.0,got it
77.0,1.0,11.0,describer,1086.0,Okay
77.0,1.0,12.0,describer,1087.0,What do you have for the last one?
77.0,1.0,12.0,matcher,1088.0,"it kind of looks like a person dancing, maybe kneeling with one foot extended,head (square) is looking up kinda"
77.0,1.0,2.0,describer,1089.0,Hmm... how would you describe number 2?
77.0,1.0,12.0,describer,1090.0,Because the one I have leftover for number 12 is a square with two triangles attached to one of its angle
77.0,1.0,2.0,matcher,1091.0,"a person standing on one foot , other foot stretched out behind..like a ballerina"
77.0,1.0,12.0,describer,1092.0,Looks like a guy slumping or laying down with bunny ears. Ahaha not quite sure how to put it
77.0,1.0,12.0,describer,1093.0,Oh okay so that's right
77.0,1.0,1.0,describer,1094.0,How about number one?
77.0,1.0,12.0,describer,1095.0,Or do you think you can understand the number 12 I just described?
77.0,1.0,1.0,matcher,1096.0,number one is bunny ears so i'll just switch 1 and 12
77.0,1.0,1.0,describer,1097.0,Oh okay!
77.0,1.0,chitchat,describer,1098.0,I think it's perfect then. Sorry for the confusion.
77.0,1.0,chitchat,describer,1099.0,"I mean switch those two, and then it's perfect"
77.0,1.0,chitchat,matcher,1100.0,sweet!
77.0,1.0,chitchat,describer,1101.0,Cool! Do you know what we're supposed to do now?
77.0,1.0,chitchat,matcher,1102.0,submit
77.0,2.0,chitchat,matcher,1103.0,we missed a few but i think we did great
77.0,2.0,chitchat,describer,1104.0,Yeah Hopefully this one will be better :)
77.0,2.0,chitchat,describer,1105.0,I'm sorry if it's hard to understand. I'll try better
77.0,2.0,1.0,describer,1106.0,The first one is the bunny eared one
77.0,2.0,1.0,matcher,1107.0,ok
77.0,2.0,2.0,describer,1108.0,Second one is the square completely on top of the figure. Completely straight on the right side.
77.0,2.0,2.0,describer,1109.0,Has something portruding out of left side
77.0,2.0,2.0,describer,1110.0,Has 'feet'
77.0,2.0,2.0,matcher,1111.0,got it
77.0,2.0,2.0,describer,1112.0,Do you want to give it a name and let me know?
77.0,2.0,2.0,describer,1113.0,So we can go through the rounds faster?
77.0,2.0,2.0,describer,1114.0,:)
77.0,2.0,2.0,matcher,1115.0,sure
77.0,2.0,1.0,describer,1116.0,What does that one look like to you?
77.0,2.0,1.0,describer,1117.0,Like number 1 I'll just call it the bunny ear one
77.0,2.0,2.0,matcher,1118.0,falling guy number 2
77.0,2.0,2.0,describer,1119.0,Okay
77.0,2.0,3.0,describer,1120.0,The third one is the most rounded one.
77.0,2.0,3.0,matcher,1121.0,ok
77.0,2.0,4.0,describer,1122.0,Fourth one is the flying one
77.0,2.0,4.0,describer,1123.0,Looks like a legless person with wings extended
77.0,2.0,4.0,matcher,1124.0,got it
77.0,2.0,5.0,describer,1125.0,"Fifth one has the head, and the bottom figure is a weird shape."
77.0,2.0,5.0,describer,1126.0,has triangle on the middle of the right side
77.0,2.0,5.0,describer,1127.0,Looks like he's kneeling
77.0,2.0,5.0,describer,1128.0,Facing to the right
77.0,2.0,5.0,matcher,1129.0,ok
77.0,2.0,6.0,describer,1130.0,Sixth one is ballerina
77.0,2.0,6.0,matcher,1131.0,yes
77.0,2.0,7.0,describer,1132.0,seventh one is sitting man with legs outstretched to the left.
77.0,2.0,7.0,matcher,1133.0,ok
77.0,2.0,8.0,describer,1134.0,The eighth one has the square on top
77.0,2.0,8.0,describer,1135.0,Solid straight body to your left.
77.0,2.0,8.0,matcher,1136.0,the beggar with his hat outstretched?
77.0,2.0,8.0,describer,1137.0,Oh yeah
77.0,2.0,8.0,describer,1138.0,sounds good to me
77.0,2.0,8.0,matcher,1139.0,ok
77.0,2.0,8.0,describer,1140.0,He's not bending his legs or anything right?
77.0,2.0,8.0,matcher,1141.0,right
77.0,2.0,8.0,describer,1142.0,cool
77.0,2.0,8.0,describer,1143.0,I'll call that one beggar
77.0,2.0,9.0,describer,1144.0,Ninth one is like number five
77.0,2.0,9.0,describer,1145.0,Looks like a guy that is crouching. You have the square on top
77.0,2.0,9.0,describer,1146.0,Triangular arms to the right
77.0,2.0,9.0,matcher,1147.0,a praying monk
77.0,2.0,9.0,describer,1148.0,Yes that works!
77.0,2.0,5.0,describer,1148.0,How would you describe the differences between 5
77.0,2.0,9.0,describer,1148.0,and 9?
77.0,2.0,chitchat,describer,1149.0,Since they are so similar
77.0,2.0,chitchat,describer,1150.0,Making sure they match
77.0,2.0,5.0,matcher,1151.0,5 has a skirt behind
77.0,2.0,9.0,matcher,1151.0,and 9 is straight
77.0,2.0,9.0,describer,1152.0,Yup perfect
77.0,2.0,10.0,describer,1153.0,10th one is the weird one with two triangles sticking out to the right
77.0,2.0,10.0,describer,1154.0,as if it is somewhat lying down
77.0,2.0,10.0,matcher,1155.0,ok...got it
77.0,2.0,10.0,describer,1156.0,What would you call that one?
77.0,2.0,10.0,matcher,1157.0,it looks like a tango dancer
77.0,2.0,10.0,describer,1158.0,Oh that sounds good okay.
77.0,2.0,11.0,describer,1159.0,11 is also a weird one
77.0,2.0,11.0,describer,1160.0,Square and triangle attached to it
77.0,2.0,11.0,describer,1161.0,Looks like someone kneeling I guess
77.0,2.0,11.0,matcher,1162.0,geisha
77.0,2.0,11.0,describer,1163.0,sounds good to me
77.0,2.0,12.0,describer,1164.0,Last one what would you call it?
77.0,2.0,12.0,matcher,1165.0,pot belly
77.0,2.0,12.0,describer,1166.0,LOL! Okay sounds good
77.0,3.0,chitchat,describer,1167.0,Whattt??? I feel like ours should be matching perfectly
77.0,3.0,chitchat,matcher,1168.0,me too but well try again
77.0,3.0,chitchat,describer,1169.0,This is strange.
77.0,3.0,chitchat,describer,1170.0,But anyhow
77.0,3.0,1.0,describer,1171.0,First one is the beggar one
77.0,3.0,1.0,describer,1172.0,Straight on the left bottom figure
77.0,3.0,1.0,matcher,1173.0,ok
77.0,3.0,2.0,describer,1174.0,Second one is the one I called bunny
77.0,3.0,2.0,matcher,1175.0,yup
77.0,3.0,3.0,describer,1176.0,Third is tango dancer
77.0,3.0,3.0,matcher,1177.0,ok
77.0,3.0,4.0,describer,1178.0,Fourth one is the flying figure
77.0,3.0,4.0,describer,1179.0,With wings outstretched
77.0,3.0,4.0,matcher,1180.0,ok
77.0,3.0,5.0,describer,1181.0,Fifth is the praying monk
77.0,3.0,5.0,describer,1182.0,You can clearly see his knees sorta bend
77.0,3.0,5.0,matcher,1183.0,yes
77.0,3.0,6.0,describer,1184.0,Sixth is the falling guy number 2
77.0,3.0,6.0,matcher,1185.0,ok
77.0,3.0,7.0,describer,1186.0,Seventh is pot belly
77.0,3.0,7.0,matcher,1187.0,got it
77.0,3.0,8.0,describer,1188.0,eighth is the guy sitting down with legs out to the left
77.0,3.0,8.0,matcher,1189.0,ok
77.0,3.0,9.0,describer,1190.0,ninth is the circular figure. With a bottom right portrusion
77.0,3.0,9.0,matcher,1191.0,does it look like a person kneeling kind of
77.0,3.0,9.0,describer,1192.0,yes
77.0,3.0,9.0,matcher,1193.0,ok
77.0,3.0,9.0,describer,1194.0,But no limbs really apparent
77.0,3.0,9.0,matcher,1195.0,right
77.0,3.0,9.0,describer,1196.0,I can call it the kneeling guy
77.0,3.0,9.0,matcher,1197.0,ok
77.0,3.0,10.0,describer,1198.0,tenth is ballerina
77.0,3.0,10.0,matcher,1199.0,ok
77.0,3.0,11.0,describer,1200.0,eleventh is geisha
77.0,3.0,12.0,describer,1201.0,last one should be the praying monk but with a robe
77.0,3.0,12.0,matcher,1202.0,ok
77.0,3.0,chitchat,describer,1203.0,IDK I feel like we have the same ones in mind
77.0,3.0,chitchat,describer,1204.0,anyone you want to ask about to make sure?
77.0,3.0,chitchat,matcher,1205.0,me too
77.0,3.0,chitchat,describer,1206.0,Or you don't care since this is taking too long lol
77.0,3.0,4.0,matcher,1207.0,"the angel has two arms one head and a robe, thats it right"
77.0,3.0,4.0,describer,1208.0,Which one is that one? what number?
77.0,3.0,4.0,matcher,1209.0,4.0
77.0,3.0,4.0,describer,1210.0,Yup
77.0,3.0,4.0,matcher,1211.0,ok..im good
77.0,3.0,chitchat,describer,1212.0,Alright I think we're fine as well
77.0,3.0,chitchat,describer,1213.0,let's see
77.0,4.0,chitchat,describer,1214.0,Something is wrong? lol
77.0,4.0,7.0,matcher,1215.0,"lets just do it, maybe pot belly"
77.0,4.0,1.0,matcher,1215.0,and beggar are mixed up...idk
77.0,4.0,chitchat,describer,1216.0,Hmm maybe
77.0,4.0,1.0,describer,1217.0,First one is the sitting with legs outstretched to the left
77.0,4.0,2.0,describer,1218.0,Second is Praying Monk
77.0,4.0,2.0,matcher,1219.0,got it..you just go
77.0,4.0,3.0,describer,1220.0,"Third is what I'd call the beggar. Just to make sure this one isn't messed up, the square on top is touching only on the bottom corner"
77.0,4.0,4.0,describer,1221.0,Fourth is falling guy number 2
77.0,4.0,5.0,describer,1222.0,Fifth is potbelly
77.0,4.0,6.0,describer,1223.0,Sixth is the kneeling guy
77.0,4.0,7.0,describer,1224.0,Seventh is bunny
77.0,4.0,8.0,describer,1225.0,Eigth is praying monk with the robe
77.0,4.0,9.0,describer,1226.0,Ninth is the angel
77.0,4.0,10.0,describer,1227.0,Tenth is the Tango dancer
77.0,4.0,10.0,matcher,1228.0,wait
77.0,4.0,10.0,describer,1229.0,yeah?
77.0,4.0,10.0,matcher,1230.0,ok
77.0,4.0,11.0,describer,1231.0,Eleventh is ballerina
77.0,4.0,12.0,describer,1232.0,12 is geisha
77.0,4.0,12.0,matcher,1233.0,got it
77.0,4.0,12.0,describer,1234.0,cool :D
77.0,5.0,1.0,describer,1235.0,First is falling guy number 2
77.0,5.0,2.0,describer,1236.0,second is ballerina
77.0,5.0,3.0,describer,1237.0,Third is Potbelly
77.0,5.0,4.0,describer,1238.0,Fourth is Angel
77.0,5.0,5.0,describer,1239.0,Fifth is Bunny
77.0,5.0,6.0,describer,1240.0,Sixth is Kneeling Guy
77.0,5.0,7.0,describer,1241.0,Seventh is Praying Monk
77.0,5.0,7.0,describer,1242.0,you good?
77.0,5.0,7.0,matcher,1243.0,yup
77.0,5.0,8.0,describer,1244.0,Eighth is Geisha
77.0,5.0,9.0,describer,1245.0,Ninth is Tango Dancer
77.0,5.0,10.0,describer,1246.0,Tenth is Sitting Guy
77.0,5.0,11.0,describer,1247.0,Eleventh is Beggar
77.0,5.0,12.0,describer,1248.0,Twelfth is the Praying Monk
77.0,5.0,12.0,describer,1249.0,with robes
77.0,5.0,12.0,matcher,1250.0,got it
77.0,6.0,1.0,describer,1251.0,First is Geisha
77.0,6.0,2.0,describer,1252.0,Second is Bunny
77.0,6.0,3.0,describer,1253.0,Third is Falling Guy Number 2
77.0,6.0,4.0,describer,1254.0,Fourth is Praying Monk
77.0,6.0,5.0,describer,1255.0,Fifth is Praying Monk with Robe
77.0,6.0,6.0,describer,1256.0,Sixth is Angel
77.0,6.0,7.0,describer,1257.0,Seventh is Sitting guy
77.0,6.0,8.0,describer,1258.0,Eighth is Beggar
77.0,6.0,9.0,describer,1259.0,Ninth is Potbelly
77.0,6.0,10.0,describer,1260.0,Tenth is Tango Dancer
77.0,6.0,11.0,describer,1261.0,Eleventh is Ballerina
77.0,6.0,12.0,describer,1262.0,Twelfth is the Kneeling guy
77.0,6.0,chitchat,describer,1263.0,"But before you submit, I'd want to try switching"
77.0,6.0,chitchat,matcher,1264.0,ok
77.0,6.0,3.0,describer,1265.0,maybe three
77.0,6.0,1.0,describer,1265.0,with with one?
77.0,6.0,3.0,describer,1266.0,You think those can be confused?
77.0,6.0,3.0,matcher,1267.0,i will try it
77.0,6.0,3.0,describer,1268.0,k
77.0,6.0,chitchat,matcher,1269.0,let me know when you are good
77.0,6.0,chitchat,describer,1270.0,Oh yeah I'm fine
77.0,6.0,chitchat,describer,1271.0,hopefully this works out better
77.0,6.0,chitchat,describer,1272.0,if not we'll go back to original lol
77.0,6.0,chitchat,matcher,1273.0,thanks
73.0,1.0,chitchat,matcher,1274.0,Hello. Ready?
73.0,1.0,chitchat,describer,1275.0,yep
73.0,1.0,1.0,describer,1276.0,image 1 looks like a person sitting straight
73.0,1.0,1.0,matcher,1277.0,Is their back on the left or right?
73.0,1.0,1.0,describer,1278.0,left
73.0,1.0,1.0,matcher,1279.0,got it. With bunny ears?
73.0,1.0,1.0,describer,1280.0,"eek no, sans ears"
73.0,1.0,1.0,matcher,1281.0,Got it. Diamond head?
73.0,1.0,3.0,describer,1282.0,image 3 looks like a person doing tai-chi with their leg kicked back
73.0,1.0,1.0,describer,1283.0,yep to 1
73.0,1.0,3.0,matcher,1284.0,3. Both arms left?
73.0,1.0,3.0,describer,1285.0,yep
73.0,1.0,2.0,describer,1286.0,"image 2 is a mess. looks like two diamonds on top, one partially covered by what looks like a K with a tail"
73.0,1.0,2.0,describer,1287.0,make any sense?
73.0,1.0,2.0,matcher,1288.0,"2, diamonds stacked, k's tail is bottom right? What about the sitting with bunny ears, back left?"
73.0,1.0,7.0,describer,1289.0,bunny ears back left is 7
73.0,1.0,7.0,describer,1290.0,tail is botton left of k
73.0,1.0,7.0,matcher,1291.0,left sorry. dislexic
73.0,1.0,4.0,describer,1292.0,4 looks like person kneeling
73.0,1.0,4.0,describer,1293.0,ha no worries
73.0,1.0,6.0,matcher,1294.0,diamond on top flying?
73.0,1.0,6.0,describer,1295.0,6.0
73.0,1.0,5.0,describer,1296.0,5 looks likeperson falling apart on ground
73.0,1.0,5.0,matcher,1297.0,sitting or kneeling?
73.0,1.0,5.0,describer,1298.0,sitting
73.0,1.0,5.0,matcher,1299.0,head down gonna cut himself? got it.
73.0,1.0,8.0,describer,1300.0,8 looks like persons head is falling off to the right
73.0,1.0,8.0,matcher,1301.0,Got it.
73.0,1.0,10.0,matcher,1301.0,centaur facing right?
73.0,1.0,10.0,matcher,1302.0,What number?
73.0,1.0,10.0,describer,1303.0,10.0
73.0,1.0,9.0,describer,1304.0,9 looks like a begger or monk
73.0,1.0,9.0,matcher,1305.0,with a hood? zig zag legs?
73.0,1.0,9.0,describer,1306.0,confused haha... looks like hands are held out to left#9
73.0,1.0,9.0,matcher,1307.0,Like a preist/cleric?
73.0,1.0,9.0,describer,1308.0,yep
73.0,1.0,9.0,matcher,1309.0,kneeling indian woman?
73.0,1.0,9.0,matcher,1310.0,nativa american?
73.0,1.0,12.0,describer,1311.0,12 looks like they are leaning against a wall facing left
73.0,1.0,chitchat,describer,1312.0,what images have we missed?
73.0,1.0,11.0,matcher,1313.0,11 and 12
73.0,1.0,12.0,matcher,1313.0,and 12
73.0,1.0,12.0,describer,1314.0,okay 12 is sitting on floor leaning against wall to left
73.0,1.0,12.0,matcher,1315.0,"one has zigzag legs, like a z. which?"
73.0,1.0,12.0,describer,1316.0,oh gotcha-4
73.0,1.0,11.0,matcher,1317.0,describe 11
73.0,1.0,11.0,matcher,1318.0,if you can
73.0,1.0,11.0,describer,1319.0,11 looks like wearing a som suit maybe. arm stretched right
73.0,1.0,11.0,describer,1320.0,sumo
73.0,1.0,11.0,matcher,1321.0,"I think we have it. If not, we're close. Submit?"
73.0,1.0,chitchat,describer,1322.0,sure lets do it
73.0,2.0,chitchat,matcher,1323.0,I knew we were 2 off. lol.
73.0,2.0,1.0,describer,1324.0,"1 head falling off,"
73.0,2.0,2.0,describer,1324.0,"2 sitting facing right,"
73.0,2.0,3.0,describer,1324.0,3 flying
73.0,2.0,2.0,describer,1325.0,2-no ears
73.0,2.0,2.0,describer,1326.0,whoops
73.0,2.0,2.0,matcher,1327.0,go on
73.0,2.0,4.0,describer,1328.0,"4 left-facing monk,"
73.0,2.0,5.0,describer,1328.0,"5 z legs,"
73.0,2.0,6.0,describer,1328.0,6 falling apart on ground
73.0,2.0,9.0,matcher,1329.0,centaur?
73.0,2.0,9.0,describer,1330.0,centaur 9
73.0,2.0,9.0,matcher,1331.0,go on
73.0,2.0,7.0,describer,1332.0,"7 sumo suit/robe arm stretched right,"
73.0,2.0,8.0,describer,1332.0,"8 tai chi kick,"
73.0,2.0,9.0,describer,1332.0,9 centaur
73.0,2.0,10.0,describer,1333.0,"10 on floor against wall facing left,"
73.0,2.0,11.0,describer,1333.0,"11 diamond k with tail,"
73.0,2.0,12.0,describer,1333.0,12 rabbit ears
73.0,2.0,10.0,matcher,1334.0,"got em. If this is correct, lets call 10, indian woman. too many sitting."
73.0,3.0,10.0,describer,1335.0,geez 10 again
73.0,3.0,7.0,matcher,1336.0,I think we have sumo wrong.
73.0,3.0,1.0,describer,1337.0,"1 flying,"
73.0,3.0,2.0,describer,1337.0,"2 diamond k,"
73.0,3.0,3.0,describer,1337.0,3 centaur
73.0,3.0,3.0,matcher,1338.0,go on
73.0,3.0,3.0,describer,1339.0,okay when I get to that one ill try a dif explanation
73.0,3.0,3.0,matcher,1340.0,no worries
73.0,3.0,4.0,describer,1341.0,"4 indian,"
73.0,3.0,5.0,describer,1341.0,"5 z legs,"
73.0,3.0,6.0,describer,1341.0,6 head falling off
73.0,3.0,chitchat,matcher,1342.0,Just keep typing. I'll stop you if we get lost.
73.0,3.0,7.0,describer,1343.0,"7 (sumo) diamond on top of alabama,"
73.0,3.0,8.0,describer,1343.0,"8 monk/priest,"
73.0,3.0,9.0,describer,1343.0,9 sitting facing right
73.0,3.0,10.0,describer,1344.0,"10 falling apart,"
73.0,3.0,11.0,describer,1344.0,"11 tai chi,"
73.0,3.0,12.0,describer,1344.0,12 bunny ears
73.0,3.0,12.0,matcher,1345.0,We should have it.
73.0,4.0,chitchat,describer,1346.0,lol
73.0,4.0,chitchat,matcher,1347.0,Damn!
73.0,4.0,chitchat,describer,1348.0,I wonder which two we are confusing
73.0,4.0,chitchat,matcher,1349.0,Sorry I'm a bit dense.
73.0,4.0,chitchat,matcher,1350.0,"Lets get them set, then we'll double check"
73.0,4.0,chitchat,describer,1351.0,No not at all my descriptions are rough
73.0,4.0,chitchat,describer,1352.0,ok
73.0,4.0,1.0,describer,1353.0,"1-centaur,"
73.0,4.0,2.0,describer,1353.0,"2-flying,"
73.0,4.0,3.0,describer,1353.0,3- z legs
73.0,4.0,4.0,describer,1354.0,"4 indian,"
73.0,4.0,5.0,describer,1354.0,"5-ears,"
73.0,4.0,6.0,describer,1354.0,"6-priest,"
73.0,4.0,7.0,describer,1355.0,"7-diamond k,"
73.0,4.0,8.0,describer,1355.0,"8 sitting facing right,"
73.0,4.0,9.0,describer,1355.0,9-falling apart
73.0,4.0,10.0,describer,1356.0,"10-head falling off,"
73.0,4.0,11.0,describer,1356.0,"11 diamond alabama,"
73.0,4.0,12.0,describer,1356.0,12 tai chi
73.0,4.0,chitchat,matcher,1357.0,one second
73.0,4.0,chitchat,matcher,1358.0,dbl checking
73.0,4.0,chitchat,describer,1359.0,k
73.0,4.0,chitchat,matcher,1360.0,"If we don't have it, I don't know,."
73.0,4.0,chitchat,matcher,1361.0,trying
73.0,5.0,chitchat,describer,1362.0,haha oh well
73.0,5.0,chitchat,matcher,1363.0,I even looked up alabama
73.0,5.0,chitchat,describer,1364.0,lol that's funny
73.0,5.0,chitchat,describer,1365.0,its not a spot-on AL
73.0,5.0,chitchat,matcher,1366.0,It's only 12 cents. Let's not stress too much. :)
73.0,5.0,1.0,describer,1367.0,"1-leaning against wall,"
73.0,5.0,2.0,describer,1367.0,"2-diamond k,"
73.0,5.0,3.0,describer,1367.0,"3 -alabama,"
73.0,5.0,4.0,describer,1367.0,4-flying
73.0,5.0,4.0,describer,1368.0,agreed
73.0,5.0,5.0,describer,1369.0,"5 sitting right,"
73.0,5.0,6.0,describer,1369.0,"6 centaur,"
73.0,5.0,7.0,describer,1369.0,"7 ears,"
73.0,5.0,8.0,describer,1369.0,"8 falling apart,"
73.0,5.0,9.0,describer,1369.0,9 tai chi
73.0,5.0,10.0,describer,1370.0,"10 head falling off,"
73.0,5.0,11.0,describer,1370.0,"11 priest,"
73.0,5.0,12.0,describer,1370.0,12 z leg
73.0,5.0,chitchat,matcher,1371.0,can i try something?
73.0,5.0,chitchat,describer,1372.0,sure
73.0,6.0,chitchat,matcher,1373.0,Sorry.
73.0,6.0,chitchat,describer,1374.0,that wasn't it lol
73.0,6.0,chitchat,describer,1375.0,no worries
73.0,6.0,chitchat,matcher,1376.0,I think ten is our best
73.0,6.0,1.0,describer,1377.0,"1 falling apart,"
73.0,6.0,2.0,describer,1377.0,"2 centaur,"
73.0,6.0,3.0,describer,1377.0,3 flyin.
73.0,6.0,4.0,describer,1377.0,"4 alabama,"
73.0,6.0,5.0,describer,1377.0,5 tai chi
73.0,6.0,5.0,describer,1378.0,eh I'm not worried about it
73.0,6.0,6.0,describer,1379.0,"6 ears,"
73.0,6.0,7.0,describer,1379.0,"7 diamond k,"
73.0,6.0,8.0,describer,1379.0,"8 z legs,"
73.0,6.0,9.0,describer,1379.0,"9 priest,"
73.0,6.0,10.0,describer,1379.0,10 leaning against wall
73.0,6.0,11.0,describer,1380.0,"11 sitting right,"
73.0,6.0,12.0,describer,1380.0,12 head falling off
31.0,1.0,chitchat,matcher,1381.0,HELLO
31.0,1.0,chitchat,describer,1382.0,hiya
31.0,1.0,1.0,describer,1383.0,1: diamond on a cliff
31.0,1.0,2.0,describer,1384.0,2. man with arms open
31.0,1.0,3.0,describer,1385.0,3. praying man
31.0,1.0,4.0,describer,1386.0,4. man on knees with triangle arms
31.0,1.0,5.0,describer,1387.0,"5. man sitting, with head down."
31.0,1.0,chitchat,matcher,1388.0,OK SO TRY TO CATEGORIZE IT BETTER LOL
31.0,1.0,6.0,describer,1389.0,6. man holding a box
31.0,1.0,3.0,matcher,1390.0,OK BACK TO 3
31.0,1.0,3.0,describer,1391.0,"bent knees, diamond head, triangle upsidedown pointing left"
31.0,1.0,3.0,matcher,1392.0,3 YOU SAID MAN PRAYING WHICH one
31.0,1.0,3.0,matcher,1393.0,the one with arch pointing up?
31.0,1.0,3.0,matcher,1394.0,on the left side
31.0,1.0,3.0,matcher,1395.0,or the one that as a straight back
31.0,1.0,3.0,describer,1396.0,straight back
31.0,1.0,3.0,matcher,1397.0,cool
31.0,1.0,4.0,describer,1398.0,ok 4
