id,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,correct,correctLastChangedAt,director,directorLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,matcher,matcherLastChangedAt,numTrials,numTrialsLastChangedAt,repNum,repNumLastChangedAt,reps,repsLastChangedAt,response,responseLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,tangramURLs,tangramURLsLastChangedAt,target,targetLastChangedAt,targetNum,targetNumLastChangedAt,trialNum,trialNumLastChangedAt
01JH6F8CMSCTS20BV4ZSZ71D5W,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:24:19.737332998Z,"[{""text"":""good job"",""sender"":{""id"":""01JH6F574WP0SZKEN1DPSE22J9"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""same again"",""sender"":{""id"":""01JH6F574WP0SZKEN1DPSE22J9"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:26:23.864919164Z,false,2025-01-09T21:26:30.563292178Z,01JH6F574WP0SZKEN1DPSE22J9,2025-01-09T21:26:15.12823796Z,true,2025-01-09T21:26:30.550967063Z,01JH6EG3TSBYEJ9FEXT82YTFWY,2025-01-09T21:24:19.737332998Z,2,2025-01-09T21:24:19.737332998Z,01JH6EEC3WABBJNBJCT7B0GK4K,2025-01-09T21:26:15.12823796Z,65,2025-01-09T21:24:19.737332998Z,0,2025-01-09T21:24:19.737332998Z,4,2025-01-09T21:24:19.737332998Z,/tangrams/63_408.png,2025-01-09T21:26:30.563292178Z,2,2025-01-09T21:24:20.196609201Z,true,2025-01-09T21:26:15.052770159Z,"[""/tangrams/193_272.png"",""/tangrams/415_61.png"",""/tangrams/63_408.png"",""/tangrams/65_48.png""]",2025-01-09T21:24:19.737332998Z,/tangrams/193_272.png,2025-01-09T21:24:19.737332998Z,3,2025-01-09T21:24:19.737332998Z,2,2025-01-09T21:24:19.737332998Z
01JH6F8CXS0KRQGMNPNVGNBESC,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:24:20.025958013Z,"[{""text"":""symmetrical, no white shape, triangle top and bottom"",""sender"":{""id"":""01JH6F574WP0SZKEN1DPSE22J9"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:43:34.928414373Z,true,2025-01-09T21:43:45.237806245Z,01JH6F574WP0SZKEN1DPSE22J9,2025-01-09T21:43:18.83772224Z,true,2025-01-09T21:43:45.222084701Z,01JH6EG3TSBYEJ9FEXT82YTFWY,2025-01-09T21:24:20.025958013Z,36,2025-01-09T21:24:20.025958013Z,01JH6EEC3WABBJNBJCT7B0GK4K,2025-01-09T21:43:18.83772224Z,65,2025-01-09T21:24:20.025958013Z,2,2025-01-09T21:24:20.025958013Z,4,2025-01-09T21:24:20.025958013Z,/tangrams/65_272.png,2025-01-09T21:43:45.237806245Z,2,2025-01-09T21:24:21.225652559Z,true,2025-01-09T21:43:18.786183469Z,"[""/tangrams/415_48.png"",""/tangrams/63_61.png"",""/tangrams/65_272.png"",""/tangrams/193_408.png""]",2025-01-09T21:24:20.025958013Z,/tangrams/65_272.png,2025-01-09T21:24:20.025958013Z,5,2025-01-09T21:24:20.025958013Z,36,2025-01-09T21:24:20.025958013Z
01JH6EHXH27DWMJ27TA0P6ARPM,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:12:03.362377453Z,"[{""text"":""Symetrical"",""sender"":{""id"":""01JH6ECEK8H3EYT02YS5JT51JA"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:24:07.862665706Z,true,2025-01-09T21:24:12.962005392Z,01JH6ECEK8H3EYT02YS5JT51JA,2025-01-09T21:24:01.646660235Z,true,2025-01-09T21:24:12.951995756Z,01JH6E12CYJK257E7E3RXVEBQK,2025-01-09T21:12:03.362377453Z,27,2025-01-09T21:12:03.362377453Z,01JH6EDCRPMMP0TZSFS592H1YJ,2025-01-09T21:24:01.646660235Z,65,2025-01-09T21:12:03.362377453Z,1,2025-01-09T21:12:03.362377453Z,4,2025-01-09T21:12:03.362377453Z,/tangrams/48_58.png,2025-01-09T21:24:12.962005392Z,2,2025-01-09T21:12:03.783164704Z,true,2025-01-09T21:24:01.606251851Z,"[""/tangrams/75_445.png"",""/tangrams/381_441.png"",""/tangrams/344_359.png"",""/tangrams/48_58.png""]",2025-01-09T21:12:03.362377453Z,/tangrams/48_58.png,2025-01-09T21:12:03.362377453Z,12,2025-01-09T21:12:03.362377453Z,27,2025-01-09T21:12:03.362377453Z
01JH6EJZTCCN31HD0RW4KNPD54,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:12:38.476331294Z,,,,,,,false,2025-01-09T21:12:38.476331294Z,01JH6E1C2DWXZEMQ1NCYN91YQD,2025-01-09T21:12:38.476331294Z,38,2025-01-09T21:12:38.476331294Z,,,65,2025-01-09T21:12:38.476331294Z,2,2025-01-09T21:12:38.476331294Z,4,2025-01-09T21:12:38.476331294Z,,,2,2025-01-09T21:12:39.079804448Z,false,2025-01-09T21:12:38.476331294Z,"[""/tangrams/385_296.png"",""/tangrams/270_260.png"",""/tangrams/385_260.png"",""/tangrams/270_296.png""]",2025-01-09T21:12:38.476331294Z,/tangrams/270_260.png,2025-01-09T21:12:38.476331294Z,7,2025-01-09T21:12:38.476331294Z,38,2025-01-09T21:12:38.476331294Z
01JH6EM4XER421ZXX2X30EYXYP,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:13:16.462093746Z,"[{""text"":""gap looks like two white triangles pointing at each other"",""sender"":{""id"":""01JH6E73Q9S1WSVRTG8D0NXV7R"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:25:48.477410316Z,true,2025-01-09T21:25:57.807392495Z,01JH6E73Q9S1WSVRTG8D0NXV7R,2025-01-09T21:25:34.159913914Z,true,2025-01-09T21:25:57.795254312Z,01JH6E12CWGXQF2B41B59YQN0N,2025-01-09T21:13:16.462093746Z,25,2025-01-09T21:13:16.462093746Z,01JH6EFSJBEHY9TA4782TSSNX7,2025-01-09T21:25:34.159913914Z,65,2025-01-09T21:13:16.462093746Z,1,2025-01-09T21:13:16.462093746Z,4,2025-01-09T21:13:16.462093746Z,/tangrams/365_388.png,2025-01-09T21:25:57.807392495Z,2,2025-01-09T21:13:16.932252622Z,true,2025-01-09T21:25:34.126277372Z,"[""/tangrams/466_460.png"",""/tangrams/65_88.png"",""/tangrams/365_388.png"",""/tangrams/401_298.png""]",2025-01-09T21:13:16.462093746Z,/tangrams/365_388.png,2025-01-09T21:13:16.462093746Z,10,2025-01-09T21:13:16.462093746Z,25,2025-01-09T21:13:16.462093746Z
01JH6EWBFQ3CSEVA0KBKJZ4TXB,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:17:45.33598172Z,"[{""text"":""pillar"",""sender"":{""id"":""01JH6EDGQKVEDJ8G0G9B8PJAAV"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""rectangle on top"",""sender"":{""id"":""01JH6EDGQKVEDJ8G0G9B8PJAAV"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:33:08.046297028Z,true,2025-01-09T21:33:12.852404775Z,01JH6EDGQKVEDJ8G0G9B8PJAAV,2025-01-09T21:33:00.717804714Z,true,2025-01-09T21:33:12.835070627Z,01JH6EG3TRG27F1KB2P3FPC8N9,2025-01-09T21:17:45.33598172Z,30,2025-01-09T21:17:45.33598172Z,01JH6EAX5D301ENHVSXMDYQFXD,2025-01-09T21:33:00.717804714Z,65,2025-01-09T21:17:45.33598172Z,1,2025-01-09T21:17:45.33598172Z,4,2025-01-09T21:17:45.33598172Z,/tangrams/117_97.png,2025-01-09T21:33:12.852404775Z,2,2025-01-09T21:17:46.064553668Z,true,2025-01-09T21:33:00.67676749Z,"[""/tangrams/411_234.png"",""/tangrams/117_234.png"",""/tangrams/411_97.png"",""/tangrams/117_97.png""]",2025-01-09T21:17:45.33598172Z,/tangrams/117_97.png,2025-01-09T21:17:45.33598172Z,15,2025-01-09T21:17:45.33598172Z,30,2025-01-09T21:17:45.33598172Z
01JH6EJZSXWF7PYSGZJFZ6ZDCG,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:12:38.461484751Z,"[{""text"":""cat ears but not the one with spikes pointing down"",""sender"":{""id"":""01JH6EEWQ0Q2J1Q0MMCY4WDQ1Z"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:18:49.987640734Z,true,2025-01-09T21:19:00.313240175Z,01JH6EEWQ0Q2J1Q0MMCY4WDQ1Z,2025-01-09T21:18:28.816887983Z,true,2025-01-09T21:19:00.303746083Z,01JH6E1C2DWXZEMQ1NCYN91YQD,2025-01-09T21:12:38.461484751Z,8,2025-01-09T21:12:38.461484751Z,01JH6EE07RJH19M5EDFMA5E0K6,2025-01-09T21:18:28.816887983Z,65,2025-01-09T21:12:38.461484751Z,0,2025-01-09T21:12:38.461484751Z,4,2025-01-09T21:12:38.461484751Z,/tangrams/195_31.png,2025-01-09T21:19:00.313240175Z,2,2025-01-09T21:12:38.687500049Z,true,2025-01-09T21:18:28.788621649Z,"[""/tangrams/385_260.png"",""/tangrams/195_260.png"",""/tangrams/195_31.png"",""/tangrams/385_31.png""]",2025-01-09T21:12:38.461484751Z,/tangrams/195_31.png,2025-01-09T21:12:38.461484751Z,9,2025-01-09T21:12:38.461484751Z,8,2025-01-09T21:12:38.461484751Z
01JH6EM4X0WA2JC7YMS44JZZFW,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:13:16.448873127Z,"[{""text"":""has a gap that looks like two white triangles pointing at each other"",""sender"":{""id"":""01JH6E73Q9S1WSVRTG8D0NXV7R"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:21:43.098087309Z,true,2025-01-09T21:21:51.011500675Z,01JH6E73Q9S1WSVRTG8D0NXV7R,2025-01-09T21:21:25.510925374Z,true,2025-01-09T21:21:51.000215247Z,01JH6E12CWGXQF2B41B59YQN0N,2025-01-09T21:13:16.448873127Z,15,2025-01-09T21:13:16.448873127Z,01JH6EFSJBEHY9TA4782TSSNX7,2025-01-09T21:21:25.510925374Z,65,2025-01-09T21:13:16.448873127Z,0,2025-01-09T21:13:16.448873127Z,4,2025-01-09T21:13:16.448873127Z,/tangrams/365_388.png,2025-01-09T21:21:51.011500675Z,2,2025-01-09T21:13:16.776064248Z,true,2025-01-09T21:21:25.48310454Z,"[""/tangrams/142_103.png"",""/tangrams/47_105.png"",""/tangrams/365_388.png"",""/tangrams/264_72.png""]",2025-01-09T21:13:16.448873127Z,/tangrams/365_388.png,2025-01-09T21:13:16.448873127Z,16,2025-01-09T21:13:16.448873127Z,15,2025-01-09T21:13:16.448873127Z
01JH6EPK1NNGTVWA5VQTBX78XA,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:14:36.469980697Z,,,false,2025-01-09T21:25:18.619255649Z,01JH6EC4K4M4WYP4PHMWA4Z0JD,2025-01-09T21:24:15.41936213Z,true,2025-01-09T21:25:18.604395705Z,01JH6E1C2BP6ZGXRXBA6P1DY1H,2025-01-09T21:14:36.469980697Z,11,2025-01-09T21:14:36.469980697Z,01JH6EESMW57FWEFHKRVJSTWEF,2025-01-09T21:24:15.41936213Z,65,2025-01-09T21:14:36.469980697Z,0,2025-01-09T21:14:36.469980697Z,4,2025-01-09T21:14:36.469980697Z,,2025-01-09T21:25:18.619255649Z,2,2025-01-09T21:14:36.805241164Z,true,2025-01-09T21:24:15.383256064Z,"[""/tangrams/254_111.png"",""/tangrams/349_147.png"",""/tangrams/51_191.png"",""/tangrams/394_404.png""]",2025-01-09T21:14:36.469980697Z,/tangrams/394_404.png,2025-01-09T21:14:36.469980697Z,12,2025-01-09T21:14:36.469980697Z,11,2025-01-09T21:14:36.469980697Z
01JH6F1CJNH8WCR6NS91Q13ZBJ,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:20:30.293432341Z,"[{""text"":""Sorry!"",""sender"":{""id"":""01JH6ERVZCNV0ZX1CZCZJPRDM6"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""its okay"",""sender"":{""id"":""01JH6END8AY64F01KZ0D9HPJTX"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""Arrow on bottom eft hand side pointing left."",""sender"":{""id"":""01JH6ERVZCNV0ZX1CZCZJPRDM6"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:23:25.586033138Z,true,2025-01-09T21:23:36.661664681Z,01JH6ERVZCNV0ZX1CZCZJPRDM6,2025-01-09T21:23:02.387391001Z,true,2025-01-09T21:23:36.653141741Z,01JH6EG3TQ8S1K1RV6SD3SZ300,2025-01-09T21:20:30.293432341Z,4,2025-01-09T21:20:30.293432341Z,01JH6END8AY64F01KZ0D9HPJTX,2025-01-09T21:23:02.387391001Z,65,2025-01-09T21:20:30.293432341Z,0,2025-01-09T21:20:30.293432341Z,4,2025-01-09T21:20:30.293432341Z,/tangrams/459_414.png,2025-01-09T21:23:36.661664681Z,2,2025-01-09T21:20:30.516695005Z,true,2025-01-09T21:23:02.357970442Z,"[""/tangrams/191_232.png"",""/tangrams/348_355.png"",""/tangrams/459_414.png"",""/tangrams/386_189.png""]",2025-01-09T21:20:30.293432341Z,/tangrams/459_414.png,2025-01-09T21:20:30.293432341Z,5,2025-01-09T21:20:30.293432341Z,4,2025-01-09T21:20:30.293432341Z
01JH6EHXGZD78H766ZBD7DBE3P,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:12:03.359437955Z,"[{""text"":""Sort of like a faucet, with a diamond on top"",""sender"":{""id"":""01JH6ECEK8H3EYT02YS5JT51JA"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:16:44.691728864Z,true,2025-01-09T21:16:51.158977963Z,01JH6ECEK8H3EYT02YS5JT51JA,2025-01-09T21:16:28.65923854Z,true,2025-01-09T21:16:51.151669865Z,01JH6E12CYJK257E7E3RXVEBQK,2025-01-09T21:12:03.359437955Z,7,2025-01-09T21:12:03.359437955Z,01JH6EDCRPMMP0TZSFS592H1YJ,2025-01-09T21:16:28.65923854Z,65,2025-01-09T21:12:03.359437955Z,0,2025-01-09T21:12:03.359437955Z,4,2025-01-09T21:12:03.359437955Z,/tangrams/381_359.png,2025-01-09T21:16:51.158977963Z,2,2025-01-09T21:12:03.529291943Z,true,2025-01-09T21:16:28.62231879Z,"[""/tangrams/344_445.png"",""/tangrams/48_441.png"",""/tangrams/381_359.png"",""/tangrams/75_58.png""]",2025-01-09T21:12:03.359437955Z,/tangrams/381_359.png,2025-01-09T21:12:03.359437955Z,8,2025-01-09T21:12:03.359437955Z,7,2025-01-09T21:12:03.359437955Z
01JH6EHXHYC3JX81CW7QD29BYK,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:12:03.390451956Z,"[{""text"":""Faucet with triangle on top"",""sender"":{""id"":""01JH6ECEK8H3EYT02YS5JT51JA"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:28:33.007344581Z,true,2025-01-09T21:28:39.998419834Z,01JH6ECEK8H3EYT02YS5JT51JA,2025-01-09T21:28:14.167978952Z,true,2025-01-09T21:28:39.987003921Z,01JH6E12CYJK257E7E3RXVEBQK,2025-01-09T21:12:03.390451956Z,45,2025-01-09T21:12:03.390451956Z,01JH6EDCRPMMP0TZSFS592H1YJ,2025-01-09T21:28:14.167978952Z,65,2025-01-09T21:12:03.390451956Z,2,2025-01-09T21:12:03.390451956Z,4,2025-01-09T21:12:03.390451956Z,/tangrams/344_359.png,2025-01-09T21:28:39.998419834Z,2,2025-01-09T21:12:04.013846108Z,true,2025-01-09T21:28:14.134398871Z,"[""/tangrams/48_441.png"",""/tangrams/344_359.png"",""/tangrams/381_58.png"",""/tangrams/75_445.png""]",2025-01-09T21:12:03.390451956Z,/tangrams/344_359.png,2025-01-09T21:12:03.390451956Z,14,2025-01-09T21:12:03.390451956Z,45,2025-01-09T21:12:03.390451956Z
01JH6EM4XXT4HB90GSWXKM385X,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:13:16.477680571Z,"[{""text"":""rectangle on top left"",""sender"":{""id"":""01JH6EFSJBEHY9TA4782TSSNX7"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:24:26.825732786Z,true,2025-01-09T21:24:32.642808177Z,01JH6EFSJBEHY9TA4782TSSNX7,2025-01-09T21:24:15.832125829Z,true,2025-01-09T21:24:32.634052898Z,01JH6E12CWGXQF2B41B59YQN0N,2025-01-09T21:13:16.477680571Z,22,2025-01-09T21:13:16.477680571Z,01JH6E73Q9S1WSVRTG8D0NXV7R,2025-01-09T21:24:15.832125829Z,65,2025-01-09T21:13:16.477680571Z,1,2025-01-09T21:13:16.477680571Z,4,2025-01-09T21:13:16.477680571Z,/tangrams/196_17.png,2025-01-09T21:24:32.642808177Z,2,2025-01-09T21:13:16.892871747Z,true,2025-01-09T21:24:15.783098345Z,"[""/tangrams/264_72.png"",""/tangrams/365_388.png"",""/tangrams/158_379.png"",""/tangrams/196_17.png""]",2025-01-09T21:13:16.477680571Z,/tangrams/196_17.png,2025-01-09T21:13:16.477680571Z,7,2025-01-09T21:13:16.477680571Z,22,2025-01-09T21:13:16.477680571Z
01JH6FM06WV157YC52CDMZM79D,01JH6EQVBD3A04RXZSFH4GJKMN,2025-01-09T21:30:40.220350773Z,"[{""text"":""chimney on left"",""sender"":{""id"":""01JH6EZPN85KA2D8RXSWEGW94Z"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""two legs"",""sender"":{""id"":""01JH6EZPN85KA2D8RXSWEGW94Z"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:43:43.224401284Z,true,2025-01-09T21:43:48.921159926Z,01JH6EZPN85KA2D8RXSWEGW94Z,2025-01-09T21:43:36.156110299Z,true,2025-01-09T21:43:48.907952882Z,01JH6ER00DKQJP5DAGEN19MFQG,2025-01-09T21:30:40.220350773Z,45,2025-01-09T21:30:40.220350773Z,01JH6FEQ42SHBZQ2JTT8M0D7AY,2025-01-09T21:43:36.156110299Z,65,2025-01-09T21:30:40.220350773Z,2,2025-01-09T21:30:40.220350773Z,4,2025-01-09T21:30:40.220350773Z,/tangrams/14_100.png,2025-01-09T21:43:48.921159926Z,2,2025-01-09T21:30:41.795528621Z,true,2025-01-09T21:43:36.112896683Z,"[""/tangrams/14_100.png"",""/tangrams/237_448.png"",""/tangrams/170_274.png"",""/tangrams/124_252.png""]",2025-01-09T21:30:40.220350773Z,/tangrams/14_100.png,2025-01-09T21:30:40.220350773Z,14,2025-01-09T21:30:40.220350773Z,45,2025-01-09T21:30:40.220350773Z
01JH6EFPKFYJHXNXWS3M2CB6BM,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:10:50.735722798Z,"[{""text"":""2 triangles up top (left and right) not stacked, massive black bottom"",""sender"":{""id"":""01JH6E9N7GMFHE539DP5PKP7GT"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:19:07.650344625Z,true,2025-01-09T21:19:18.570406029Z,01JH6E9N7GMFHE539DP5PKP7GT,2025-01-09T21:18:40.939568432Z,true,2025-01-09T21:19:18.560724762Z,01JH6E12CYJK257E7E3BVNY8KC,2025-01-09T21:10:50.735722798Z,11,2025-01-09T21:10:50.735722798Z,01JH6EAE9YQ1PSVJ4DGM6PTES5,2025-01-09T21:18:40.939568432Z,65,2025-01-09T21:10:50.735722798Z,0,2025-01-09T21:10:50.735722798Z,4,2025-01-09T21:10:50.735722798Z,/tangrams/204_328.png,2025-01-09T21:19:18.570406029Z,2,2025-01-09T21:10:50.961611746Z,true,2025-01-09T21:18:40.912487944Z,"[""/tangrams/281_328.png"",""/tangrams/281_405.png"",""/tangrams/204_328.png"",""/tangrams/204_405.png""]",2025-01-09T21:10:50.735722798Z,/tangrams/204_328.png,2025-01-09T21:10:50.735722798Z,12,2025-01-09T21:10:50.735722798Z,11,2025-01-09T21:10:50.735722798Z
01JH6EHXGM1BVY83CB5Q3ZETZJ,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:12:03.348035452Z,"[{""text"":""purely symmetrical"",""sender"":{""id"":""01JH6EDCRPMMP0TZSFS592H1YJ"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:14:54.149876608Z,true,2025-01-09T21:15:00.626303991Z,01JH6EDCRPMMP0TZSFS592H1YJ,2025-01-09T21:14:44.666469136Z,true,2025-01-09T21:15:00.620203591Z,01JH6E12CYJK257E7E3RXVEBQK,2025-01-09T21:12:03.348035452Z,4,2025-01-09T21:12:03.348035452Z,01JH6ECEK8H3EYT02YS5JT51JA,2025-01-09T21:14:44.666469136Z,65,2025-01-09T21:12:03.348035452Z,0,2025-01-09T21:12:03.348035452Z,4,2025-01-09T21:12:03.348035452Z,/tangrams/75_58.png,2025-01-09T21:15:00.626303991Z,2,2025-01-09T21:12:03.494469295Z,true,2025-01-09T21:14:44.644674147Z,"[""/tangrams/344_359.png"",""/tangrams/75_58.png"",""/tangrams/48_441.png"",""/tangrams/381_445.png""]",2025-01-09T21:12:03.348035452Z,/tangrams/75_58.png,2025-01-09T21:12:03.348035452Z,5,2025-01-09T21:12:03.348035452Z,4,2025-01-09T21:12:03.348035452Z
01JH6EPK5K2VRDWP61TG5PXE3A,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:14:36.595227765Z,,,,,,,false,2025-01-09T21:14:36.595227765Z,01JH6E1C2BP6ZGXRXBA6P1DY1H,2025-01-09T21:14:36.595227765Z,59,2025-01-09T21:14:36.595227765Z,,,65,2025-01-09T21:14:36.595227765Z,3,2025-01-09T21:14:36.595227765Z,4,2025-01-09T21:14:36.595227765Z,,,2,2025-01-09T21:14:37.599228094Z,false,2025-01-09T21:14:36.595227765Z,"[""/tangrams/254_111.png"",""/tangrams/268_3.png"",""/tangrams/349_147.png"",""/tangrams/118_74.png""]",2025-01-09T21:14:36.595227765Z,/tangrams/254_111.png,2025-01-09T21:14:36.595227765Z,12,2025-01-09T21:14:36.595227765Z,59,2025-01-09T21:14:36.595227765Z
01JH6F8CNR2TE6CN6BTFRWXF6S,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:24:19.768436958Z,"[{""text"":""one with long leg sticking out"",""sender"":{""id"":""01JH6F574WP0SZKEN1DPSE22J9"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:29:22.864199791Z,false,2025-01-09T21:29:29.70004038Z,01JH6F574WP0SZKEN1DPSE22J9,2025-01-09T21:29:07.807090491Z,true,2025-01-09T21:29:29.685355296Z,01JH6EG3TSBYEJ9FEXT82YTFWY,2025-01-09T21:24:19.768436958Z,8,2025-01-09T21:24:19.768436958Z,01JH6EEC3WABBJNBJCT7B0GK4K,2025-01-09T21:29:07.807090491Z,65,2025-01-09T21:24:19.768436958Z,0,2025-01-09T21:24:19.768436958Z,4,2025-01-09T21:24:19.768436958Z,/tangrams/193_272.png,2025-01-09T21:29:29.70004038Z,2,2025-01-09T21:24:20.373449817Z,true,2025-01-09T21:29:07.769169219Z,"[""/tangrams/415_408.png"",""/tangrams/65_48.png"",""/tangrams/193_272.png"",""/tangrams/63_61.png""]",2025-01-09T21:24:19.768436958Z,/tangrams/415_408.png,2025-01-09T21:24:19.768436958Z,9,2025-01-09T21:24:19.768436958Z,8,2025-01-09T21:24:19.768436958Z
01JH6FKZRQMBEYQ65XPTNZZ1QH,01JH6EQVBD3A04RXZSFH4GJKMN,2025-01-09T21:30:39.76759099Z,"[{""text"":""two shapes in white"",""sender"":{""id"":""01JH6EZPN85KA2D8RXSWEGW94Z"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""in middle"",""sender"":{""id"":""01JH6EZPN85KA2D8RXSWEGW94Z"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:35:13.517724969Z,true,2025-01-09T21:35:19.470632257Z,01JH6EZPN85KA2D8RXSWEGW94Z,2025-01-09T21:35:03.927984647Z,true,2025-01-09T21:35:19.456984021Z,01JH6ER00DKQJP5DAGEN19MFQG,2025-01-09T21:30:39.76759099Z,11,2025-01-09T21:30:39.76759099Z,01JH6FEQ42SHBZQ2JTT8M0D7AY,2025-01-09T21:35:03.927984647Z,65,2025-01-09T21:30:39.76759099Z,0,2025-01-09T21:30:39.76759099Z,4,2025-01-09T21:30:39.76759099Z,/tangrams/305_24.png,2025-01-09T21:35:19.470632257Z,2,2025-01-09T21:30:40.628667595Z,true,2025-01-09T21:35:03.88493403Z,"[""/tangrams/124_252.png"",""/tangrams/305_24.png"",""/tangrams/345_343.png"",""/tangrams/40_126.png""]",2025-01-09T21:30:39.76759099Z,/tangrams/305_24.png,2025-01-09T21:30:39.76759099Z,12,2025-01-09T21:30:39.76759099Z,11,2025-01-09T21:30:39.76759099Z
01JH6EJZSTTTQTF6MPGYPHV8CA,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:12:38.458169121Z,"[{""text"":""looks like a rocket with spikes below it"",""sender"":{""id"":""01JH6EEWQ0Q2J1Q0MMCY4WDQ1Z"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""pointing up at an angle"",""sender"":{""id"":""01JH6EEWQ0Q2J1Q0MMCY4WDQ1Z"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:16:05.36270855Z,true,2025-01-09T21:16:13.399857714Z,01JH6EEWQ0Q2J1Q0MMCY4WDQ1Z,2025-01-09T21:15:23.360000128Z,true,2025-01-09T21:16:13.391112801Z,01JH6E1C2DWXZEMQ1NCYN91YQD,2025-01-09T21:12:38.458169121Z,4,2025-01-09T21:12:38.458169121Z,01JH6EE07RJH19M5EDFMA5E0K6,2025-01-09T21:15:23.360000128Z,65,2025-01-09T21:12:38.458169121Z,0,2025-01-09T21:12:38.458169121Z,4,2025-01-09T21:12:38.458169121Z,/tangrams/385_296.png,2025-01-09T21:16:13.399857714Z,2,2025-01-09T21:12:38.642265315Z,true,2025-01-09T21:15:23.325406927Z,"[""/tangrams/122_31.png"",""/tangrams/385_31.png"",""/tangrams/122_296.png"",""/tangrams/385_296.png""]",2025-01-09T21:12:38.458169121Z,/tangrams/385_296.png,2025-01-09T21:12:38.458169121Z,5,2025-01-09T21:12:38.458169121Z,4,2025-01-09T21:12:38.458169121Z
