game,grid,targetPosition_w,role,message_id_num,message_part_no,message
3,1,8.0,describer,454,NA,Ja und es ist so ein wenig bucklig
3,1,8.0,matcher,455,NA,Ja  also er sitzt. oder
3,1,8.0,describer,456,NA,Ja. und es sieht so aus als würde er. Als wären dann die Arme über den Knien
3,1,8.0,matcher,457,NA,o.k. und das ist die 8
3,1,8.0,describer,458,NA,Das ist die 8 ja und dann 8
3,1,8.0,matcher,459,NA,mhm ja
3,1,6,describer,460,1,ähm dann haben wir die 6. Haben wir das schon? nein
3,1,6,matcher,460,2,nein
3,1,6,describer,460,3,ähm das ist ähnlich wie die 5 aber er steht  und der Kopf ist dann rechts vom Arm
3,1,6,matcher,460,4,noch mal. Was er steht ?
3,1,6,describer,460,5,Ja. Und zwar auf einem Fuss
3,1,6,matcher,460,5,Ja und der andere Fuss dreht er nach links und der Kopf ist so gegen schräg rechts offen
3,1,6,describer,460,6,ja ja und der arm ist so komisch krumm
3,1,6,matcher,460,7,ja. verkrüppelt oder? das ist die 6
3,1,6,describer,460,8,Ja. das ist die 6.
3,1,chitchat,matcher,460,9,"Und jetzt haben wir die 1, 2, 5, 6 und die 8"
3,1,7,describer,460,10,nd jetzt mach ich die 7. Und zwar ist das eine stehende Figur. relativ symmetrisch
3,1,7,matcher,460,11,Ja. O.k. die habe ich
3,1,3,describer,460,12,ähm die 3 das ist. das sieht so fast tänzerisch aus äh ja so ein Typ ähm er steht irgendwie auf dem linken Bein also ja wenn man von dir aus gesehen schaut
3,1,3,matcher,460,13,mhm
3,1,NA,matcher,460,14,ähm dann haben wir die 6.
3,1,3,describer,460,14,Und das rechte ist so auf die Seite raus und bei den Armen ist es irgendwie umgekehrt
3,1,3,matcher,461,1,ja
3,1,3,describer,461,2,sieht aus wie der John Travolta
3,1,3,matcher,461,3,o.k. das ist die 3
3,1,3,describer,461,4,ja
3,1,4,matcher,461,5,Und die 4
3,1,4,describer,461,6,Die 4 ist in dem Fall das letzte
3,1,4,matcher,461,7,Ja. und da hat er so eine Reisschale in der Hand
3,1,4,describer,461,8,Aber es ist. aha aha o.k. ja ja genau der hat so eine Reisschale
3,1,4,matcher,461,9,Also eine Schale
3,1,4,describer,461,10,o.k.
3,2,1.0,describer,462,NA,Also die 1 das ist der der eben am Boden sitzt mit den Armen auf den Knien
3,2,1.0,matcher,463,NA,mhm ja
3,2,2.0,describer,464,NA,Dann die 2 mit der Reisschale
3,2,2.0,matcher,465,NA,mhm
3,2,3.0,describer,466,NA,Die 3 die symmetrische die die Arme auf die Seiten hinaus streckt
3,2,3.0,matcher,467,NA,Ja
3,2,4.0,describer,468,NA,Und die 4 ist der der am Boden liegt
3,2,4.0,matcher,469,NA,Mhm
3,2,5.0,describer,470,NA,Dann die 7 äh nein warte die 5
3,2,5.0,matcher,471,NA,mhm
3,2,5.0,describer,472,NA,Der der nach links rennt
3,2,5.0,matcher,473,NA,ja
3,2,6.0,describer,474,NA,die 6. steht auf dem rechten Bein hebt das linke so  ja der hat einfach ein Bein gegen links und der verkrüppelte Arm
3,2,6.0,matcher,475,NA,Aha ja
3,2,7.0,describer,476,NA,dann die 7 stütz sich rechts auf
3,2,7.0,matcher,477,NA,Mhm
3,2,7.0,describer,478,NA,Ja. weist du welches?
3,2,7.0,matcher,479,NA,Ja
3,2,8.0,describer,480,NA,o.k. die 8 ist dann noch die Hampelmannfigur der John Travolta 47  o.k.
3,3,5.0,describer,481,NA,Also die 5 ist die sitzende Person
3,3,5.0,matcher,482,NA,Mhm
3,3,6.0,describer,483,NA,Die 6 ist der John Travolta
3,3,6.0,matcher,484,NA,o.k.
3,3,7.0,describer,485,NA,Die 7 ist die stehende symmetrische Person
3,3,7.0,matcher,486,NA,Mhm
3,3,8.0,describer,487,NA,Die 8 ist der Reisschalentyp
3,3,8.0,matcher,488,NA,Ja
3,3,4.0,describer,489,NA,Die 4 ist der der nach links rennt
3,3,4.0,matcher,490,NA,Gut
3,3,3.0,describer,491,NA,Die 3 ist der der steht auf einem Bein. Und den verkrüppelten Armen
3,3,3.0,matcher,492,NA,Mhm
3,3,2.0,describer,493,NA,Die 2 der der liegt
3,3,2.0,matcher,494,NA,Mhm
3,3,1.0,describer,495,NA,Und die 1 ist der der sich abstützt auf dem rechten Arm
3,3,1.0,matcher,496,NA,o.k. stopp
3,4,1.0,describer,497,NA,Also die 1 ist die symmetrische die steht
3,4,1.0,matcher,498,NA,Ja
3,4,2.0,describer,499,NA,Die 2 ist der der sich abstützt. Gegen rechts
3,4,2.0,matcher,500,NA,Ja
3,4,3.0,describer,501,NA,Die 3 der der gegen links rennt
3,4,3.0,matcher,502,NA,Mhm
3,4,4.0,describer,503,NA,die 4 der Reisschalentyp
3,4,4.0,matcher,504,NA,Ja
3,4,5.0,describer,505,NA,Dann die 5  der der so einen verkrüppelten Arm hat
3,4,5.0,matcher,506,NA,Ja
3,4,6.0,describer,507,NA,Die 6 der  John Travolta
3,4,7.0,describer,508,NA,Und die 7 der der am Boden liegt
3,4,7.0,matcher,509,NA,Ja
3,4,8.0,describer,510,NA,Und die 8 der der sitzt. Ja
3,5,1.0,describer,511,NA,Also die 1 die sitzende Person
3,5,1.0,matcher,512,NA,Ja
3,5,2.0,describer,513,NA,2 Reisschale
3,5,2.0,matcher,514,NA,ja.
3,5,3.0,describer,515,NA,3 die stehende Person mit den verkrüppelten Armen
3,5,3.0,matcher,516,NA,Mhm.
3,5,4.0,describer,517,NA,4 der der nach links rennt
3,5,4.0,matcher,518,NA,Mhm
3,5,5.0,describer,519,NA,5 John Travolta
3,5,5.0,matcher,520,NA,o.k.
3,5,6.0,describer,521,NA,6 die liegende Person die sich abstützt
3,5,6.0,matcher,522,NA,äh sie liegt oder
3,5,6.0,describer,523,NA,Sie liegt ja
3,5,6.0,matcher,524,NA,Aha
3,5,7.0,describer,525,NA,Und die 7 der symmetrisch stehend
3,5,7,matcher,526,1,Mhm
3,5,8,describer,526,1,Und die 8 die Person die sich abstützt
3,5,8,matcher,526,2,Ja. O.k.
3,6,1.0,describer,527,NA,Also die 1 ist. der John Travolta
3,6,1.0,matcher,528,NA,Mhm
3,6,2.0,describer,529,NA,2 der mit den verkrüppelten Armen
3,6,2.0,matcher,530,NA,Mhm
3,6,3.0,describer,531,NA,Die 3 sitzt
3,6,3.0,matcher,532,NA,mmm. mhm
3,6,4.0,describer,533,NA,Die 4 der symmetrische. Stehende
3,6,4.0,matcher,534,NA,Mhm.
3,6,5.0,describer,535,NA,5 der der liegt
3,6,5.0,matcher,536,NA,Ja.
3,6,6.0,describer,537,NA,Die 6 der der sich abstützt
3,6,6.0,matcher,538,NA,Mhm
3,6,7.0,describer,539,NA,7 mit der Reisschale
3,6,7.0,matcher,540,NA,Ja
3,6,8.0,describer,541,NA,Und 8 rennt gegen links 110  M Ja. stopp
3,7,1.0,describer,542,NA,Also die 1 ist die liegende Person die aber ein wenig anders aussieht
3,7,1.0,matcher,543,NA,Ja.
3,7,2.0,describer,544,NA,Die 2 ist äh jemand der sich auf einem Fuss also ja auf einem Fuss steht und nach links schaut
3,7,2.0,matcher,545,NA,Mhm. So wie ein Schlittschuh-
3,7,2.0,describer,546,NA,Ja.
3,7,2.0,matcher,547,NA,o.k.
3,7,3.0,describer,548,NA,Die 3 ist wieder so etwas wie die stehende Person die symmetrische
3,7,3.0,matcher,549,NA,Ja. Einfach ohne Beine
3,7,3.0,describer,550,NA,ja
3,7,3.0,matcher,551,NA,Also ohne Füsse
3,7,4.0,describer,552,NA,jaha .Die 4 Person die sich rechts abstützt
3,7,4.0,matcher,553,NA,Mhm.
3,7,5.0,describer,554,NA,Die 5 ist die sitzende Person
3,7,5.0,matcher,555,NA,Ja
3,7,6.0,describer,556,NA,Die 6 die Reisschalenperson die jetzt einfach kniet
3,7,6.0,matcher,557,NA,mhm
3,7,7.0,describer,558,NA,Die 7 die Person die auf einem Bein steht ABER hinauf schaut und jetzt zwei Arme hat
3,7,7.0,matcher,559,NA,Ja
3,7,8.0,describer,560,NA,Und die 8. Ja der John Travolta
3,7,8.0,matcher,561,NA,Ja. O.k.
3,8,1.0,describer,562,NA,Also die 1 ist die symmetrische
3,8,1.0,matcher,563,NA,Mhm
3,8,2.0,describer,564,NA,Die 2 die sitzt
3,8,2.0,matcher,565,NA,Wo sitzt
3,8,2.0,describer,566,NA,Hast du ihn
3,8,2.0,matcher,567,NA,Ja
3,8,3.0,describer,568,NA,Die 3 ist der der liegt
3,8,3.0,matcher,569,NA,Mmhm ja
3,8,4.0,describer,570,NA,Und die 4 der neue John Travolta.
3,8,4.0,matcher,571,NA,Ja
3,8,5.0,describer,572,NA,5 mit der Reisschale
3,8,5.0,matcher,573,NA,Ja
3,8,6.0,describer,574,NA,Die 6 stützt sich rechts auf
3,8,6.0,matcher,575,NA,Mhm
3,8,7.0,describer,576,NA,Dann die 7 wieder der Schlittschuhtyp
3,8,7.0,matcher,577,NA,Ja.
3,8,8.0,describer,578,NA,Und ähm die 8 ja der mit mit zwei Armen
3,8,8.0,matcher,579,NA,ja.
3,9,1.0,describer,580,NA,Also die 1 ist der John Travolta
3,9,1.0,matcher,581,NA,Mhm.
3,9,2.0,describer,582,NA,Die 2 der mit den beiden Armen jetzt
3,9,2.0,matcher,583,NA,Ja.
3,9,3.0,describer,584,NA,die 3 ist die Reisschalenperson
3,9,3.0,matcher,585,NA,Ja
3,9,4.0,describer,586,NA,Die 4 die sitzende Person
3,9,4.0,matcher,587,NA,Ja
3,9,5.0,describer,588,NA,Die 5 die liegende Person
3,9,5.0,matcher,589,NA,Ja
3,9,6.0,describer,590,NA,6 die die sich abstützt gegen rechts
3,9,6.0,matcher,591,NA,Mhm
3,9,7.0,describer,592,NA,Die 7 die Schlittschuhperson
3,9,7.0,matcher,593,NA,Ja
3,9,8.0,describer,594,NA,Und die 8
3,9,8.0,matcher,595,NA,und die 8 die symmetrische.
3,10,1.0,describer,596,NA,Also 1 stützt sich ab
3,10,1.0,matcher,597,NA,Mhm
3,10,2.0,describer,598,NA,2 sitzt
3,10,2.0,matcher,599,NA,Mm ja.
3,10,3.0,describer,600,NA,3 ist der der mit den Armen
3,10,3.0,matcher,601,NA,ja
3,10,4.0,describer,602,NA,4 symmetrisch
3,10,4.0,matcher,603,NA,Ja
3,10,5.0,describer,604,NA,Dann die 5 fährt Schlittschuh
3,10,5.0,matcher,605,NA,Ja
3,10,6.0,describer,606,NA,6 mit der Reisschale
3,10,6.0,matcher,607,NA,Ja
3,10,7.0,describer,608,NA,7 liegt am Boden
3,10,7.0,matcher,609,NA,Mhm
3,10,8.0,describer,610,NA,Und 8 ist der John Travolta
3,10,8.0,matcher,611,NA,Ja ist o.k.
3,11,1.0,describer,612,NA,Also die 1 ist die Person die sich gegen rechts abstützt
3,11,1.0,matcher,613,NA,Mhm
3,11,2.0,describer,614,NA,2 symmetrisch
3,11,2.0,matcher,615,NA,Ja
3,11,3.0,describer,616,NA,3 die liegende Person
3,11,3.0,matcher,617,NA,Liegend
3,11,4.0,describer,618,NA,4 die Reisschalenperson
3,11,4.0,matcher,619,NA,Ja
3,11,5.0,describer,620,NA,5 der Schlittschuhfahrer
3,11,5.0,matcher,621,NA,Mhm
3,11,6.0,describer,622,NA,6 die mit den ZWEI Armen
3,11,6.0,matcher,623,NA,Ja
3,11,7.0,describer,624,NA,7 der John Travolta
3,11,7.0,matcher,625,NA,Ja
3,11,8.0,describer,626,NA,Die 8 die sitzende Person
3,11,8.0,matcher,627,NA,ja. O.k. stopp
3,12,1.0,describer,628,NA,Also die 1 ist der John Travolta
3,12,1.0,matcher,629,NA,Mmhm
3,12,2.0,describer,630,NA,2 liegt
3,12,2.0,matcher,631,NA,Wie ?
3,12,2.0,describer,632,NA,2 die liegende Person
3,12,2.0,matcher,633,NA,Ja
3,12,3.0,describer,634,NA,Und die 3 die sitzend
3,12,3.0,matcher,635,NA,Mhm
3,12,4.0,describer,636,NA,4 mit. Beiden Armen
3,12,4.0,matcher,637,NA,Ja
3,12,5.0,describer,638,NA,Und die 5 mit der Reisschale
3,12,5.0,matcher,639,NA,Ja
3,12,6.0,describer,640,NA,6 Schlittschuh
3,12,6.0,matcher,641,NA,Mhm
3,12,7.0,describer,642,NA,7 abgestützt
3,12,7.0,matcher,643,NA,Ja
3,12,8.0,describer,644,NA,Dann ist die 8 symmetrisch
3,12,8.0,matcher,645,NA,Ja. Stopp.
4,1,6.0,describer,646,NA,Also 6 ist das das von sich aus gesehen die linken Beine so hoch- das linke Bein so hoch hält
4,1,6.0,matcher,647,NA,Das linke Bein nach oben
4,1,6.0,describer,648,NA,Weist du welcher
4,1,6.0,matcher,649,NA,Ähm könnte das auch das rechte Bein sein
4,1,6.0,describer,650,NA,Ja von mir ausgesehen ist es das rechte ja
4,1,6.0,matcher,651,NA,Ja ja
4,1,1.0,describer,652,NA,Und die 1 ist das das gegen links schief ist
4,1,1.0,matcher,653,NA,Äh gegen links schief
4,1,1.0,describer,654,NA,jaha
4,1,1.0,matcher,655,NA,Das so tanzt wie
4,1,1,describer,656,1,Ja genau ja.
4,1,2,describer,656,2,Und das zweite ist recht ausgefüllt und hat links so ein Dreieckchen unten
4,1,2.0,matcher,657,NA,Rechts ausgefüllt und
4,1,2.0,describer,658,NA,und links ist ein Dreieckchen so ein spitzes
4,1,2.0,matcher,659,NA,So ein spitzes. Kannst du irgend eine Person darin identifizieren?
4,1,2.0,describer,660,NA,Ein Kartoffelsack
4,1,2.0,matcher,661,NA,Ein Kartoffelsack?
4,1,2.0,describer,662,NA,Das ist das einzige was
4,1,2.0,matcher,663,NA,AH SO wie. Ja ja so
4,1,3.0,describer,664,NA,ja. Die 3 die 3 die liegt und hat beide Beine gegen oben. es liegt auf der Seite
4,1,3.0,matcher,665,NA,Es liegt auf der Seite und hat die Beine oben
4,1,3.0,describer,666,NA,Ja.
4,1,3.0,matcher,667,NA,jaa ich
4,1,3.0,describer,668,NA,Kopf gegen rechts
4,1,3.0,matcher,669,NA,Kopf gegen rechts ein viereckigen Kopf im nach runter schauend  jaa
4,1,4.0,describer,670,NA,Ja. ja. Und die 4 die die rennt
4,1,3.0,matcher,671,NA,Warte noch mal die 3. Was war die 3?
4,1,3,describer,672,1,Das liegt und hat die Beine gegen oben
4,1,4,matcher,672,2,Ähm ja und äh die 4?
4,1,4,describer,672,2,Die 4 die sieht aus wie wenn es rennen würde und
4,1,4,matcher,672,3,Hat es eine Startposition
4,1,4,describer,672,4,Es schaut auch runter.
4,1,8,describer,672,5,NEIN die Startposition das ist die 8
4,1,7,matcher,672,6,Startposition
4,1,7,matcher,672,6,und die 7 das ist so eine so wie eine Kerze
4,1,7,matcher,672,7,Wie so ein Betender auf eine Art also so eine Seeligsprechender
4,1,7,describer,672,8,Ja genau mit so zwei Engelsflügelchen auf den Seiten. Und was haben wir noch nicht
4,1,5,describer,672,9,AH die 5 das ist das hält so wie eine Schale
4,1,5,matcher,672,10,Hat eine Schale
4,1,5,describer,672,11,Es kniet
4,1,5,matcher,672,12,Ja
4,1,4,describer,672,13,Also dann weisst Du ja die 4 auch
4,1,4,matcher,672,14,Ah ja
4,1,4,describer,672,15,o.k.
4,2,8.0,describer,673,NA,O.k. die 8 das ist äh das Männchen das so auf den Boden ähm etwas auflesen möchte
4,2,8.0,matcher,674,NA,Ja.
4,2,2.0,describer,675,NA,o.k. dann kommen wir noch zur 2. Die 2 das ist äh irgendwie ein Männchen das sich hinsetzt und das mehr eine Form einer Kerze hat
4,2,2.0,matcher,676,NA,Ein. Eine Kerze
4,2,2.0,describer,677,NA,jjaa ähm fast so
4,2,2.0,matcher,678,NA,wo unten so ein
4,2,2.0,describer,679,NA,fast so wie symmetrisch und zur linken Seite schaut ein Dreieck raus
4,2,2.0,matcher,680,NA,ja.
4,2,5.0,describer,681,NA,Dann die 5 ist wieder der der der die Schale anbietet
4,2,5.0,matcher,682,NA,aha ja.
4,2,7.0,describer,683,NA,Die 7 ist das Männchen das eine Art Zauber spricht
4,2,7.0,matcher,684,NA,Ah das ist nicht die 5
4,2,7.0,describer,685,NA,Ähh das
4,2,7.0,matcher,686,NA,AH Zauber. das mit denen oben zwei Dreieckchen ja
4,2,6.0,describer,687,NA,Ja. genau. Dann haben wir ähm bei der Nummer 6 haben wir einen der so Spagat äh recht nach oben macht
4,2,6.0,matcher,688,NA,Ja. ja
4,2,1.0,describer,689,NA,Dann haben wir  beim 1 das nach links äh tendierende Männchen
4,2,1.0,matcher,690,NA,schiefe ja.
4,2,3,describer,691,1,Dann die 3 das liegt so. auf dem Boden und der links rauf
4,2,4,describer,691,2,und die die 4 haben wir noch nicht gell?
4,2,3,matcher,691,3,ja. ist gut
4,2,3,describer,691,4,Jjaa das haben ich jetzt eigentlich
4,2,3,matcher,691,5,In dem fall sind wir komplett
4,2,4,describer,691,6,Das ist das das springt
4,3,8.0,describer,692,NA,Die 8 ist der Segenssprecher
4,3,8.0,matcher,693,NA,jja
4,3,5.0,describer,694,NA,Die 5 ist der mit der Schale da der die Gabe hat
4,3,5.0,matcher,695,NA,mh ja.
4,3,1.0,describer,696,NA,Die 1 ist der der am Boden hockt mit dem Eckchen links
4,3,1.0,matcher,697,NA,Der der am Boden hockt und mit
4,3,1.0,describer,698,NA,Ja das hast du so gesagt
4,3,1.0,matcher,699,NA,jajaja
4,3,2.0,describer,700,NA,Und die 2 ist der mit dem Spagat nach rechts hoch
4,3,2.0,matcher,701,NA,Ja.
4,3,3.0,describer,702,NA,Die 3 bückt sich
4,3,3.0,matcher,703,NA,Ähm ja
4,3,4.0,describer,704,NA,Die 4 ist der der liegt
4,3,4.0,matcher,705,NA,Ja
4,3,6.0,describer,706,NA,6 ist der linksschiefe
4,3,6,matcher,707,1,Linksschiefe
4,3,7,describer,707,2,Und 7 ist das das springt
4,3,7,matcher,707,3,Ja.
4,3,7,describer,707,4,Gut o.k.
4,4,1.0,describer,708,NA,o.k. die Nummer 1 ist der der den Segen gibt
4,4,1.0,matcher,709,NA,Ja.
4,4,8.0,describer,710,NA,Die Nummer 8 ist der der die Schale hin hält
4,4,8.0,matcher,711,NA,Ja.
4,4,4.0,describer,712,NA,Die Nummer 4 ist der der das Bein so spagatartig rechts hoch hebt
4,4,4.0,matcher,713,NA,Ja
4,4,6.0,describer,714,NA,die Nummer 6 ist der der aussieht wie eine Kerze oder sich hinsetzt
4,4,6.0,matcher,715,NA,ah WAS die Kerze
4,4,6.0,describer,716,NA,Ja.
4,4,6.0,matcher,717,NA,AH JA
4,4,5.0,describer,718,NA,Dann die Nummer 5 ist der der sich hinlegt und die Beine links rauf hält
4,4,5.0,matcher,719,NA,Ja
4,4,2.0,describer,720,NA,Dann die 2 ist der der sich bückt und etwas aufliest oder so etwas
4,4,2.0,matcher,721,NA,Ja
4,4,3.0,describer,722,NA,Die 3 ist der Linksschiefe
4,4,3.0,matcher,723,NA,Ja. ist gut 79  D Stop
4,5,1.0,describer,724,NA,Der 1 ist der Linksschiefe
4,5,1.0,matcher,725,NA,Eins Mh
4,5,2.0,describer,726,NA,2 hockt am Boden
4,5,2.0,matcher,727,NA,Jawohl
4,5,5.0,describer,728,NA,Die 5 ist der mit der Gabe
4,5,5.0,matcher,729,NA,der der WAS
4,5,5.0,describer,730,NA,Der der die Schale hält
4,5,5.0,matcher,731,NA,Der der die Schale hält
4,5,6.0,describer,732,NA,Die 6 liegt und hebt beide Beine in die Luft
4,5,6.0,matcher,733,NA,Ja
4,5,7.0,describer,734,NA,Die 7 ist der mit dem Segen
4,5,7.0,matcher,735,NA,Jja
4,5,8.0,describer,736,NA,Die 8 ist der mit dem Spagat nach rechts
4,5,8.0,matcher,737,NA,Ja.
4,5,3.0,describer,738,NA,Und die 3 bückt sich
4,5,3.0,matcher,739,NA,jja 95 95  M Jja. Gut.
4,6,4.0,describer,740,NA,o.k. die 4 ist der mit der Schale der gibt
4,6,4.0,matcher,741,NA,Ja.
4,6,1.0,describer,742,NA,Die 1 ist der mit dem Spagat nach rechts hoch
4,6,1.0,matcher,743,NA,ja
4,6,6.0,describer,744,NA,Die 6 ist derjenige der segnet
4,6,6.0,matcher,745,NA,Ja
4,6,2.0,describer,746,NA,Dann die 2 ist derjenige der etwas auflesen will
4,6,2.0,matcher,747,NA,Ja
4,6,7.0,describer,748,NA,Die 7 ist derjenige der sich hinlegt und beide Beine in die Luft hebt
4,6,7.0,matcher,749,NA,Ja
4,6,8.0,describer,750,NA,Die 8 ist deine Kerze
4,6,8.0,matcher,751,NA,ja
4,6,5,describer,752,1,Die 5 der Linksschiefe
4,6,3,describer,752,2,und die 3 ist klar
4,6,3.0,matcher,753,NA,o.k.
4,7,3.0,describer,754,NA,die 3 ist so ein ganz ein schmales flaches
4,7,3.0,matcher,755,NA,Ganz ein schmales flaches das so am Boden oben
4,7,5.0,describer,756,NA,Ja und  aus. Und die 5 der hat so die Beine überkreuzt und hockt am Boden
4,7,5.0,matcher,757,NA,Beine überkreuzt. jja
4,7,4.0,describer,758,NA,Und die 4 ist so mit einer Schale. Einer der so eine hält so
4,7,4.0,matcher,759,NA,äh jja so betend
4,7,8.0,describer,760,NA,Ja. und die 8 macht die Schwalbe
4,7,8.0,matcher,761,NA,Die 8 macht die Schwalbe. ja
4,7,7.0,describer,762,NA,Die 7 hebt etwas auf
4,7,7.0,matcher,763,NA,Was liest etwas auf. Ja
4,7,6.0,describer,764,NA,Und die 6 ist eine ganz symmetrische Figur
4,7,6.0,matcher,765,NA,Ja. so eine Art wie ein Segen
4,7,1.0,describer,766,NA,Ja genau. Und die 1 hat so zwei Eckchen gegen oben und die Beine sieht man auch recht gut einzeln so nach links
4,7,2.0,matcher,767,NA,So gegen li- das ist die 2
4,7,2.0,describer,768,NA,Ja NEIN die 1
4,7,1,matcher,769,1,Die 1.
4,7,2,matcher,769,2,Und das andere springt so in die Luft
4,7,2.0,describer,770,NA,Ja.
4,7,2.0,matcher,771,NA,Gut.
4,8,1.0,describer,772,NA,o.k. die 1 ist die symmetrisch seg- segnende Figur
4,8,1.0,matcher,773,NA,Ja
4,8,4.0,describer,774,NA,Die 4 ist die Schwalbe
4,8,4.0,matcher,775,NA,ja
4,8,5.0,describer,776,NA,"Die 5 ist der mit der Schale, der der betet"
4,8,5.0,matcher,777,NA,Jja
4,8,2.0,describer,778,NA,Die 2 ist der der etwas aufliest
4,8,2.0,matcher,779,NA,Ja
4,8,3.0,describer,780,NA,Die 3 ist der am Boden nach
4,8,3.0,matcher,781,NA,ja
4,8,8.0,describer,782,NA,8 ist der sitzende mit der gekreuzten Beinen
4,8,8.0,matcher,783,NA,Ja
4,8,7.0,describer,784,NA,Die 7 ist der der in die Luft springt und der andere
4,8,7.0,matcher,785,NA,Ja ist gut
4,9,4.0,describer,786,NA,Die 4 liest auf
4,9,4.0,matcher,787,NA,Ja
4,9,2.0,describer,788,NA,2 ist symmetrisch
4,9,2.0,matcher,789,NA,Ja
4,9,3.0,describer,790,NA,3 ist die Schwalbe
4,9,3.0,matcher,791,NA,Ja
4,9,8.0,describer,792,NA,8 ist der der etwas gibt der mit der Gabe
4,9,8.0,matcher,793,NA,Ja
4,9,7.0,describer,794,NA,Die 7 liegt am Boden
4,9,7.0,matcher,795,NA,Mhm
4,9,5.0,describer,796,NA,Die 5 hockt am Boden mit den gekreuzten Beinen
4,9,5.0,matcher,797,NA,Mhm
4,9,1.0,describer,798,NA,Und die 1 springt in die Luft
4,9,1.0,matcher,799,NA,Mhm
4,9,6.0,describer,800,NA,Und die 6 ist der andere
4,9,6.0,matcher,801,NA,Ja. fertig
4,10,1.0,describer,802,NA,Die 1 ist der der etwas aufliest
4,10,1.0,matcher,803,NA,Ja
4,10,5.0,describer,804,NA,Die 5 ist der der die Schale hinhält
4,10,5.0,matcher,805,NA,Ja
4,10,6.0,describer,806,NA,Die 6 ist die symmetrische Figur
4,10,6.0,matcher,807,NA,Ja
4,10,2.0,describer,808,NA,2 ist der der sich hinlegt
4,10,2.0,matcher,809,NA,Ja
4,10,8.0,describer,810,NA,8 ist die Schwalbe
4,10,8.0,matcher,811,NA,Ja
4,10,4.0,describer,812,NA,Die 4 ist der der sitzt mit gekreuzten Beinen
4,10,4.0,matcher,813,NA,Ja
4,10,7.0,describer,814,NA,Die 7 ist der der in die Luft springt
4,10,7.0,matcher,815,NA,o.k.  gut
4,11,1.0,describer,816,NA,1 liest auf
4,11,1.0,matcher,817,NA,ähm ja
4,11,5.0,describer,818,NA,Die 5 hat die gekreuzten Beine und sitzt
4,11,5.0,matcher,819,NA,ja
4,11,2.0,describer,820,NA,Die 2 ist symmetrisch
4,11,2.0,matcher,821,NA,Ja
4,11,3.0,describer,822,NA,3 ist die Schwalbe
4,11,3.0,matcher,823,NA,Ja
4,11,4.0,describer,824,NA,Die 4 hat die Schüssel
4,11,4.0,matcher,825,NA,Ja
4,11,8.0,describer,826,NA,Die 8 liegt
4,11,8.0,matcher,827,NA,Ja
4,11,7.0,describer,828,NA,Und die 7 hüpft in die Luft
4,11,7.0,matcher,829,NA,Ja. fertig
4,12,1.0,describer,830,NA,Die 1 ist der der die Schale hin hält
4,12,1.0,matcher,831,NA,Ja
4,12,5.0,describer,832,NA,Die 5 ist der der etwas aufliest
4,12,5.0,matcher,833,NA,Ja
4,12,6.0,describer,834,NA,Die 6 ist die symmetrische Figur
4,12,6.0,matcher,835,NA,Ja
4,12,2.0,describer,836,NA,2 liegt
4,12,2.0,matcher,837,NA,Ja
4,12,3.0,describer,838,NA,Die 3 springt in die Luft
4,12,3.0,matcher,839,NA,Ja
4,12,4.0,describer,840,NA,Die 4 macht eine Schwalbe
4,12,4.0,matcher,841,NA,Ja
4,12,8.0,describer,842,NA,8 setzt sich hin und kreuzt die Bein
5,1,chitchat,describer,843,NA,o.k.
5,1,chitchat,matcher,844,NA,Ja
5,1,chitchat,describer,845,NA,Also ich versuch dir mal verstehst du Schweizerdeutsch
5,1,chitchat,matcher,846,NA,Jja
5,1,chitchat,describer,847,NA,Ist das gut. Also ich versuch dir das erste. mal zu beschreiben
5,1,chitchat,matcher,848,NA,Ja
5,1,1.0,describer,849,NA,Es ist zu oberst ähm ein Viereck das auf einem ecken steht
5,1,1.0,matcher,850,NA,Ja
5,1,1.0,describer,851,NA,Und unten dran wie ein Häuschen also das unten links  ähm ja das so aussieht also unter dem Viereck ist wirklich wie ein Dach
5,1,1.0,matcher,852,NA,Mhm
5,1,1.0,describer,853,NA,Und dann noch so zwei Graden und links geht es dann
5,1,1.0,matcher,854,NA,Ja unten geht es links raus
5,1,1.0,describer,855,NA,Ja
5,1,1.0,matcher,856,NA,Ja das ist in Ordnung
5,1,2.0,describer,857,NA,o.k. das zweite. Oh je da ist rechts aussen ein Viereck das auch mit einem Ecken auf eine Gerade trifft und dort ist alles geht alles ein wenig nach links runter also es zieht sich so so etwas länglich nach links runter und zwei Zacken nach oben. Die linke Zacke ist ein bisschen länger  oh je wie sagt man das jetzt. Weis- weist du ungefähr welches?
5,1,2.0,matcher,858,NA,da bin ich jetzt sehr unsicher. Also das vier- das ursprüngliche Viereckchen trifft das auf eine vertikale Gerade
5,1,2.0,describer,859,NA,Ja
5,1,2.0,matcher,860,NA,Aha. also der Ecken trifft auf der ver- auf die vertikale Gerade
5,1,2.0,describer,861,NA,ja ja genau genau
5,1,2.0,matcher,862,NA,Und dann geht ein kleiner Spitz nach oben
5,1,2.0,describer,863,NA,Ja
5,1,2.0,matcher,864,NA,Und ein grösserer äh auch nach oben
5,1,2.0,describer,865,NA,Ja genau
5,1,2.0,matcher,866,NA,Und dann geht es runter
5,1,2.0,describer,867,NA,Nach links
5,1,2.0,matcher,868,NA,Und dann hat es wie zwei Füsschen
5,1,2,describer,869,1,Ja
5,1,3,matcher,869,2,Ja dann weiss ich welches
