text,player_id,role,message_num,message_irrelevant,time_stamp,trial_id
sideways,25,matcher,3,FALSE,NA,756
cabeza cuadrada,26,describer,4,FALSE,NA,756
persona sentada que tiene dos triángulos en la cabeza,26,describer,5,FALSE,NA,756
fallen angel,25,describer,1,FALSE,NA,757
angel,25,describer,2,FALSE,NA,757
persona resbalaba,25,describer,3,FALSE,NA,757
ángel caído,25,describer,4,FALSE,NA,757
leg up,25,describer,1,FALSE,NA,758
dancing,25,describer,2,FALSE,NA,758
patinaje en hielo,25,describer,3,FALSE,NA,758
boca de Pacman,25,describer,1,FALSE,NA,759
cabeza diamante,25,describer,2,FALSE,NA,759
pidiendo maybe,25,describer,3,FALSE,NA,759
arrodillada,25,describer,4,FALSE,NA,759
in the church,25,describer,1,FALSE,NA,760
y no chicken,25,describer,2,FALSE,NA,760
padre ofrenda,25,describer,3,FALSE,NA,760
cafetera con la tapa abierta hacia atrás,25,describer,1,FALSE,NA,761
cuadrado con diamante,25,describer,2,FALSE,NA,761
dinosaurio con hacha,25,describer,1,FALSE,NA,762
cuadrado incompleto,25,describer,1,FALSE,NA,763
lado derecho picado,25,describer,2,FALSE,NA,763
cabeza diamante,25,describer,3,FALSE,NA,763
sola,25,describer,4,FALSE,NA,763
persona contemplando con lazo en cabeza,25,describer,1,FALSE,NA,764
looking down,25,describer,2,FALSE,NA,764
persona completamente sentada,25,describer,1,FALSE,NA,765
solo cabeza diamante,25,describer,2,FALSE,NA,765
no se ven extremidades,25,describer,3,FALSE,NA,765
cuclillas,25,describer,1,FALSE,NA,766
caballo levantando patas delanteras,25,describer,1,FALSE,NA,767
cabeza diamante echada hacia atrás,25,describer,2,FALSE,NA,767
knees up,25,describer,1,FALSE,NA,768
contemplando,25,describer,2,FALSE,NA,768
sitting down,25,describer,3,FALSE,NA,768
cuclillas pidiendo,26,describer,1,FALSE,NA,769
zigzag,26,describer,2,FALSE,NA,769
persona contemplando con lazo en la cabeza,26,describer,1,FALSE,NA,770
jaja,26,describer,1,TRUE,NA,771
cafetera,26,describer,2,FALSE,NA,771
greca,26,describer,3,FALSE,NA,771
caballo relinchando,26,describer,1,FALSE,NA,772
bailarín patinando,26,describer,1,FALSE,NA,773
persona,26,describer,1,FALSE,NA,774
cuadrado incompleto,26,describer,2,FALSE,NA,774
rectángulo,26,describer,3,FALSE,NA,774
con picos en el lado derecho,26,describer,4,FALSE,NA,774
boca de Pacman,26,describer,1,FALSE,NA,775
perrito con diamante en la nariz,26,describer,2,FALSE,NA,775
dinosaurio,26,describer,1,FALSE,NA,776
dino humano,26,describer,2,FALSE,NA,776
deambulante sentado contemplando,26,describer,1,FALSE,NA,777
fallen person,26,describer,1,FALSE,NA,778
resbala,26,describer,2,FALSE,NA,778
chicken,26,describer,1,FALSE,NA,779
padre pidiendo ofrenda in the church,26,describer,2,FALSE,NA,779
persona arrodillada sin extremidades,26,describer,1,FALSE,NA,780
sentada,26,describer,2,FALSE,NA,780
y el lado derecho es recto,27,matcher,1,FALSE,NA,781
parece como un obispo subiendo su mano a la izquierda,28,describer,2,FALSE,NA,781
la mano a la izquierda como en 90 degrees,28,describer,3,FALSE,NA,781
habla,27,matcher,1,TRUE,NA,782
está con las dos manitas alzadas,28,describer,2,FALSE,NA,782
y con la cabeza inclinada a la izquierda,28,describer,3,FALSE,NA,782
como si estuviera cayéndose más o menos,28,describer,4,FALSE,NA,782
la misma,28,describer,5,FALSE,NA,782
tiene la cabeza el cuadrado y un triángulo a su derecha,28,describer,1,FALSE,NA,783
conectado,28,describer,2,FALSE,NA,783
la parte puntiaguda de el triángulo con el cuadrado,28,describer,3,FALSE,NA,783
el triángulo queda a el lado derecho y solo,28,describer,4,FALSE,NA,783
está como sentado,28,describer,1,FALSE,NA,784
habla,27,matcher,2,TRUE,NA,784
con las rodillas un poco dobladas,28,describer,3,FALSE,NA,784
a la izquierda,28,describer,4,FALSE,NA,784
este no tiene manos,28,describer,1,FALSE,NA,785
dos triángulos,28,describer,1,FALSE,NA,786
está como sentado y lo que tiene son dos orejitas en la cabeza,28,describer,2,FALSE,NA,786
tiene un cuadrado,28,describer,1,FALSE,NA,787
está haciendo el Thriller de Michael Jackson,28,describer,2,FALSE,NA,787
mirando a la izquierda,28,describer,3,FALSE,NA,787
y una pierna como alzada y la otra en el piso,28,describer,4,FALSE,NA,787
y la pierna de atrás es más ancha,28,describer,1,FALSE,NA,788
parece que está haciendo como un lunges,28,describer,2,FALSE,NA,788
tiene el cuadrado como cabeza y está mirando a la derecha,28,describer,3,FALSE,NA,788
y atrás la faldita está como puntiaguda,28,describer,1,FALSE,NA,789
mirando a la derecha basándome en lo que sería la mano,28,describer,2,FALSE,NA,789
la cabeza está en forma de diamante,28,describer,3,FALSE,NA,789
este tiene una pierna en el piso y la otra en el aire,28,describer,1,FALSE,NA,790
me imagino el otro que cogiste horita,28,describer,2,TRUE,NA,790
y la parte derecha tiene como desfigurada,28,describer,1,FALSE,NA,791
en la parte izquierda está straight,28,describer,2,FALSE,NA,791
y el cuerpo es bastante ancho,28,describer,3,FALSE,NA,791
tiene la cara en forma de diamante,28,describer,4,FALSE,NA,791
la puntita de la rodilla está a la derecha también,28,describer,1,FALSE,NA,792
y está como un poco arrodillado,28,describer,2,FALSE,NA,792
tiene la mano a la derecha,28,describer,3,FALSE,NA,792
cabeza en forma de diamante,28,describer,4,FALSE,NA,792
tiene la pierna izquierda gorda y la derecha flaca,27,describer,1,FALSE,NA,793
pierna derecha en el aire,27,describer,1,FALSE,NA,794
pierna izquierda en el piso,27,describer,2,FALSE,NA,794
dos manos a la izquierda,27,describer,3,FALSE,NA,794
la mano a la izquierda only,27,describer,1,FALSE,NA,795
como si fuese un pitcher,27,describer,2,FALSE,NA,795
pierna izquierda en el aire cabeza cuadrada y derecha en el piso,27,describer,3,FALSE,NA,795
una punta atrás a la izquierda en la falda,27,describer,1,FALSE,NA,796
falda y tiene como el brazo para la derecha,27,describer,2,FALSE,NA,796
y como la falda atrás en el piso para la izquierda,27,describer,1,FALSE,NA,797
está arrodillado y tiene los dos brazos en el aire,27,describer,2,FALSE,NA,797
está derecho,27,describer,1,FALSE,NA,798
tiene una ofrenda a la izquierda,27,describer,2,FALSE,NA,798
está sentado en el piso con las piernas para la izquierda,27,describer,1,FALSE,NA,799
exacto,27,describer,1,FALSE,NA,800
Odel Beckham,28,matcher,2,FALSE,NA,800
inclinado como para la izquierda con los brazos para arriba,27,describer,3,FALSE,NA,800
Bad Bunny sentado,27,describer,1,FALSE,NA,801
como con las rodillas dobladas de pie y con la ofrenda para la derecha,27,describer,1,FALSE,NA,802
casket man,27,describer,1,FALSE,NA,803
no tiene brazos pero las piernas están como para la derecha tampoco tiene las piernas divididas,27,describer,2,FALSE,NA,803
sin pierna,27,describer,1,FALSE,NA,804
mano izquierda straight para abajo y la derecha horizontal,27,describer,2,FALSE,NA,804
habla,27,matcher,1,TRUE,NA,805
no tiene manos,28,describer,2,FALSE,NA,805
la derecha cortadita,28,describer,3,FALSE,NA,805
tiene la parte izquierda straight,28,describer,4,FALSE,NA,805
la parte izquierda gorda,28,describer,1,FALSE,NA,806
indica,27,matcher,2,TRUE,NA,806
haciendo lunges,28,describer,3,FALSE,NA,806
la pierna,28,describer,4,FALSE,NA,806
jaja,27,matcher,1,TRUE,NA,807
Bad Bunny yeah yeah,28,describer,2,FALSE,NA,807
está en la mala el pana,28,describer,1,FALSE,NA,808
piernas a la izquierda,28,describer,2,FALSE,NA,808
mirando para abajo,28,describer,3,FALSE,NA,808
arrodillado mirando a la izquierda,28,describer,4,FALSE,NA,808
a las dos manitas a el lado izquierdo,28,describer,1,FALSE,NA,809
tiene la pierna en el lado derecho arriba,28,describer,2,FALSE,NA,809
está bailando ballet,28,describer,3,FALSE,NA,809
arrodillado con la ofrenda para la right,28,describer,1,FALSE,NA,810
indica,27,matcher,1,TRUE,NA,811
mirando las piernas de frente tiene la izquierda levantada,28,describer,2,FALSE,NA,811
está haciendo el Thriller,28,describer,3,FALSE,NA,811
gorda,28,describer,4,FALSE,NA,811
tiene las manos como alzaditas,28,describer,5,FALSE,NA,811
mirando a la izquierda,28,describer,6,FALSE,NA,811
ni idea,27,matcher,7,FALSE,NA,811
ahora sí entonces arrodillado con la faldita atrás puntiaguda,28,describer,1,FALSE,NA,812
ready,27,matcher,2,TRUE,NA,812
poniendo la ofrenda para la derecha,28,describer,3,FALSE,NA,812
Odel Beckham,28,describer,1,FALSE,NA,813
las dos manos en el aire,28,describer,2,FALSE,NA,813
tirado para la izquierda,28,describer,3,FALSE,NA,813
la parte de abajo doblada un poco para la derecha,28,describer,1,FALSE,NA,814
no tiene brazos,28,describer,2,FALSE,NA,814
está chonkiando triángulo,28,describer,1,FALSE,NA,815
arrodillado y la parte de el triángulo puntiaguda,28,describer,2,FALSE,NA,815
conectada a el cuadrado,28,describer,3,FALSE,NA,815
ready,27,matcher,1,TRUE,NA,816
el papa con la ofrenda para la izquierda,28,describer,2,FALSE,NA,816
está parado,28,describer,3,FALSE,NA,816
puntita de atrás de la falda,27,describer,1,FALSE,NA,817
zumba Yandel,28,matcher,2,FALSE,NA,817
ofrenda izquierda,27,describer,3,FALSE,NA,817
King Of Pop,27,describer,1,FALSE,NA,818
Thriller,27,describer,2,FALSE,NA,818
medio arrodillado ofrenda para la derecha,27,describer,1,FALSE,NA,819
Beckham,27,describer,1,FALSE,NA,820
with the free kick,27,describer,2,FALSE,NA,820
sin brazos,27,describer,1,FALSE,NA,821
casket man,27,describer,2,FALSE,NA,821
de pie,27,describer,3,FALSE,NA,821
sin brazos,27,describer,4,FALSE,NA,821
el que tiene la pierna derecha un poquito para fuera,27,describer,5,FALSE,NA,821
hay dos sin brazos,28,matcher,6,FALSE,NA,821
la parte de izquierda es línea completa,28,matcher,7,FALSE,NA,821
left straight,27,describer,1,FALSE,NA,822
derecha pequeña,27,describer,2,FALSE,NA,822
de pie,27,describer,3,FALSE,NA,822
ballet bailarina,27,describer,1,FALSE,NA,823
Papa Francisco,27,describer,1,FALSE,NA,824
ofrenda a la izquierda,27,describer,2,FALSE,NA,824
down,27,describer,1,FALSE,NA,825
como la canción,27,describer,2,FALSE,NA,825
en la mala,27,describer,3,FALSE,NA,825
lunges,27,describer,1,FALSE,NA,826
a la derecha,27,describer,2,FALSE,NA,826
good bunny,27,describer,1,FALSE,NA,827
Bad Bunny,27,describer,2,FALSE,NA,827
yeah yeah,28,matcher,3,TRUE,NA,827
La Planta La Bestia The Best,27,describer,4,TRUE,NA,827
la puntita de el triángulo conecta a el cuadrado,27,describer,1,FALSE,NA,828
las dos manos para arriba de rodilla,27,describer,2,FALSE,NA,828
la puntita de el triángulo ya tú sabes,28,describer,1,FALSE,NA,829
sin manos parte izquierda está straight,28,describer,1,FALSE,NA,830
como yo,28,describer,2,TRUE,NA,830
conishiwa,27,matcher,3,TRUE,NA,830
King Of Pop,28,describer,1,FALSE,NA,831
Thriller,28,describer,2,FALSE,NA,831
ofrenda a la derecha y está haciendo el stanky leg o qué sé yo rodillas media dobladas,28,describer,1,FALSE,NA,832
lunges,28,describer,1,FALSE,NA,833
la derecha la tiene flaquitín,28,describer,2,FALSE,NA,833
esta le mete los lunge a la izquierda nada más,28,describer,3,FALSE,NA,833
Bad Bunny en depresión,28,describer,1,FALSE,NA,834
casket man,28,describer,1,FALSE,NA,835
Papa Francisco Benedicto Segundo,28,describer,1,FALSE,NA,836
en la mala,28,describer,1,FALSE,NA,837
yo le tengo la cura,28,describer,2,FALSE,NA,837
Odel Beckham con el clutch,28,describer,1,FALSE,NA,838
free kick para ganar la mundial,28,describer,2,FALSE,NA,838
cuál de las dos,27,matcher,1,FALSE,NA,839
ballet,28,describer,2,FALSE,NA,839
la bailarina,28,describer,3,FALSE,NA,839
ofrenda mirando a la derecha,28,describer,1,FALSE,NA,840
part of skirt a bit pointed in the left side,28,describer,2,FALSE,NA,840
hola,30,describer,1,TRUE,NA,841
hola,29,matcher,2,TRUE,NA,841
dos triángulos orejas square head,30,describer,1,FALSE,NA,842
está sentado descansando,30,describer,2,FALSE,NA,842
no,30,describer,3,FALSE,NA,842
tiene dos triángulos de orejas,30,describer,4,FALSE,NA,842
es la que se parece un conejo sentado contra una pared a la izquierda,30,describer,5,FALSE,NA,842
está como en una posición orando,29,matcher,6,FALSE,NA,842
start,29,matcher,7,TRUE,NA,842
okay,29,matcher,8,TRUE,NA,842
ah,29,matcher,9,TRUE,NA,842
yo soy el director,30,describer,10,TRUE,NA,842
es la que se parece como un pájaro volando alguien nadando,30,describer,1,FALSE,NA,843
el conejo con dos triángulos,29,matcher,2,FALSE,NA,843
tiene cabeza pequeña de diamante y plumas de triángulo,30,describer,3,FALSE,NA,843
es la persona con cabeza de diamante,30,describer,1,FALSE,NA,844
ah,29,matcher,2,TRUE,NA,844
avanza,29,matcher,3,TRUE,NA,844
que está apuntando,30,describer,4,FALSE,NA,844
o alzando una mano,30,describer,5,FALSE,NA,844
apuntando hacia la izquierda,30,describer,6,FALSE,NA,844
parada derecha,30,describer,7,FALSE,NA,844
cabeza de diamante,30,describer,1,FALSE,NA,845
es el que está sentado con las rodillas alzados,30,describer,2,FALSE,NA,845
okay,30,describer,3,TRUE,NA,845
ni uno,29,matcher,4,TRUE,NA,845
cabeza,30,describer,5,FALSE,NA,845
parece que tiene turtle shell,30,describer,6,FALSE,NA,845
shit,29,matcher,7,TRUE,NA,845
con el cuerpo triangulado,30,describer,8,FALSE,NA,845
y tiene su falda alzada por atrás,30,describer,1,FALSE,NA,846
está arrodillada,30,describer,2,FALSE,NA,846
es la que se parece a una mujer facing to the right,30,describer,3,FALSE,NA,846
okay,29,matcher,4,TRUE,NA,846
vamos por lo menos uno,29,matcher,5,TRUE,NA,846
pendiente a el tiempo please,30,describer,6,TRUE,NA,846
no es a la derecha it is just facing that way pero never mind ajá tipo saludando,30,describer,1,FALSE,NA,847
los pies son un triángulo,30,describer,2,FALSE,NA,847
no puedes decir derecha o izquierda los ponen a el revés,29,matcher,3,FALSE,NA,847
la mitad de el cuerpo es un cuadrado,30,describer,4,FALSE,NA,847
es el hombre que parece que está diciendo hola detrás de algo,30,describer,5,FALSE,NA,847
detrás de un cuadrado,30,describer,6,FALSE,NA,847
o alcanzando algo,30,describer,1,FALSE,NA,848
parece que está haciendo ballet,30,describer,2,FALSE,NA,848
cabeza de diamante brazos y pies triangulados,30,describer,3,FALSE,NA,848
tus hombres o mujeres no entiendo,29,matcher,4,FALSE,NA,848
stress,29,matcher,5,TRUE,NA,848
parece que está celebrando diciendo aleluya,30,describer,1,FALSE,NA,849
cabeza diamante brazos triangulados arrodillado,30,describer,2,FALSE,NA,849
vamos,29,matcher,3,TRUE,NA,849
nice,30,describer,4,TRUE,NA,849
parece que está haciendo una danza,30,describer,1,FALSE,NA,850
danza,30,describer,2,TRUE,NA,850
y tiene un traje,30,describer,3,FALSE,NA,850
que se le queda atrás,30,describer,4,FALSE,NA,850
cabeza de diamante extremidades de triángulo,30,describer,5,FALSE,NA,850
deja la mesa quieta,30,describer,1,TRUE,NA,851
ugh,29,matcher,2,TRUE,NA,851
no way,29,matcher,3,TRUE,NA,851
qué tiene,29,matcher,4,FALSE,NA,851
anxiety,29,matcher,5,TRUE,NA,851
mummy,30,describer,6,FALSE,NA,851
brazos como una momia,30,describer,7,FALSE,NA,851
arriba,30,describer,8,FALSE,NA,851
parece alguien parado en un pie alzando el otro con los brazos a el frente como un zombie mirando hacia arriba,30,describer,9,FALSE,NA,851
bro,30,describer,1,TRUE,NA,852
bro,30,describer,2,TRUE,NA,852
cabeza de diamante brazo de triángulo,30,describer,3,FALSE,NA,852
tiene un pie levantado y cuadrado en la espalda,29,describer,1,FALSE,NA,853
cada correcta,30,matcher,2,TRUE,NA,853
es uno por cada punto so sacaste tres,30,matcher,3,TRUE,NA,853
it is fine,30,matcher,4,TRUE,NA,853
damn,29,describer,5,TRUE,NA,853
eres la directora,30,matcher,6,TRUE,NA,853
jaja sorry,29,describer,7,TRUE,NA,853
eres directora,30,matcher,1,TRUE,NA,854
rest in peace,30,matcher,2,TRUE,NA,854
está acostado con un pie mirando a el cielo y una caja cuadrada en rodilla,29,describer,3,FALSE,NA,854
caja,29,describer,4,FALSE,NA,854
easy,30,matcher,1,TRUE,NA,855
no,29,describer,2,FALSE,NA,855
anything else,30,matcher,3,TRUE,NA,855
parece niña,29,describer,4,FALSE,NA,855
cabeza cuadrada,29,describer,5,FALSE,NA,855
línea plana abajo,29,describer,6,FALSE,NA,855
tiene 2 triángulos como lazo para el cielo,29,describer,7,FALSE,NA,855
what,30,matcher,8,TRUE,NA,855
should have thought of that,30,matcher,1,TRUE,NA,856
that is a really good description en verdad,30,matcher,2,TRUE,NA,856
parece un saco con cabeza de diamante,29,describer,3,FALSE,NA,856
jaja,30,matcher,4,TRUE,NA,856
fácil,30,matcher,5,TRUE,NA,856
parece sentado en una silla con sus manos extendidas haciendo un triángulo,29,describer,1,FALSE,NA,857
ni digas okay di lo que es,30,matcher,2,TRUE,NA,857
okay,29,describer,3,TRUE,NA,857
should have thought of that,30,matcher,4,TRUE,NA,857
anything else,30,matcher,1,TRUE,NA,858
es obvio,29,describer,2,FALSE,NA,858
parece diciendo aleluya,29,describer,3,FALSE,NA,858
rectángulo con dos manos a el cielo cabeza de diamante,29,describer,4,FALSE,NA,858
vamos,29,describer,5,TRUE,NA,858
no,29,describer,6,FALSE,NA,858
tú la sacaste mal,30,matcher,7,TRUE,NA,858
cabeza de diamante alzando los brazos él parece tener un pan sobado,29,describer,1,FALSE,NA,859
creo que te referías a la que se parece un pájaro jaja,30,matcher,2,FALSE,NA,859
tú también la sacaste mal,30,matcher,3,TRUE,NA,859
lazo para atrás,29,describer,1,FALSE,NA,860
niña está sentada,29,describer,2,FALSE,NA,860
te tardaste,30,matcher,3,TRUE,NA,860
did not have time to think,30,matcher,4,TRUE,NA,860
mirando a el suelo,29,describer,5,FALSE,NA,860
el lazo,29,describer,6,FALSE,NA,860
la niña mirando arriba,29,describer,7,FALSE,NA,860
anything else,30,matcher,8,TRUE,NA,860
sí,29,describer,9,TRUE,NA,860
mirando arriba ahora,30,matcher,10,FALSE,NA,860
con un pie en el piso,29,describer,1,FALSE,NA,861
parece patinando en hielo,29,describer,2,FALSE,NA,861
jaja,29,describer,3,TRUE,NA,861
los dos brazos estirados,29,describer,4,FALSE,NA,861
ah ya sé,30,matcher,5,TRUE,NA,861
lol el que dice que está haciendo ballet,30,matcher,6,FALSE,NA,861
eso,29,describer,7,TRUE,NA,861
vamos,29,describer,8,TRUE,NA,861
jaja,30,matcher,1,TRUE,NA,862
same,29,describer,2,TRUE,NA,862
cabeza diamante brazos extendido tiene cola,29,describer,3,FALSE,NA,862
tengo hambre,30,matcher,4,TRUE,NA,862
figuras geométricas,30,matcher,5,FALSE,NA,862
detrás de algo,29,describer,1,FALSE,NA,863
nena shut the fuck up y descríbelo,30,matcher,2,TRUE,NA,863
no quita hambre,29,describer,3,TRUE,NA,863
yo te di gummies,30,matcher,4,TRUE,NA,863
recto a un lado,29,describer,5,FALSE,NA,863
jaja,29,describer,1,TRUE,NA,864
parece como yo,30,matcher,2,FALSE,NA,864
esa tienes que sacarla bien,29,describer,3,TRUE,NA,864
parece deprimido,29,describer,4,FALSE,NA,864
hombre,29,describer,5,FALSE,NA,864
está como recostado de la pared sentado,29,describer,6,FALSE,NA,864
nice,30,describer,1,TRUE,NA,865
parece que está volando no tiene patas,30,describer,2,FALSE,NA,865
va,29,matcher,3,TRUE,NA,865
okay,30,describer,4,TRUE,NA,865
he is just like me,30,describer,5,FALSE,NA,865
nena una vez tú te tardaste cuarenta segundos,30,describer,1,FALSE,NA,866
como un reverse Triforce,30,describer,2,FALSE,NA,866
hello,29,matcher,3,TRUE,NA,866
está arrodillado con una cola detrás de el y manos alzadas,30,describer,4,FALSE,NA,866
okay,29,matcher,1,TRUE,NA,867
anyways,30,describer,2,TRUE,NA,867
no le des a la mesa me das stress jaja,30,describer,3,TRUE,NA,867
ugh,29,matcher,4,TRUE,NA,867
está en un pie y el otro lo tiene alzado,30,describer,5,FALSE,NA,867
está mirando hacia arriba,30,describer,6,FALSE,NA,867
sorry,29,matcher,7,TRUE,NA,867
dale a la mesa all you need,30,describer,8,TRUE,NA,867
it is fine yo me estoy divirtiendo,30,describer,9,TRUE,NA,867
con las manos hacia arriba pero apuntando abajo,30,describer,10,FALSE,NA,867
es como la boca de Pacman,30,describer,1,FALSE,NA,868
avanza,29,matcher,2,TRUE,NA,868
está arrodillado apuntando,30,describer,3,FALSE,NA,868
pendiente a el tiempo please,30,describer,4,TRUE,NA,868
con una cosa detrás,30,describer,5,FALSE,NA,868
yo adivino mejor que tú,30,describer,1,TRUE,NA,869
sacamos mejor cuando explico yo,29,matcher,2,TRUE,NA,869
mirando hacia abajo,30,describer,3,FALSE,NA,869
okay es uno que se parece deprimido pero tiene dos triángulos encima de el,30,describer,4,FALSE,NA,869
mirando hacia abajo acostado,30,describer,5,FALSE,NA,869
wey,29,matcher,1,TRUE,NA,870
you are not even answering,30,describer,2,TRUE,NA,870
explicas mal,29,matcher,3,TRUE,NA,870
y tardo en ver,29,matcher,4,TRUE,NA,870
es persona que tiene figura de Z,30,describer,5,FALSE,NA,870
parece que se le rompieron la piernas,30,describer,6,FALSE,NA,870
you are not even answering them,30,describer,7,TRUE,NA,870
VPC,30,describer,1,TRUE,NA,871
explicas meh,29,matcher,2,TRUE,NA,871
sigue,29,matcher,3,TRUE,NA,871
viste que explico bien jaja,30,describer,4,TRUE,NA,871
hombre mirando hacia abajo en la esquina se parece a mí,30,describer,5,FALSE,NA,871
persona con una cola larga dando un paso mirando hacia arriba,30,describer,1,FALSE,NA,872
con manos hacia arriba,30,describer,2,FALSE,NA,872
se parece un Disney princess,30,describer,3,FALSE,NA,872
y qué más,29,matcher,1,TRUE,NA,873
se parece una I,30,describer,2,FALSE,NA,873
apuntando hacia la izquierda,30,describer,3,FALSE,NA,873
avanza,29,matcher,4,TRUE,NA,873
persona parada con figura de I,30,describer,5,FALSE,NA,873
explica,29,matcher,6,TRUE,NA,873
so bad,29,matcher,7,TRUE,NA,873
quedaban veinte segundos de explicar,30,describer,8,TRUE,NA,873
no digas izquierda o derecha,29,matcher,1,TRUE,NA,874
persona saludándote detrás de algo,30,describer,2,FALSE,NA,874
cambian,29,matcher,3,TRUE,NA,874
no they do not lol,30,describer,1,TRUE,NA,875
I checked,30,describer,2,TRUE,NA,875
hombre que parece que está en un saco,30,describer,3,FALSE,NA,875
lo están secuestrando,30,describer,4,FALSE,NA,875
okay,29,matcher,5,TRUE,NA,875
tú adivinas bien rápido,30,describer,1,TRUE,NA,876
yo pido detalle,30,describer,2,TRUE,NA,876
anyways,30,describer,3,TRUE,NA,876
hombre en un pies que parece que está patinando,30,describer,4,FALSE,NA,876
con las manos a el frente,30,describer,5,FALSE,NA,876
hola,30,matcher,1,TRUE,NA,877
como orando,29,describer,2,FALSE,NA,877
hombre sentado,29,describer,3,FALSE,NA,877
halfway there a coger un punto,30,matcher,4,TRUE,NA,877
sí,29,describer,5,TRUE,NA,877
vamos,29,describer,6,TRUE,NA,877
what else,30,matcher,7,TRUE,NA,877
mirando derecha,29,describer,8,FALSE,NA,877
qué,29,describer,9,TRUE,NA,877
ese es,29,describer,1,FALSE,NA,878
eso ya sabes,29,describer,2,TRUE,NA,878
what else,30,matcher,3,TRUE,NA,878
ahora,29,describer,4,TRUE,NA,878
no sé describe the next one,30,matcher,5,TRUE,NA,878
patinando,29,describer,6,FALSE,NA,878
o sí,29,describer,7,FALSE,NA,878
por qué no dio puntos,29,describer,8,TRUE,NA,878
he was not sentado orando lol,30,matcher,9,FALSE,NA,878
jaja,30,matcher,10,TRUE,NA,878
qué tramposa,30,matcher,1,TRUE,NA,879
shh,29,describer,2,TRUE,NA,879
ajá,30,matcher,3,TRUE,NA,879
con medio círculo,29,describer,4,FALSE,NA,879
what else,30,matcher,5,TRUE,NA,879
dos diamantes,29,describer,6,FALSE,NA,879
tiene cola larga,29,describer,7,FALSE,NA,879
mirando a el cielo,29,describer,1,FALSE,NA,880
extendiendo sus manos,29,describer,2,FALSE,NA,880
that did not work last time,30,matcher,3,TRUE,NA,880
cabeza cuadrada lazo atrás triángulo,29,describer,4,FALSE,NA,880
niña con lazo,29,describer,5,FALSE,NA,880
contesta,29,describer,1,TRUE,NA,881
parece saco,29,describer,2,FALSE,NA,881
cabeza diamante,29,describer,3,FALSE,NA,881
no quiero hablar contigo,30,matcher,1,TRUE,NA,882
alzando sus brazos,29,describer,2,FALSE,NA,882
si no hablas perdemos,29,describer,3,TRUE,NA,882
no voy a contestar,30,matcher,4,TRUE,NA,882
descríbelo,30,matcher,5,TRUE,NA,882
no se enchisme,29,describer,6,TRUE,NA,882
nena descríbelo,30,matcher,7,TRUE,NA,882
avanza,29,describer,8,TRUE,NA,882
volando,29,describer,9,FALSE,NA,882
rectángulo,29,describer,10,FALSE,NA,882
contesta,29,describer,11,TRUE,NA,882
descríbelo,30,matcher,1,TRUE,NA,883
parece haciendo yoga con la pata,29,describer,2,FALSE,NA,883
alzada,29,describer,3,FALSE,NA,883
se parece a una momia zombie con las manos alzada mirando hacia arriba,30,matcher,4,FALSE,NA,883
ya describí,29,describer,5,TRUE,NA,883
eso means,29,describer,1,FALSE,NA,884
hombre,29,describer,2,FALSE,NA,884
mirando izquierda,29,describer,3,FALSE,NA,884
y un plato,29,describer,4,FALSE,NA,884
parece sacerdote recogiendo ofrenda,29,describer,5,FALSE,NA,884
tiene como un paño,29,describer,6,FALSE,NA,884
what the fuck does that mean,30,matcher,7,TRUE,NA,884
el que se parece a la I lol,30,matcher,1,FALSE,NA,885
parece muñeca de anime,29,describer,2,FALSE,NA,885
con lazo como orejas triángulos,29,describer,3,FALSE,NA,885
jaja what,30,matcher,4,TRUE,NA,885
okay parece que tiene bulto cuadrado atrás,29,describer,1,FALSE,NA,886
con cara de pájaro por pico,29,describer,2,FALSE,NA,886
un zombie,29,describer,3,FALSE,NA,886
bunny ears,30,matcher,4,FALSE,NA,886
detrás de una roca,29,describer,1,FALSE,NA,887
sí so,29,describer,2,FALSE,NA,887
so punk rock,30,matcher,3,FALSE,NA,887
contesta,29,describer,4,TRUE,NA,887
zombie,30,matcher,5,FALSE,NA,887
detrás de una pared not una roca,30,matcher,1,FALSE,NA,888
recostado,29,describer,2,FALSE,NA,888
mirando abajo,29,describer,3,FALSE,NA,888
jaja,30,matcher,4,TRUE,NA,888
triste como tú,29,describer,5,FALSE,NA,888
detrás de una pared saludando,30,describer,1,FALSE,NA,889
o una roca,30,describer,2,FALSE,NA,889
me chavé,29,matcher,3,TRUE,NA,889
literal te chavaste,30,describer,4,TRUE,NA,889
anime girl con bunny ears sentada mirando hacia abajo,30,describer,1,FALSE,NA,890
literally me,30,describer,1,FALSE,NA,891
literally me,30,describer,2,FALSE,NA,891
está en un saco lo van a secuestrar,30,describer,1,FALSE,NA,892
un feto sin manos,30,describer,2,FALSE,NA,892
se parece a la letra I,30,describer,1,FALSE,NA,893
apuntando hacia la izquierda,30,describer,2,FALSE,NA,893
me encanta que literally me worked,30,describer,3,FALSE,NA,893
Zurg,30,describer,1,FALSE,NA,894
está apuntando a la derecha,30,describer,2,FALSE,NA,894
Z,30,describer,3,FALSE,NA,894
los pies se parecen a una Z,30,describer,4,FALSE,NA,894
vamos por uno,29,matcher,1,TRUE,NA,895
whoo,30,describer,2,TRUE,NA,895
The Walking Dead,30,describer,3,FALSE,NA,895
está volando no tiene piernas,30,describer,1,FALSE,NA,896
no me mires,30,describer,2,TRUE,NA,896
está patinando en hielo haciendo ballet,30,describer,1,FALSE,NA,897
después qué quería que describiera,29,matcher,2,FALSE,NA,897
