id,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,correct,correctLastChangedAt,director,directorLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,matcher,matcherLastChangedAt,numTrials,numTrialsLastChangedAt,repNum,repNumLastChangedAt,reps,repsLastChangedAt,response,responseLastChangedAt,selection,selectionLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,tangramURLs,tangramURLsLastChangedAt,target,targetLastChangedAt,targetNum,targetNumLastChangedAt,trialNum,trialNumLastChangedAt
01JH8X8AY0C8GHHPQWPFD4NMWH,01JH8W4FBD6RZQBBGX54850G97,2025-01-10T20:07:26.912822718Z,,,,,,,false,2025-01-10T20:07:26.912822718Z,01JH8W4FC1HS5KSAXDKDY3GJ15,2025-01-10T20:07:26.912822718Z,12,2025-01-10T20:07:26.912822718Z,,,65,2025-01-10T20:07:26.912822718Z,0,2025-01-10T20:07:26.912822718Z,4,2025-01-10T20:07:26.912822718Z,,,,,2,2025-01-10T20:07:27.160595294Z,false,2025-01-10T20:07:26.912822718Z,"[""/tangrams/260_297.png"",""/tangrams/88_40.png"",""/tangrams/69_417.png"",""/tangrams/108_48.png""]",2025-01-10T20:07:26.912822718Z,/tangrams/108_48.png,2025-01-10T20:07:26.912822718Z,13,2025-01-10T20:07:26.912822718Z,12,2025-01-10T20:07:26.912822718Z
01JH8XKK7FGXFG7NFJZPT3MTPS,01JH8W4FBD6RZQBBGX54850G97,2025-01-10T20:13:35.855689828Z,"[{""text"":""When I am the director, you guess. FYI"",""sender"":{""id"":""01JH8XGR72J2B6AGE79ABX39WH"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""shape of lamp with underline arrow"",""sender"":{""id"":""01JH8WQ3PCPJZ6JZ536VHGT2H3"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""Try selecting an option"",""sender"":{""id"":""01JH8XGR72J2B6AGE79ABX39WH"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-10T20:19:07.994576177Z,true,2025-01-10T20:19:20.271691214Z,01JH8WQ3PCPJZ6JZ536VHGT2H3,2025-01-10T20:18:38.983439478Z,true,2025-01-10T20:19:20.261802298Z,01JH8W4FC0G69RAQYXQ8RMGYWE,2025-01-10T20:13:35.855689828Z,5,2025-01-10T20:13:35.855689828Z,01JH8XGR72J2B6AGE79ABX39WH,2025-01-10T20:18:38.983439478Z,65,2025-01-10T20:13:35.855689828Z,0,2025-01-10T20:13:35.855689828Z,4,2025-01-10T20:13:35.855689828Z,/tangrams/167_23.png,2025-01-10T20:19:20.271691214Z,/tangrams/167_23.png,2025-01-10T20:19:17.103134563Z,2,2025-01-10T20:13:36.345683281Z,true,2025-01-10T20:18:38.949385169Z,"[""/tangrams/167_23.png"",""/tangrams/2_441.png"",""/tangrams/171_250.png"",""/tangrams/105_81.png""]",2025-01-10T20:13:35.855689828Z,/tangrams/167_23.png,2025-01-10T20:13:35.855689828Z,6,2025-01-10T20:13:35.855689828Z,5,2025-01-10T20:13:35.855689828Z
01JH8XKKE09TFTH2X2DFYAPGXT,01JH8W4FBD6RZQBBGX54850G97,2025-01-10T20:13:36.064672006Z,,,,,,,false,2025-01-10T20:13:36.064672006Z,01JH8W4FC0G69RAQYXQ8RMGYWE,2025-01-10T20:13:36.064672006Z,57,2025-01-10T20:13:36.064672006Z,,,65,2025-01-10T20:13:36.064672006Z,3,2025-01-10T20:13:36.064672006Z,4,2025-01-10T20:13:36.064672006Z,,,,,2,2025-01-10T20:13:37.661403347Z,false,2025-01-10T20:13:36.064672006Z,"[""/tangrams/105_250.png"",""/tangrams/167_441.png"",""/tangrams/171_23.png"",""/tangrams/2_81.png""]",2025-01-10T20:13:36.064672006Z,/tangrams/105_250.png,2025-01-10T20:13:36.064672006Z,10,2025-01-10T20:13:36.064672006Z,57,2025-01-10T20:13:36.064672006Z
01JH8Y1ZYASJNK683949HN0N5K,01JH8WGGTCSVCYRJAH09HT4R66,2025-01-10T20:21:27.626316351Z,"[{""text"":""2"",""sender"":{""id"":""01JH8X6CJ08XEA4KEY9VRWSNSQ"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-10T20:31:16.949999837Z,true,2025-01-10T20:31:22.132090539Z,01JH8X6CJ08XEA4KEY9VRWSNSQ,2025-01-10T20:31:13.66399394Z,true,2025-01-10T20:31:22.115462464Z,01JH8WGGTWE355WC9FZ6X27HES,2025-01-10T20:21:27.626316351Z,31,2025-01-10T20:21:27.626316351Z,01JH8XWKG5TM0PHFN1M5PJJA5Z,2025-01-10T20:31:13.66399394Z,65,2025-01-10T20:21:27.626316351Z,1,2025-01-10T20:21:27.626316351Z,4,2025-01-10T20:21:27.626316351Z,/tangrams/228_190.png,2025-01-10T20:31:22.132090539Z,/tangrams/228_190.png,2025-01-10T20:31:18.944715167Z,2,2025-01-10T20:21:29.188910257Z,true,2025-01-10T20:31:13.612744272Z,"[""/tangrams/409_251.png"",""/tangrams/197_331.png"",""/tangrams/228_190.png"",""/tangrams/229_340.png""]",2025-01-10T20:21:27.626316351Z,/tangrams/228_190.png,2025-01-10T20:21:27.626316351Z,16,2025-01-10T20:21:27.626316351Z,31,2025-01-10T20:21:27.626316351Z
01JH8YNEBRZYEWYFQGYJGH3TGK,01JH8X9NWN8P5ATD610V90J8DB,2025-01-10T20:32:04.9845854Z,"[{""text"":""looks like a chimmney with a slab through it"",""sender"":{""id"":""01JH8XZ95K9GSSCBP9GQ2JCG32"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-10T20:36:39.839935941Z,true,2025-01-10T20:36:49.25713828Z,01JH8XZ95K9GSSCBP9GQ2JCG32,2025-01-10T20:36:14.214400669Z,true,2025-01-10T20:36:49.241492506Z,01JH8X9NXEH44B0QFWNV12FM33,2025-01-10T20:32:04.9845854Z,5,2025-01-10T20:32:04.9845854Z,01JH8YFF2W3SWFC5SPNNWN74MK,2025-01-10T20:36:14.214400669Z,65,2025-01-10T20:32:04.9845854Z,0,2025-01-10T20:32:04.9845854Z,4,2025-01-10T20:32:04.9845854Z,/tangrams/84_382.png,2025-01-10T20:36:49.25713828Z,/tangrams/84_382.png,2025-01-10T20:36:46.050291409Z,2,2025-01-10T20:32:06.130301218Z,true,2025-01-10T20:36:14.162608256Z,"[""/tangrams/324_271.png"",""/tangrams/84_382.png"",""/tangrams/398_177.png"",""/tangrams/179_103.png""]",2025-01-10T20:32:04.9845854Z,/tangrams/84_382.png,2025-01-10T20:32:04.9845854Z,6,2025-01-10T20:32:04.9845854Z,5,2025-01-10T20:32:04.9845854Z
01JH8X32Y0466PT26RBN21APNZ,01JH8W4NMNMJ5TW3EXMX20J57W,2025-01-10T20:04:34.880981011Z,"[{""text"":""scissors"",""sender"":{""id"":""01JH8WP11M7TGHV3X5NKDXVBXW"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-10T20:38:08.025643261Z,true,2025-01-10T20:38:14.878454402Z,01JH8WP11M7TGHV3X5NKDXVBXW,2025-01-10T20:37:56.711532218Z,true,2025-01-10T20:38:14.85684052Z,01JH8W4NN4FR3VRQWN91H3DDHQ,2025-01-10T20:04:34.880981011Z,59,2025-01-10T20:04:34.880981011Z,01JH8WTBWPGGMZMTXPEP2X4MH4,2025-01-10T20:37:56.711532218Z,65,2025-01-10T20:04:34.880981011Z,3,2025-01-10T20:04:34.880981011Z,4,2025-01-10T20:04:34.880981011Z,/tangrams/301_383.png,2025-01-10T20:38:14.878454402Z,/tangrams/301_383.png,2025-01-10T20:38:11.622341662Z,2,2025-01-10T20:04:35.80859584Z,true,2025-01-10T20:37:56.644004933Z,"[""/tangrams/301_383.png"",""/tangrams/323_361.png"",""/tangrams/413_349.png"",""/tangrams/345_130.png""]",2025-01-10T20:04:34.880981011Z,/tangrams/301_383.png,2025-01-10T20:04:34.880981011Z,12,2025-01-10T20:04:34.880981011Z,59,2025-01-10T20:04:34.880981011Z
01JH8X70WCVCG6GM07PTBS7AF6,01JH8W4FBD6RZQBBGX54850G97,2025-01-10T20:06:43.852974529Z,,,,,,,false,2025-01-10T20:06:43.852974529Z,01JH8W4FC1HS5KSAXDKT8CTXFV,2025-01-10T20:06:43.852974529Z,10,2025-01-10T20:06:43.852974529Z,,,65,2025-01-10T20:06:43.852974529Z,0,2025-01-10T20:06:43.852974529Z,4,2025-01-10T20:06:43.852974529Z,,,,,2,2025-01-10T20:06:44.165004078Z,false,2025-01-10T20:06:43.852974529Z,"[""/tangrams/332_74.png"",""/tangrams/118_358.png"",""/tangrams/118_74.png"",""/tangrams/332_358.png""]",2025-01-10T20:06:43.852974529Z,/tangrams/332_358.png,2025-01-10T20:06:43.852974529Z,11,2025-01-10T20:06:43.852974529Z,10,2025-01-10T20:06:43.852974529Z
01JH8XMKK5CNSMS7Z9XD0CA9MZ,01JH8WGGTCSVCYRJAH09HT4R66,2025-01-10T20:14:08.997241272Z,"[{""text"":""Hello?"",""sender"":{""id"":""01JH8XDZH4364RCR5G4YMV2MCG"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-10T20:15:58.308602407Z,false,2025-01-10T20:16:19.472511097Z,01JH8WEB71RZ3PYKKQMNK01T84,2025-01-10T20:15:16.280716089Z,true,2025-01-10T20:16:19.463471991Z,01JH8WGGTV4MBJGVZWJR9HYVSB,2025-01-10T20:14:08.997241272Z,1,2025-01-10T20:14:08.997241272Z,01JH8XDZH4364RCR5G4YMV2MCG,2025-01-10T20:15:16.280716089Z,65,2025-01-10T20:14:08.997241272Z,0,2025-01-10T20:14:08.997241272Z,4,2025-01-10T20:14:08.997241272Z,,2025-01-10T20:16:19.472511097Z,,2025-01-10T20:15:16.280716089Z,2,2025-01-10T20:14:09.400611912Z,true,2025-01-10T20:15:16.249451304Z,"[""/tangrams/112_341.png"",""/tangrams/454_408.png"",""/tangrams/138_442.png"",""/tangrams/32_290.png""]",2025-01-10T20:14:08.997241272Z,/tangrams/32_290.png,2025-01-10T20:14:08.997241272Z,2,2025-01-10T20:14:08.997241272Z,1,2025-01-10T20:14:08.997241272Z
01JH8XMKNMWZG1XRQ33529436K,01JH8WGGTCSVCYRJAH09HT4R66,2025-01-10T20:14:09.076749297Z,,,,,,,false,2025-01-10T20:14:09.076749297Z,01JH8WGGTV4MBJGVZWJR9HYVSB,2025-01-10T20:14:09.076749297Z,47,2025-01-10T20:14:09.076749297Z,,,65,2025-01-10T20:14:09.076749297Z,2,2025-01-10T20:14:09.076749297Z,4,2025-01-10T20:14:09.076749297Z,,,,,2,2025-01-10T20:14:10.682567548Z,false,2025-01-10T20:14:09.076749297Z,"[""/tangrams/32_341.png"",""/tangrams/138_442.png"",""/tangrams/112_408.png"",""/tangrams/454_290.png""]",2025-01-10T20:14:09.076749297Z,/tangrams/112_408.png,2025-01-10T20:14:09.076749297Z,16,2025-01-10T20:14:09.076749297Z,47,2025-01-10T20:14:09.076749297Z
01JH8YAR5SAWM2J67E3AY7DSWN,01JH8X607X2W5NNNNAMVD232SK,2025-01-10T20:26:14.58525348Z,"[{""text"":""top triangle"",""sender"":{""id"":""01JH8XGPKG9BNC8MYMXZ7NEQCD"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-10T20:37:40.322989632Z,true,2025-01-10T20:37:49.745364577Z,01JH8XGPKG9BNC8MYMXZ7NEQCD,2025-01-10T20:37:23.968083716Z,true,2025-01-10T20:37:49.724490502Z,01JH8X608BZSQF21W5Q0DTMHTG,2025-01-10T20:26:14.58525348Z,23,2025-01-10T20:26:14.58525348Z,01JH8Y4WC450C6W4NHKTEN46CV,2025-01-10T20:37:23.968083716Z,65,2025-01-10T20:26:14.58525348Z,1,2025-01-10T20:26:14.58525348Z,4,2025-01-10T20:26:14.58525348Z,/tangrams/367_96.png,2025-01-10T20:37:49.745364577Z,/tangrams/367_96.png,2025-01-10T20:37:46.523034852Z,2,2025-01-10T20:26:15.815149147Z,true,2025-01-10T20:37:23.809714273Z,"[""/tangrams/362_49.png"",""/tangrams/367_96.png"",""/tangrams/240_54.png"",""/tangrams/253_223.png""]",2025-01-10T20:26:14.58525348Z,/tangrams/367_96.png,2025-01-10T20:26:14.58525348Z,8,2025-01-10T20:26:14.58525348Z,23,2025-01-10T20:26:14.58525348Z
01JH8X32X0HD9PW6WFAKVZK969,01JH8W4NMNMJ5TW3EXMX20J57W,2025-01-10T20:04:34.848331584Z,"[{""text"":""the one that has letter M on right side"",""sender"":{""id"":""01JH8WTBWPGGMZMTXPEP2X4MH4"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-10T20:34:36.700933589Z,false,2025-01-10T20:34:49.585162101Z,01JH8WTBWPGGMZMTXPEP2X4MH4,2025-01-10T20:33:57.997712351Z,true,2025-01-10T20:34:49.56683235Z,01JH8W4NN4FR3VRQWN91H3DDHQ,2025-01-10T20:04:34.848331584Z,50,2025-01-10T20:04:34.848331584Z,01JH8WP11M7TGHV3X5NKDXVBXW,2025-01-10T20:33:57.997712351Z,65,2025-01-10T20:04:34.848331584Z,3,2025-01-10T20:04:34.848331584Z,4,2025-01-10T20:04:34.848331584Z,/tangrams/32_424.png,2025-01-10T20:34:49.585162101Z,/tangrams/32_424.png,2025-01-10T20:34:46.378029209Z,2,2025-01-10T20:04:35.685653184Z,true,2025-01-10T20:33:57.918568352Z,"[""/tangrams/345_130.png"",""/tangrams/34_312.png"",""/tangrams/32_424.png"",""/tangrams/323_361.png""]",2025-01-10T20:04:34.848331584Z,/tangrams/323_361.png,2025-01-10T20:04:34.848331584Z,3,2025-01-10T20:04:34.848331584Z,50,2025-01-10T20:04:34.848331584Z
01JH8XDMKF5SDW459NYB9A4530,01JH8WGGTCSVCYRJAH09HT4R66,2025-01-10T20:10:20.655749171Z,"[{""text"":""Looks like an N on the bottom and does not have two legs on top"",""sender"":{""id"":""01JH8WYH4EQJSWTJTB1WR0FRVK"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-10T20:18:47.517877192Z,true,2025-01-10T20:19:02.561867102Z,01JH8WYH4EQJSWTJTB1WR0FRVK,2025-01-10T20:18:17.084934756Z,true,2025-01-10T20:19:02.551961827Z,01JH8WGGTV4MBJGVZWK2ZTEP3G,2025-01-10T20:10:20.655749171Z,11,2025-01-10T20:10:20.655749171Z,01JH8X4Q8403S3Z04H840P3D7C,2025-01-10T20:18:17.084934756Z,65,2025-01-10T20:10:20.655749171Z,0,2025-01-10T20:10:20.655749171Z,4,2025-01-10T20:10:20.655749171Z,/tangrams/38_206.png,2025-01-10T20:19:02.561867102Z,/tangrams/38_206.png,2025-01-10T20:18:59.42333688Z,2,2025-01-10T20:10:21.168163597Z,true,2025-01-10T20:18:17.044774917Z,"[""/tangrams/38_206.png"",""/tangrams/38_42.png"",""/tangrams/138_206.png"",""/tangrams/138_42.png""]",2025-01-10T20:10:20.655749171Z,/tangrams/38_206.png,2025-01-10T20:10:20.655749171Z,12,2025-01-10T20:10:20.655749171Z,11,2025-01-10T20:10:20.655749171Z
01JH8X0NWZ5NMWX5W2TJ05NEQA,01JH8W4NMNMJ5TW3EXMX20J57W,2025-01-10T20:03:15.999163976Z,"[{""text"":""looks like an arrow pointing to the right. Has a large triangle on the left"",""sender"":{""id"":""01JH8WTWRY8SDZA9SGV7BEMG24"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-10T20:15:20.695432463Z,true,2025-01-10T20:15:40.879007364Z,01JH8WTWRY8SDZA9SGV7BEMG24,2025-01-10T20:15:01.298191812Z,true,2025-01-10T20:15:40.869319747Z,01JH8W4NN2MQK62HEAS7B81WAA,2025-01-10T20:03:15.999163976Z,15,2025-01-10T20:03:15.999163976Z,01JH8WX3MB40W9NS2S38AE9V20,2025-01-10T20:15:01.298191812Z,65,2025-01-10T20:03:15.999163976Z,0,2025-01-10T20:03:15.999163976Z,4,2025-01-10T20:03:15.999163976Z,/tangrams/281_131.png,2025-01-10T20:15:40.879007364Z,/tangrams/281_131.png,2025-01-10T20:15:37.745176684Z,2,2025-01-10T20:03:16.298029636Z,true,2025-01-10T20:15:01.263250366Z,"[""/tangrams/281_158.png"",""/tangrams/454_158.png"",""/tangrams/281_131.png"",""/tangrams/454_131.png""]",2025-01-10T20:03:15.999163976Z,/tangrams/281_131.png,2025-01-10T20:03:15.999163976Z,16,2025-01-10T20:03:15.999163976Z,15,2025-01-10T20:03:15.999163976Z
01JH8X0NXVRJ5GGT1FS1WR0G1V,01JH8W4NMNMJ5TW3EXMX20J57W,2025-01-10T20:03:16.027368269Z,"[{""text"":""Half an X with an assymetrical shape to the right of it"",""sender"":{""id"":""01JH8WX3MB40W9NS2S38AE9V20"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-10T20:15:59.544044097Z,true,2025-01-10T20:16:06.670707808Z,01JH8WX3MB40W9NS2S38AE9V20,2025-01-10T20:15:40.931084566Z,true,2025-01-10T20:16:06.660604167Z,01JH8W4NN2MQK62HEAS7B81WAA,2025-01-10T20:03:16.027368269Z,16,2025-01-10T20:03:16.027368269Z,01JH8WTWRY8SDZA9SGV7BEMG24,2025-01-10T20:15:40.931084566Z,65,2025-01-10T20:03:16.027368269Z,1,2025-01-10T20:03:16.027368269Z,4,2025-01-10T20:03:16.027368269Z,/tangrams/454_257.png,2025-01-10T20:16:06.670707808Z,/tangrams/454_257.png,2025-01-10T20:16:03.414363033Z,2,2025-01-10T20:03:16.310000093Z,true,2025-01-10T20:15:40.891835722Z,"[""/tangrams/454_131.png"",""/tangrams/454_257.png"",""/tangrams/281_257.png"",""/tangrams/281_131.png""]",2025-01-10T20:03:16.027368269Z,/tangrams/454_257.png,2025-01-10T20:03:16.027368269Z,1,2025-01-10T20:03:16.027368269Z,16,2025-01-10T20:03:16.027368269Z
01JH8X0NYZX3AWM5NHPWZCJTVF,01JH8W4NMNMJ5TW3EXMX20J57W,2025-01-10T20:03:16.063478913Z,"[{""text"":""two triangles left asymmetrical shape on the right"",""sender"":{""id"":""01JH8WTWRY8SDZA9SGV7BEMG24"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-10T20:23:38.204650165Z,true,2025-01-10T20:23:47.756252447Z,01JH8WTWRY8SDZA9SGV7BEMG24,2025-01-10T20:23:17.100607549Z,true,2025-01-10T20:23:47.745348646Z,01JH8W4NN2MQK62HEAS7B81WAA,2025-01-10T20:03:16.063478913Z,33,2025-01-10T20:03:16.063478913Z,01JH8WX3MB40W9NS2S38AE9V20,2025-01-10T20:23:17.100607549Z,65,2025-01-10T20:03:16.063478913Z,2,2025-01-10T20:03:16.063478913Z,4,2025-01-10T20:03:16.063478913Z,/tangrams/454_158.png,2025-01-10T20:23:47.756252447Z,/tangrams/454_158.png,2025-01-10T20:23:44.613549311Z,2,2025-01-10T20:03:16.5437805Z,true,2025-01-10T20:23:17.05936705Z,"[""/tangrams/89_136.png"",""/tangrams/454_158.png"",""/tangrams/454_136.png"",""/tangrams/89_158.png""]",2025-01-10T20:03:16.063478913Z,/tangrams/454_158.png,2025-01-10T20:03:16.063478913Z,2,2025-01-10T20:03:16.063478913Z,33,2025-01-10T20:03:16.063478913Z
01JH8X70ZSBW1MVK24MPAPE4Z1,01JH8W4FBD6RZQBBGX54850G97,2025-01-10T20:06:43.961421046Z,,,,,,,false,2025-01-10T20:06:43.961421046Z,01JH8W4FC1HS5KSAXDKT8CTXFV,2025-01-10T20:06:43.961421046Z,33,2025-01-10T20:06:43.961421046Z,,,65,2025-01-10T20:06:43.961421046Z,2,2025-01-10T20:06:43.961421046Z,4,2025-01-10T20:06:43.961421046Z,,,,,2,2025-01-10T20:06:44.520711526Z,false,2025-01-10T20:06:43.961421046Z,"[""/tangrams/406_358.png"",""/tangrams/332_358.png"",""/tangrams/406_74.png"",""/tangrams/332_74.png""]",2025-01-10T20:06:43.961421046Z,/tangrams/332_74.png,2025-01-10T20:06:43.961421046Z,2,2025-01-10T20:06:43.961421046Z,33,2025-01-10T20:06:43.961421046Z
01JH8YAQW040066QBK5JE52Y4M,01JH8X607X2W5NNNNAMVD232SK,2025-01-10T20:26:14.27252405Z,"[{""text"":""the flat at the top"",""sender"":{""id"":""01JH8Y4WC450C6W4NHKTEN46CV"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-10T20:33:25.168580375Z,true,2025-01-10T20:33:41.089892273Z,01JH8Y4WC450C6W4NHKTEN46CV,2025-01-10T20:33:05.66868522Z,true,2025-01-10T20:33:41.072396356Z,01JH8X608BZSQF21W5Q0DTMHTG,2025-01-10T20:26:14.27252405Z,8,2025-01-10T20:26:14.27252405Z,01JH8XGPKG9BNC8MYMXZ7NEQCD,2025-01-10T20:33:05.66868522Z,65,2025-01-10T20:26:14.27252405Z,0,2025-01-10T20:26:14.27252405Z,4,2025-01-10T20:26:14.27252405Z,/tangrams/362_49.png,2025-01-10T20:33:41.089892273Z,/tangrams/362_49.png,2025-01-10T20:33:37.882806126Z,2,2025-01-10T20:26:15.237944014Z,true,2025-01-10T20:33:05.607323694Z,"[""/tangrams/362_49.png"",""/tangrams/253_223.png"",""/tangrams/240_96.png"",""/tangrams/367_54.png""]",2025-01-10T20:26:14.27252405Z,/tangrams/362_49.png,2025-01-10T20:26:14.27252405Z,9,2025-01-10T20:26:14.27252405Z,8,2025-01-10T20:26:14.27252405Z
01JH8WYP9N6J5VS8BS758BQ3Y1,01JH8W4NMNMJ5TW3EXMX20J57W,2025-01-10T20:02:10.8699149Z,"[{""text"":""Triangles for feet"",""sender"":{""id"":""01JH8WPRNS4JRD0P221J2TRZFA"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-10T20:20:03.429941544Z,true,2025-01-10T20:20:09.08750156Z,01JH8WPRNS4JRD0P221J2TRZFA,2025-01-10T20:19:55.89679873Z,true,2025-01-10T20:20:09.075159777Z,01JH8W4NN2MQK62HEARTH2913J,2025-01-10T20:02:10.8699149Z,53,2025-01-10T20:02:10.8699149Z,01JH8WS6CDX5XM5HYAA6E9CGV0,2025-01-10T20:19:55.89679873Z,65,2025-01-10T20:02:10.8699149Z,3,2025-01-10T20:02:10.8699149Z,4,2025-01-10T20:02:10.8699149Z,/tangrams/193_183.png,2025-01-10T20:20:09.08750156Z,/tangrams/193_183.png,2025-01-10T20:20:05.952429981Z,2,2025-01-10T20:02:11.568486383Z,true,2025-01-10T20:19:55.858711209Z,"[""/tangrams/193_183.png"",""/tangrams/107_18.png"",""/tangrams/43_424.png"",""/tangrams/101_325.png""]",2025-01-10T20:02:10.8699149Z,/tangrams/193_183.png,2025-01-10T20:02:10.8699149Z,6,2025-01-10T20:02:10.8699149Z,53,2025-01-10T20:02:10.8699149Z
01JH8X0NWMGVSZ2GYYZCRC2M15,01JH8W4NMNMJ5TW3EXMX20J57W,2025-01-10T20:03:15.988216836Z,"[{""text"":""two triangles on the left. Then 3 larger triangles to the right of it which get smaller and smaller"",""sender"":{""id"":""01JH8WX3MB40W9NS2S38AE9V20"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""there's a gap between the left sided triangles"",""sender"":{""id"":""01JH8WX3MB40W9NS2S38AE9V20"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-10T20:09:12.959511756Z,true,2025-01-10T20:09:27.846398829Z,01JH8WX3MB40W9NS2S38AE9V20,2025-01-10T20:08:33.777848859Z,true,2025-01-10T20:09:27.837684704Z,01JH8W4NN2MQK62HEAS7B81WAA,2025-01-10T20:03:15.988216836Z,6,2025-01-10T20:03:15.988216836Z,01JH8WTWRY8SDZA9SGV7BEMG24,2025-01-10T20:08:33.777848859Z,65,2025-01-10T20:03:15.988216836Z,0,2025-01-10T20:03:15.988216836Z,4,2025-01-10T20:03:15.988216836Z,/tangrams/281_158.png,2025-01-10T20:09:27.846398829Z,/tangrams/281_158.png,2025-01-10T20:09:24.755603702Z,2,2025-01-10T20:03:16.193356819Z,true,2025-01-10T20:08:33.75196001Z,"[""/tangrams/281_136.png"",""/tangrams/89_136.png"",""/tangrams/281_158.png"",""/tangrams/89_158.png""]",2025-01-10T20:03:15.988216836Z,/tangrams/281_158.png,2025-01-10T20:03:15.988216836Z,7,2025-01-10T20:03:15.988216836Z,6,2025-01-10T20:03:15.988216836Z
01JH8YNEN52MP7912E17H99037,01JH8X9NWN8P5ATD610V90J8DB,2025-01-10T20:32:05.28591464Z,"[{""text"":""a box on top of a triangle op top of three smaller shapes"",""sender"":{""id"":""01JH8XZ95K9GSSCBP9GQ2JCG32"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-10T20:47:16.565651189Z,true,2025-01-10T20:47:43.722978099Z,01JH8XZ95K9GSSCBP9GQ2JCG32,2025-01-10T20:46:43.510631583Z,true,2025-01-10T20:47:43.704212021Z,01JH8X9NXEH44B0QFWNV12FM33,2025-01-10T20:32:05.28591464Z,23,2025-01-10T20:32:05.28591464Z,01JH8YFF2W3SWFC5SPNNWN74MK,2025-01-10T20:46:43.510631583Z,65,2025-01-10T20:32:05.28591464Z,1,2025-01-10T20:32:05.28591464Z,4,2025-01-10T20:32:05.28591464Z,/tangrams/173_216.png,2025-01-10T20:47:43.722978099Z,/tangrams/173_216.png,2025-01-10T20:47:40.501814622Z,2,2025-01-10T20:32:07.025537487Z,true,2025-01-10T20:46:43.43895334Z,"[""/tangrams/173_216.png"",""/tangrams/188_262.png"",""/tangrams/171_388.png"",""/tangrams/245_136.png""]",2025-01-10T20:32:05.28591464Z,/tangrams/173_216.png,2025-01-10T20:32:05.28591464Z,8,2025-01-10T20:32:05.28591464Z,23,2025-01-10T20:32:05.28591464Z
01JH8YNF4H1G3DWY60N6CGDGWS,01JH8X9NWN8P5ATD610V90J8DB,2025-01-10T20:32:05.777934329Z,"[{""text"":""Lightning bolt"",""sender"":{""id"":""01JH8YFF2W3SWFC5SPNNWN74MK"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-10T20:57:37.651403145Z,true,2025-01-10T20:57:43.959109534Z,01JH8YFF2W3SWFC5SPNNWN74MK,2025-01-10T20:57:33.903100846Z,true,2025-01-10T20:57:43.941313084Z,01JH8X9NXEH44B0QFWNV12FM33,2025-01-10T20:32:05.777934329Z,42,2025-01-10T20:32:05.777934329Z,01JH8XZ95K9GSSCBP9GQ2JCG32,2025-01-10T20:57:33.903100846Z,65,2025-01-10T20:32:05.777934329Z,2,2025-01-10T20:32:05.777934329Z,4,2025-01-10T20:32:05.777934329Z,/tangrams/110_301.png,2025-01-10T20:57:43.959109534Z,/tangrams/110_301.png,2025-01-10T20:57:40.771797382Z,2,2025-01-10T20:32:07.867515927Z,true,2025-01-10T20:57:33.805456137Z,"[""/tangrams/110_301.png"",""/tangrams/164_95.png"",""/tangrams/304_17.png"",""/tangrams/171_388.png""]",2025-01-10T20:32:05.777934329Z,/tangrams/110_301.png,2025-01-10T20:32:05.777934329Z,11,2025-01-10T20:32:05.777934329Z,42,2025-01-10T20:32:05.777934329Z
