text,player_id,role,message_number,message_irrelevant,time_stamp,trial_id
one arm out to each side kinda leaning?,67,matcher,2,NA,NA,4271
yes,196,describer,3,TRUE,NA,4271
they are sitting but i cannot see their legs. it looks sort of like a car seat.,196,describer,1,NA,NA,4272
is their back to the left and they kinda look like they have rabbit ears,67,matcher,2,NA,NA,4272
"no, not that one",196,describer,3,NA,NA,4272
they look like an ice skater,196,describer,1,NA,NA,4273
they are leaning forward,196,describer,2,NA,NA,4273
it looks like they are falling forward,196,describer,1,NA,NA,4274
with an arm out on each side?,67,matcher,2,NA,NA,4274
yes,196,describer,3,TRUE,NA,4274
standing completely upright pointing to your left,196,describer,1,NA,NA,4275
'rabbit ears',196,describer,1,NA,NA,4276
with the back to the left or to the right?,67,matcher,2,NA,NA,4276
to the left,196,describer,3,NA,NA,4276
arms out like an airplane,196,describer,1,NA,NA,4277
on their knees,196,describer,2,NA,NA,4277
on their knees as if they are praying with hands in front,196,describer,1,NA,NA,4278
looks like they are falling forward,196,describer,1,NA,NA,4279
standing upright with one foot off ground,196,describer,1,NA,NA,4280
looks like ice skater,196,describer,1,NA,NA,4281
standing upright with knees bent and hands together in front,196,describer,1,NA,NA,4282
"completely upright, their body is a square on your left hand side",196,describer,1,NA,NA,4283
standing with arms up in the air on each side,196,describer,1,NA,NA,4284
slightly tilted,196,describer,2,NA,NA,4284
'rabbit ears' with back on your left hand side,196,describer,1,NA,NA,4285
looks like a car seat,196,describer,1,NA,NA,4286
sitting on floor with legs in front,196,describer,1,NA,NA,4287
back standing upright and finger pointing to your left,196,describer,1,NA,NA,4288
sorry ignore first word,196,describer,2,TRUE,NA,4288
upright with one foot off ground,196,describer,1,NA,NA,4289
looking to your right,196,describer,2,NA,NA,4289
upright with finger pointing to your left,196,describer,1,NA,NA,4290
'rabbit ears',196,describer,1,NA,NA,4291
falling forward,196,describer,1,NA,NA,4292
upright with arms up in the air on each side,196,describer,1,NA,NA,4293
body slightly tilted,196,describer,2,NA,NA,4293
upright with legs slightly bent and hands in front,196,describer,1,NA,NA,4294
"on knees, back to your left and hands in front",196,describer,1,NA,NA,4295
sitting with back to your right and legs in front,196,describer,1,NA,NA,4296
looks like a car seat,196,describer,1,NA,NA,4297
on knees with arms extended like airplane wings,196,describer,1,NA,NA,4298
back to your left,196,describer,2,NA,NA,4298
looks like ice skater moving to your left,196,describer,1,NA,NA,4299
"upright, body is square shape on your left side",196,describer,1,NA,NA,4300
"upright, one foot off ground. moving to your right",196,describer,1,NA,NA,4301
"upright, knees partly bent with back to your left",196,describer,1,NA,NA,4302
"upright, body is square shape on your left",196,describer,1,NA,NA,4303
falling forward,196,describer,1,NA,NA,4304
sorry,67,matcher,1,TRUE,NA,4305
no problem,196,describer,2,TRUE,NA,4305
"upright, finger pointing to your left",196,describer,3,NA,NA,4305
"on knees, back to your left and arms like airplane wings",196,describer,1,NA,NA,4306
sitting with back to your right with legs in front,196,describer,1,NA,NA,4307
kneeling with back to your left and hands in front,196,describer,1,NA,NA,4308
'car seat',196,describer,1,NA,NA,4309
ice skater,196,describer,1,NA,NA,4310
rabbit ears,196,describer,1,NA,NA,4311
"upright with arms up in air, body slightly tilted",196,describer,1,NA,NA,4312
same one,196,describer,1,NA,NA,4313
ice skater,196,describer,1,NA,NA,4314
rabbit ears,196,describer,1,NA,NA,4315
"upright, one foot off ground, moving to your right",196,describer,1,NA,NA,4316
falling forward,196,describer,1,NA,NA,4317
on knees with arms like airplane wings,196,describer,1,NA,NA,4318
upright with finger pointing to your left,196,describer,1,NA,NA,4319
car seat,196,describer,1,NA,NA,4320
kneeling with hands in front,196,describer,1,NA,NA,4321
back to your left,196,describer,2,NA,NA,4321
"upright, knees partly bent, back to your left",196,describer,1,NA,NA,4322
left side of body is a square,196,describer,1,NA,NA,4323
sitting with back to your right legs in front,196,describer,1,NA,NA,4324
same,196,describer,1,NA,NA,4325
arms like airplane wings,196,describer,1,NA,NA,4326
ice skater,196,describer,1,NA,NA,4327
rabbit ears,196,describer,1,NA,NA,4328
one foot off ground,196,describer,1,NA,NA,4329
car seat,196,describer,1,NA,NA,4330
"sorry, my bad",67,matcher,1,TRUE,NA,4331
no worries,196,describer,2,TRUE,NA,4331
falling forward,196,describer,3,NA,NA,4331
"on knees with back to your left, hands in front",196,describer,1,NA,NA,4332
"upright, knees partly bent",196,describer,1,NA,NA,4333
"upright, arms in air, body tilted",196,describer,1,NA,NA,4334
left side of body is a square,196,describer,1,NA,NA,4335
"upright, finger pointer to your left.  great job!!",196,describer,1,NA,NA,4336
its the one that looks like the guy is leaning to the left with his arms raised,197,describer,1,NA,NA,4337
looks like the guys legs are bent forward looking to the right,197,describer,1,NA,NA,4338
it doesnot look like a guy but the square is falling to the left with a partical triangle on the bottom right,197,describer,1,NA,NA,4339
partial,197,describer,2,NA,NA,4339
looks like he is on one leg with a his right foot bent straight back,197,describer,1,NA,NA,4340
sitting on the ground knees bent head tilited head is just a square,197,describer,1,NA,NA,4341
does not look like a guy has a diamond on top half of the body is square,197,describer,1,NA,NA,4342
does not?,68,matcher,2,NA,NA,4342
it has a diamond in the middle half square with pointy part on left side of partial square,197,describer,3,NA,NA,4342
diamond is on top of the half square,197,describer,4,NA,NA,4342
a half square like a rectangle or a triangle,68,matcher,5,NA,NA,4342
rectangle,197,describer,6,NA,NA,4342
same one you just picked,197,describer,1,NA,NA,4343
square head with tip of tringle angle touching bottom of the head,197,describer,1,NA,NA,4344
diamond head looks like tip of triangle pointing left but with a pointy tip of triangle in the back,197,describer,1,NA,NA,4345
cayman facing right with diamond on his head.,198,describer,1,NA,NA,4346
facing left with leg raised in front of himself.,198,describer,1,NA,NA,4347
hi,199,describer,1,TRUE,NA,4348
hi,70,matcher,2,TRUE,NA,4348
"the one you need to pick is one with a rectangle base with the right side a little bit missing, and a diamond square at the top middle of the rectangle",199,describer,3,NA,NA,4348
"the one you need looks like a person sitting down, legs pointed left, head tilted back, with a triangle stuck to the right side neck",199,describer,1,NA,NA,4349
"this one has somewhat of a hexagonal base, with a triangle jutting out the bottom right of it. diamond square at the very top.",199,describer,1,NA,NA,4350
triangle base with a 'head' and rabbit ears to the top left,199,describer,1,NA,NA,4351
"looks like an ice skater doing a move, left is a diamond on top of two triangles, right side has a smaller triangle",199,describer,1,NA,NA,4352
"looks like a person pitching a ball in baseball, with the diamond head at the very top right",199,describer,1,NA,NA,4353
"person pointing left, rectangular base with left pointed feet",199,describer,1,NA,NA,4354
person with legs that look like '>' pointing right,199,describer,1,NA,NA,4355
"person pointing right, but not'>' instead it looks like two triangles pointing right",199,describer,1,NA,NA,4356
person sitting/laying down to the left. upside down triangle at the bottom left,199,describer,1,NA,NA,4357
"parallelogram at the bottom, with two triangles to the right side of the thing",199,describer,1,NA,NA,4358
the triangles seem to be only touching by the tips,199,describer,2,NA,NA,4358
"looks like a person raising both arms, with a body slanted pointing to the bottom right",199,describer,1,NA,NA,4359
hexagon person with the triangle to bottom right,199,describer,1,NA,NA,4360
rabbit ears,199,describer,1,NA,NA,4361
with the triangle base,199,describer,2,NA,NA,4361
person with the '>' legs,199,describer,1,NA,NA,4362
"the one with a parallelogram on the bottom left, and two triangles touching with the tip on the right side",199,describer,1,NA,NA,4363
"person raising both arms, with a body slanted pointing to the bottom right",199,describer,1,NA,NA,4364
the sitting person getting stabbed in the neck by a triangle,199,describer,1,NA,NA,4365
"the one that looks like he's about to throw a pitch, with the square head to the top right, 2 feet pointed left",199,describer,1,NA,NA,4366
the pitcher,70,matcher,2,NA,NA,4366
that wasnt it,199,describer,1,TRUE,NA,4367
mis- click,70,matcher,2,TRUE,NA,4367
oh,199,describer,3,TRUE,NA,4367
"the person laying down, with the upside down triangle on the bottom left",199,describer,4,NA,NA,4367
the hobo,70,matcher,5,NA,NA,4367
ice skater,199,describer,1,NA,NA,4368
the rectangle base with feet/arms pointing left,199,describer,1,NA,NA,4369
and the diamond head on top of the triangle,199,describer,2,NA,NA,4369
monk left?,70,matcher,3,NA,NA,4369
yeah,199,describer,4,TRUE,NA,4369
"rectangle base, right part somewhat missing",199,describer,1,NA,NA,4370
toddler facing right?,70,matcher,2,NA,NA,4370
no,199,describer,3,TRUE,NA,4370
"the rectangle base, not hexagon",199,describer,4,NA,NA,4370
that is what i meant,70,matcher,1,TRUE,NA,4371
ok,199,describer,2,TRUE,NA,4371
toddler facing right,70,matcher,3,NA,NA,4371
"kneeling facing right, but not the '>' legs. looks like a fast forward icon for the legs",199,describer,4,NA,NA,4371
squatting monk?,70,matcher,5,NA,NA,4371
isn't the squatting one the '>',199,describer,6,NA,NA,4371
kneeling,70,matcher,1,NA,NA,4372
hexagon base with the triangle bottom right,199,describer,2,NA,NA,4372
baby,70,matcher,3,NA,NA,4372
"parallelogram on the bottom left, and two triangles touching with the tip on the right side",199,describer,1,NA,NA,4373
with the square looks like it's sliding down a left slope at the top,199,describer,2,NA,NA,4373
low kick,70,matcher,1,NA,NA,4374
hobo,199,describer,2,NA,NA,4374
rabbit ears,199,describer,1,NA,NA,4375
pitcher,199,describer,1,NA,NA,4376
skater,199,describer,1,NA,NA,4377
neck stab,199,describer,1,NA,NA,4378
kneeling to the right,199,describer,1,NA,NA,4379
'>' right,199,describer,1,NA,NA,4380
"person raising both arms, with a body slanted pointing to the bottom right",199,describer,1,NA,NA,4381
ghost,70,matcher,2,NA,NA,4381
the rectangle with the missing right side,199,describer,1,NA,NA,4382
monk left,199,describer,1,NA,NA,4383
skater,199,describer,1,NA,NA,4384
"parallelogram on the bottom left, and two triangles touching with the tip on the right side low kick (forgot what it's called)",199,describer,1,NA,NA,4385
low kick,70,matcher,1,NA,NA,4386
oh right,199,describer,2,TRUE,NA,4386
monk left,199,describer,3,NA,NA,4386
toddler facing right,199,describer,1,NA,NA,4387
baby,70,matcher,1,NA,NA,4388
oh,199,describer,2,TRUE,NA,4388
my mistake,199,describer,3,TRUE,NA,4388
kneeling monk right,199,describer,4,NA,NA,4388
rabbit ears,199,describer,1,NA,NA,4389
pitcher,199,describer,1,NA,NA,4390
hobo,199,describer,1,NA,NA,4391
ghost,199,describer,1,NA,NA,4392
toddler facing right,199,describer,1,NA,NA,4393
'>' legs,199,describer,1,NA,NA,4394
triangle stab,199,describer,1,NA,NA,4395
rabbit ears,199,describer,1,NA,NA,4396
'>' legs,199,describer,1,NA,NA,4397
ghost,199,describer,1,NA,NA,4398
pitcher,199,describer,1,NA,NA,4399
skater,199,describer,1,NA,NA,4400
hobo,199,describer,1,NA,NA,4401
triangle stab,199,describer,1,NA,NA,4402
low kick,199,describer,1,NA,NA,4403
toddler facing right,199,describer,1,NA,NA,4404
baby,199,describer,1,NA,NA,4405
monk left,199,describer,1,NA,NA,4406
kneeling monk right,199,describer,1,NA,NA,4407
low kick,199,describer,1,NA,NA,4408
rabbit ears,199,describer,1,NA,NA,4409
skater,199,describer,1,NA,NA,4410
triangle stab,199,describer,1,NA,NA,4411
monk left,199,describer,1,NA,NA,4412
toddler facing right,199,describer,1,NA,NA,4413
pitcher,199,describer,1,NA,NA,4414
kneeling monk right,199,describer,1,NA,NA,4415
sorry,70,matcher,1,TRUE,NA,4416
'>' legs,199,describer,2,NA,NA,4416
hobo,199,describer,1,NA,NA,4417
ghost,199,describer,1,NA,NA,4418
baby,199,describer,1,NA,NA,4419
hi,200,describer,1,TRUE,NA,4420
hi!,71,matcher,2,TRUE,NA,4420
it looks like a partial box with a diamond head,200,describer,3,NA,NA,4420
the right part of the box is missing,200,describer,4,NA,NA,4420
this one looks like a man with his knees bent to the right and holding his hands out to the right,200,describer,1,NA,NA,4421
does he have a mini triangle protruding from his back?,71,matcher,2,NA,NA,4421
no,200,describer,3,TRUE,NA,4421
are his hands together or apart?,71,matcher,4,NA,NA,4421
together,200,describer,5,NA,NA,4421
this one the man is facing to the left and holding a book,200,describer,1,NA,NA,4422
it looks like a priest in a robe,200,describer,2,NA,NA,4422
the man is holding his arms out to the left and he is balancing on 1 leg,200,describer,1,NA,NA,4423
his other leg is going right,200,describer,2,NA,NA,4423
this one there is the diamond head and then a triangle hanging off of it,200,describer,1,NA,NA,4424
could look like someone sitting on their knees?,200,describer,2,NA,NA,4424
triangle coming out of the back as well?,71,matcher,3,NA,NA,4424
yes,200,describer,4,TRUE,NA,4424
this one is sort of bean shaped with a diamond head,200,describer,1,NA,NA,4425
no arms,200,describer,2,NA,NA,4425
big triangle coming out of the right side and a small one out of the left,200,describer,1,NA,NA,4426
could look like someone on their knees,200,describer,2,NA,NA,4426
this one is like a person sitting down with his legs out facing left,200,describer,1,NA,NA,4427
"this one has both arms out to the sides, like his arms are up praying",200,describer,1,NA,NA,4428
also looks like he is sitting on his knees?,71,matcher,2,NA,NA,4428
looks like there are no legs,200,describer,3,NA,NA,4428
he has an arm to the right and one to the left,200,describer,4,NA,NA,4428
this one looks like a bunny,200,describer,1,NA,NA,4429
2 triangles are coming out of the head,200,describer,2,NA,NA,4429
this one looks like he is about to take a big step,200,describer,1,NA,NA,4430
arms facing to left?,71,matcher,2,NA,NA,4430
and his head is tilted toward the far right corner,200,describer,3,NA,NA,4430
yes,200,describer,4,TRUE,NA,4430
"this one the head is tilted toward the top left corner, the arms facing right",200,describer,1,NA,NA,4431
and the body goes toward the bottom left corner with a small triangle in bottom right corner,200,describer,2,NA,NA,4431
this one looks like someone on their knees again and the triangle hanging off the head,200,describer,1,NA,NA,4432
this one has the bean body,200,describer,1,NA,NA,4433
bunny,200,describer,1,NA,NA,4434
walking with right tilting head,200,describer,1,NA,NA,4435
box with right bottom portion missing,200,describer,1,NA,NA,4436
person sitting and facing to the left,200,describer,1,NA,NA,4437
priest holding out a bible,200,describer,1,NA,NA,4438
person with their arms up in the air,200,describer,1,NA,NA,4439
person pending knees and holding both arms out together to the right,200,describer,1,NA,NA,4440
person sitting on knees with big triangle on right and small one out of the back,200,describer,1,NA,NA,4441
person facing left with arms out and balancing on 1 leg,200,describer,1,NA,NA,4442
other leg out to the right,200,describer,2,NA,NA,4442
"person with body bend toward bottom left, arms are held up toward top right",200,describer,1,NA,NA,4443
small triangle hanging in bottom right,200,describer,2,NA,NA,4443
bunny,200,describer,1,NA,NA,4444
person taking a step to the left,200,describer,1,NA,NA,4445
bean,200,describer,1,NA,NA,4446
triangle hanging off of head,200,describer,1,NA,NA,4447
small triangle hanging in bottom right corner,200,describer,1,NA,NA,4448
priest,200,describer,1,NA,NA,4449
box,200,describer,1,NA,NA,4450
big triangle to the right and small one to the left,200,describer,1,NA,NA,4451
bending knees and holding arms out to right,200,describer,1,NA,NA,4452
arms up in the air,200,describer,1,NA,NA,4453
sitting down and facing left,200,describer,1,NA,NA,4454
balancing on one leg,200,describer,1,NA,NA,4455
bunny,200,describer,1,NA,NA,4456
sitting down,200,describer,1,NA,NA,4457
triangle off of head,200,describer,1,NA,NA,4458
small triangle bottom right,200,describer,1,NA,NA,4459
big triangle right and small triangle left,200,describer,1,NA,NA,4460
arms up,200,describer,1,NA,NA,4461
walking,200,describer,1,NA,NA,4462
bean,200,describer,1,NA,NA,4463
priest,200,describer,1,NA,NA,4464
bent knees,200,describer,1,NA,NA,4465
balancing on 1 leg,200,describer,1,NA,NA,4466
box,200,describer,1,NA,NA,4467
big triangle right and small left,200,describer,1,NA,NA,4468
sitting down,200,describer,1,NA,NA,4469
bean,200,describer,1,NA,NA,4470
bent knees,200,describer,1,NA,NA,4471
box,200,describer,1,NA,NA,4472
small triangle bottom right,200,describer,1,NA,NA,4473
arms in air,200,describer,1,NA,NA,4474
priest,200,describer,1,NA,NA,4475
triangle off head,200,describer,1,NA,NA,4476
walking,200,describer,1,NA,NA,4477
balancing,200,describer,1,NA,NA,4478
bunny,200,describer,1,NA,NA,4479
priest,200,describer,1,NA,NA,4480
bent knees,200,describer,1,NA,NA,4481
triangle off head,200,describer,1,NA,NA,4482
box,200,describer,1,NA,NA,4483
walking,200,describer,1,NA,NA,4484
small triangle bottom right,200,describer,1,NA,NA,4485
bean,200,describer,1,NA,NA,4486
balancing,200,describer,1,NA,NA,4487
big triangle right small left,200,describer,1,NA,NA,4488
arms in air,200,describer,1,NA,NA,4489
thanks :),200,describer,1,TRUE,NA,4490
sitting,200,describer,2,NA,NA,4490
you were great!,71,matcher,3,TRUE,NA,4490
bunny,200,describer,1,NA,NA,4491
looks like a person facing the left with a plate,201,describer,1,NA,NA,4492
person facing right kinda kneeling with a plate,201,describer,1,NA,NA,4493
squatting maybe,201,describer,2,NA,NA,4493
"so the one with the point out the back, not the more flat back?",72,matcher,3,NA,NA,4493
flat back,201,describer,4,NA,NA,4493
"head thrown back, one leg lifted facing left",201,describer,1,NA,NA,4494
"flat back, kneeling",201,describer,1,NA,NA,4495
facing right,201,describer,2,NA,NA,4495
"sitting, legs out facing right",201,describer,1,NA,NA,4496
left,201,describer,2,NA,NA,4496
sorry,201,describer,3,TRUE,NA,4496
"kneeling, facing with with plate, pointed back",201,describer,1,NA,NA,4497
right,201,describer,2,NA,NA,4497
falling backwards towards left,201,describer,1,NA,NA,4498
arms up,201,describer,2,NA,NA,4498
"falling towards the left, or arms aiming left?",72,matcher,3,NA,NA,4498
falling towards left,201,describer,4,NA,NA,4498
"ah, both arms up, one on each side?",72,matcher,5,NA,NA,4498
both up,201,describer,6,NA,NA,4498
"sitting, facing right, big bow on head",201,describer,1,NA,NA,4499
"facing left, standing on one leg, arms out left, one leg up pointing right",201,describer,1,NA,NA,4500
kinda looks like a high heel shoe with the heel on the right,201,describer,1,NA,NA,4501
flat on left side below head,201,describer,1,NA,NA,4502
on the right there is a point at top and bottom,201,describer,2,NA,NA,4502
facing right,201,describer,3,NA,NA,4502
"sitting, facing right, head tilted, big pony tail",201,describer,1,NA,NA,4503
facing left,201,describer,2,NA,NA,4503
sorry,201,describer,3,TRUE,NA,4503
"one leg down, one leg up on right",201,describer,1,NA,NA,4504
arms left,201,describer,2,NA,NA,4504
sitting big pony tail,201,describer,1,NA,NA,4505
shoe,201,describer,1,NA,NA,4506
"sitting facing right, no arms",201,describer,1,NA,NA,4507
flat back,201,describer,2,NA,NA,4507
no bow,201,describer,3,NA,NA,4507
"flat back below head, point on right top and bottom",201,describer,1,NA,NA,4508
slight kneel facing right with plate flat back,201,describer,1,NA,NA,4509
facing left sitting legs bent at knees,201,describer,1,NA,NA,4510
facing left head thrown back one leg down one leg up arms left,201,describer,1,NA,NA,4511
facing left flat back standing holding plate,201,describer,1,NA,NA,4512
falling towards left,201,describer,1,NA,NA,4513
arms up,201,describer,2,NA,NA,4513
kneeling facing right pointy back with plate,201,describer,1,NA,NA,4514
"sitting, facing right, big bow",201,describer,1,NA,NA,4515
"kneeling, right, point back, plate",201,describer,1,NA,NA,4516
"falling left, arms up",201,describer,1,NA,NA,4517
"flat back below head, right point top and bottom",201,describer,1,NA,NA,4518
"facing left, standing, with plate, flat back",201,describer,1,NA,NA,4519
standing,201,describer,2,NA,NA,4519
"sitting, legs bent at knees",201,describer,1,NA,NA,4520
facing left,201,describer,2,NA,NA,4520
"squat, plate, facing right, flat back",201,describer,1,NA,NA,4521
"facing left, head thrown back, one leg up, one left down, arms left",201,describer,1,NA,NA,4522
big bow on head,201,describer,1,NA,NA,4523
shoe,201,describer,1,NA,NA,4524
big pony tail,201,describer,1,NA,NA,4525
"kneeling, facing right, flat back",201,describer,1,NA,NA,4526
"facing left, one leg down, one leg up towards the right, arms left",201,describer,1,NA,NA,4527
"flat back below head, point on right top and bottom",201,describer,1,NA,NA,4528
"kneeling facing right, pointy back",201,describer,1,NA,NA,4529
plate,201,describer,2,NA,NA,4529
sitting legs bent at knees,201,describer,1,NA,NA,4530
shoe,201,describer,1,NA,NA,4531
"one leg down, one leg up towards right",201,describer,1,NA,NA,4532
pony tail,201,describer,1,NA,NA,4533
"squat, facing right, plate",201,describer,1,NA,NA,4534
"facing right, flat back, kneel",201,describer,1,NA,NA,4535
falling left arms up,201,describer,1,NA,NA,4536
standing facing left plate flat back,201,describer,1,NA,NA,4537
big bow,201,describer,1,NA,NA,4538
facing left head back one leg up towards left,201,describer,1,NA,NA,4539
"standing, facing left, flat back",201,describer,1,NA,NA,4540
big bow,201,describer,1,NA,NA,4541
"squat, right, plate, flat back",201,describer,1,NA,NA,4542
falling left arms up,201,describer,1,NA,NA,4543
one leg up on left,201,describer,1,NA,NA,4544
head back,201,describer,2,NA,NA,4544
pony tail,201,describer,1,NA,NA,4545
"right, kneel, plate, pointy back",201,describer,1,NA,NA,4546
shoe,201,describer,1,NA,NA,4547
"left, kneel, flat back",201,describer,1,NA,NA,4548
legs bent at knees,201,describer,1,NA,NA,4549
one leg up right,201,describer,1,NA,NA,4550
"flat back, facing right point at top and bottom",201,describer,1,NA,NA,4551
falling arms up,201,describer,1,NA,NA,4552
one leg up left,201,describer,1,NA,NA,4553
shoe,201,describer,1,NA,NA,4554
big bow,201,describer,1,NA,NA,4555
one leg up right,201,describer,1,NA,NA,4556
squat right plate,201,describer,1,NA,NA,4557
kneel right flat back,201,describer,1,NA,NA,4558
flat back right point top and bottom,201,describer,1,NA,NA,4559
legs bent at knees,201,describer,1,NA,NA,4560
standing left with [plate,201,describer,1,NA,NA,4561
flat back,201,describer,2,NA,NA,4561
pointy back right kneel plate,201,describer,1,NA,NA,4562
pony tail,201,describer,1,NA,NA,4563
hi,202,describer,1,TRUE,NA,4564
hello,73,matcher,2,TRUE,NA,4564
looks like a man sitting down,202,describer,3,NA,NA,4564
a man flying,202,describer,1,NA,NA,4565
two diamond shapes above it stacked,202,describer,1,NA,NA,4566
a priest praying,202,describer,1,NA,NA,4567
a rabbit sitting next to something,202,describer,1,NA,NA,4568
a shoe,202,describer,1,NA,NA,4569
a man bending at the knees,202,describer,1,NA,NA,4570
a cliff with a diamond at the top,202,describer,1,NA,NA,4571
a man looking at the ground with his leg up,202,describer,1,NA,NA,4572
"aw, i would have said that one was doing the zombie walk",73,matcher,1,NA,NA,4573
yeah these are hard to explain,202,describer,2,TRUE,NA,4573
is there any other way you can think of?,202,describer,3,TRUE,NA,4573
"yeah, but you're doing well",73,matcher,4,TRUE,NA,4573
"nah, you're doing well",73,matcher,5,TRUE,NA,4573
likening to a person's silhouette works,73,matcher,6,NA,NA,4573
ok,202,describer,7,TRUE,NA,4573
feel free to be silly with your explanations,73,matcher,8,NA,NA,4573
this one's hard because a lot of them look like they're sitting,202,describer,9,NA,NA,4573
looks like a man sitting staring forward,202,describer,10,NA,NA,4573
"hah, got it",73,matcher,1,TRUE,NA,4574
"a dog laying down looking up at its owner, big floppy ears",202,describer,2,NA,NA,4574
"aw, that was a weird shape for sure",73,matcher,1,NA,NA,4575
a man with two hands forward kicking his leg behind him,202,describer,2,NA,NA,4575
he's ice skating!,73,matcher,1,NA,NA,4576
priest again,202,describer,2,NA,NA,4576
yes,202,describer,3,TRUE,NA,4576
man sitting next to something looking down,202,describer,1,NA,NA,4577
bending at the knees,202,describer,1,NA,NA,4578
looking forward,202,describer,1,NA,NA,4579
"cliff with a diamond at the top, cliff on the right side",202,describer,1,NA,NA,4580
straight edge on left,202,describer,2,NA,NA,4580
"aw, sorry, i thought it was that one but then your extra explanation sounded like more",73,matcher,1,TRUE,NA,4581
diamond balancing at the top,202,describer,2,NA,NA,4581
bunny sitting next to something looking down,202,describer,1,NA,NA,4582
"looks kind of like a shoe with a heel, also diamond falling off the left side of the top",202,describer,1,NA,NA,4583
"man kicking his leg up in the air, diamond falling off his back",202,describer,1,NA,NA,4584
flying man,202,describer,1,NA,NA,4585
ice skater,202,describer,1,NA,NA,4586
dog looking up at owner,202,describer,1,NA,NA,4587
bunny by tree,202,describer,1,NA,NA,4588
looking forward,202,describer,1,NA,NA,4589
2 diamonds stacked on top,202,describer,1,NA,NA,4590
diamond on cliff,202,describer,1,NA,NA,4591
priest,202,describer,1,NA,NA,4592
man sitting looking down,202,describer,1,NA,NA,4593
leg bend,202,describer,1,NA,NA,4594
ice skater,202,describer,1,NA,NA,4595
"leg up, diamond falling on back",202,describer,1,NA,NA,4596
shoe,202,describer,1,NA,NA,4597
dog looking up at owner,202,describer,1,NA,NA,4598
flying,202,describer,1,NA,NA,4599
2 balancing,202,describer,1,NA,NA,4600
two stacked,202,describer,2,NA,NA,4600
i mean,202,describer,3,TRUE,NA,4600
man sitting looking down,202,describer,1,NA,NA,4601
bunny by tree,202,describer,1,NA,NA,4602
leg bend,202,describer,1,NA,NA,4603
ice skater,202,describer,1,NA,NA,4604
dog,202,describer,1,NA,NA,4605
cliff,202,describer,1,NA,NA,4606
"leg up, diamond on back",202,describer,1,NA,NA,4607
flying,202,describer,1,NA,NA,4608
priest,202,describer,1,NA,NA,4609
shoe,202,describer,1,NA,NA,4610
looking forward,202,describer,1,NA,NA,4611
dog,202,describer,1,NA,NA,4612
shoe,202,describer,1,NA,NA,4613
flying,202,describer,1,NA,NA,4614
2 stacked,202,describer,1,NA,NA,4615
looking forward,202,describer,1,NA,NA,4616
sitting looking down,202,describer,1,NA,NA,4617
ice skater,202,describer,1,NA,NA,4618
"leg up, diamond on back",202,describer,1,NA,NA,4619
priest,202,describer,1,NA,NA,4620
cliff,202,describer,1,NA,NA,4621
bunny,202,describer,1,NA,NA,4622
leg bend,202,describer,1,NA,NA,4623
bunny,202,describer,1,NA,NA,4624
flying,202,describer,1,NA,NA,4625
cliff,202,describer,1,NA,NA,4626
look forward,202,describer,1,NA,NA,4627
"sitting, looking down",202,describer,1,NA,NA,4628
priest,202,describer,1,NA,NA,4629
"leg up, diamond on back",202,describer,1,NA,NA,4630
ice skater,202,describer,1,NA,NA,4631
stacked,202,describer,1,NA,NA,4632
shoe,202,describer,1,NA,NA,4633
dog,202,describer,1,NA,NA,4634
"great job, last one!",202,describer,1,TRUE,NA,4635
:),73,matcher,2,TRUE,NA,4635
"have a good day, friend :)",202,describer,3,TRUE,NA,4635
man bending at knees,202,describer,4,NA,NA,4635
"thanks, you too!",73,matcher,5,TRUE,NA,4635
looks like a ballerina leaning left with foot up and pointing to the right,203,describer,1,NA,NA,4636
the foot is pointing right?,74,matcher,2,NA,NA,4636
yes and two triangle points are pointing left like arms,203,describer,3,NA,NA,4636
looks like a person facing right and kneeling down. flat bottom,203,describer,1,NA,NA,4637
"that was my bad, i should have checked with you on that last one.",74,matcher,1,TRUE,NA,4638
no problem. this one is hard. triangle on top. pentagon under that. then slanted bottom on left side and triangle pointing to right .,203,describer,2,NA,NA,4638
all filled in black. no spaces between shapes.,203,describer,3,NA,NA,4638
sorry not a triangle on top! a tilted square.,203,describer,4,NA,NA,4638
"the triangle pointing right at bottom, is that the part that sticks out the furthest overall?",74,matcher,5,NA,NA,4638
yes. the rest is kind of straight up and down except the slant on the bottom left.,203,describer,6,NA,NA,4638
wow didn't think this would be so difficult..,203,describer,1,TRUE,NA,4639
same,74,matcher,2,TRUE,NA,4639
this one has a long flat bottom on the left. goes up to the right and has a triangle hanging off the bottom right.,203,describer,3,NA,NA,4639
top has a square touching only by a corner on the left side of the figure.,203,describer,4,NA,NA,4639
does the top square look like it is falling down the left side?,74,matcher,5,NA,NA,4639
yes.,203,describer,6,NA,NA,4639
diamond on top. a rectangle on bottom but with part of the right side missing.,203,describer,1,NA,NA,4640
tilted square top. to the right and a bit below is a medium size triangle. there is a sharp point to the left of the figure at the top. bottom looks like someone kneeling.,203,describer,1,NA,NA,4641
a small triangle on the bottom left form the feet.,203,describer,2,NA,NA,4641
sorry i keep making them into people...,203,describer,3,TRUE,NA,4641
and that i obviously can't type,203,describer,4,TRUE,NA,4641
"is the left point smaller than the right? is the left side from bottom, straight up - then two triangle points that are even with each other?",74,matcher,5,NA,NA,4641
"i see them as people too, so that works.",74,matcher,6,NA,NA,4641
it looks like a tilted square head with shoulders underneath long and to the left then a triangle kind of hanging under the head to the right,203,describer,7,NA,NA,4641
